,elo_prob1,elo_prob2,carm-elo_prob1,carm-elo_prob2,raptor_prob1,raptor_prob2,raptor_prob1_pred,raptor_prob2_pred
201411120DEN,0.4294028079977619,0.5705971920022381,,,,,0.4451612,0.53672117
201411120NOP,0.7182896241733726,0.2817103758266274,,,,,0.68244135,0.31304228
201411120PHO,0.6538028129563712,0.3461971870436288,,,,,0.6045937,0.36521718
201411130TOR,0.6734343431740573,0.3265656568259427,,,,,0.611214,0.33924925
201411130MEM,0.8024298513577685,0.1975701486422315,,,,,0.7252039,0.24315087
201411130GSW,0.749156088856745,0.250843911143255,,,,,0.6828601,0.2784765
201411130DAL,0.9121333470208056,0.0878666529791943,,,,,0.7948168,0.1423362
201411140ATL,0.54549622227959,0.4545037777204099,,,,,0.5103248,0.46275818
201411140HOU,0.9351349106755824,0.0648650893244175,,,,,0.7948168,0.1131833
201411140ORL,0.6545212960532193,0.3454787039467807,,,,,0.6045937,0.36521718
201411140NOP,0.6034996788997348,0.3965003211002652,,,,,0.5801642,0.39412296
201411140LAL,0.2440719882099297,0.7559280117900703,,,,,0.26711622,0.7090164
201411140PHO,0.7119289320914707,0.2880710679085293,,,,,0.68244135,0.31546414
201411140IND,0.7368991257106617,0.2631008742893382,,,,,0.68244135,0.285859
201411140OKC,0.8512191937711596,0.1487808062288403,,,,,0.78021556,0.18701258
201411140BOS,0.5271538354229965,0.4728461645770034,,,,,0.49010694,0.48087052
201411140NYK,0.7425070549517203,0.2574929450482797,,,,,0.68244135,0.28692505
201411150WAS,0.8447249064990647,0.1552750935009352,,,,,0.78021556,0.19213146
201411150DAL,0.7813334246138239,0.218666575386176,,,,,0.7252039,0.24497493
201411150CHI,0.7620965477025617,0.2379034522974382,,,,,0.7090164,0.26711622
201411150MEM,0.8680907822926694,0.1319092177073305,,,,,0.78021556,0.1750565
201411150GSW,0.7745578531270136,0.2254421468729863,,,,,0.70485365,0.24469496
201411150LAC,0.7340002592713296,0.2659997407286704,,,,,0.68244135,0.285859
201411150SAC,0.3218353013769849,0.678164698623015,,,,,0.3309612,0.611214
201411150POR,0.730363781150001,0.269636218849999,,,,,0.68244135,0.285859
201411150CLE,0.5916861265611326,0.4083138734388674,,,,,0.5500779,0.41444147
201411150TOR,0.8364007956208703,0.1635992043791296,,,,,0.77821606,0.19213146
201411160MIA,0.8663278253052901,0.1336721746947099,,,,,0.78021556,0.1750565
201411160NYK,0.6494079305601181,0.3505920694398818,,,,,0.6045937,0.36521718
201411160LAL,0.3162370821620698,0.6837629178379302,,,,,0.3309612,0.611214
201411160OKC,0.5165217946776455,0.4834782053223545,,,,,0.49010694,0.46398646
201411170CHO,0.4982962375370557,0.5017037624629442,,,,,0.4843768,0.4843768
201411170BOS,0.4495215815647425,0.5504784184352575,,,,,0.46131963,0.5103248
201411170BRK,0.599967251788828,0.4000327482111719,,,,,0.5801642,0.40831947
201411170DET,0.6647698536798206,0.3352301463201794,,,,,0.611214,0.3664614
201411170LAC,0.7145282421921032,0.2854717578078968,,,,,0.68244135,0.31546414
201411170CLE,0.7136613715978372,0.2863386284021628,,,,,0.68244135,0.31546414
201411170MEM,0.5977054130492716,0.4022945869507284,,,,,0.5801642,0.40416047
201411170SAS,0.9503528707908672,0.0496471292091327,,,,,0.7948168,0.110557064
201411170POR,0.7672917506460842,0.2327082493539157,,,,,0.70485365,0.26824367
201411180ATL,0.7758223602470428,0.2241776397529572,,,,,0.7329497,0.24469496
201411180SAC,0.6270004259477705,0.3729995740522295,,,,,0.60696167,0.37609246
201411180UTA,0.4123755220576857,0.5876244779423143,,,,,0.43041095,0.55040044
201411180MIL,0.4921784686999853,0.5078215313000147,,,,,0.4843768,0.4749578
201411190PHI,0.486741801568252,0.5132581984317479,,,,,0.48140132,0.48777318
201411190DEN,0.5395485872965301,0.4604514127034699,,,,,0.52345544,0.46555278
201411190WAS,0.5672569647785016,0.4327430352214984,,,,,0.5381449,0.44483662
201411190HOU,0.8748619134021545,0.1251380865978455,,,,,0.78021556,0.1750565
201411190TOR,0.5637454046099631,0.4362545953900368,,,,,0.51496685,0.44483662
201411190CLE,0.3484893546863997,0.6515106453136004,,,,,0.36521718,0.6045937
201411190DET,0.4086852492392216,0.5913147507607783,,,,,0.41159967,0.5500779
201411190IND,0.6544727421665564,0.3455272578334436,,,,,0.6045937,0.36521718
201411190ORL,0.3539871024223747,0.6460128975776254,,,,,0.36521718,0.6045937
201411190MIN,0.650883035766153,0.3491169642338469,,,,,0.6045937,0.36521718
201411190BRK,0.7940560045166605,0.2059439954833395,,,,,0.7252039,0.23608182
201411200SAC,0.4853193405101441,0.5146806594898559,,,,,0.48285297,0.48777318
201411200MIA,0.5814701571875718,0.4185298428124282,,,,,0.53672117,0.425969
201411210DEN,0.5935130971457314,0.4064869028542686,,,,,0.5884976,0.41357344
201411210POR,0.6900401899632603,0.3099598100367396,,,,,0.611214,0.33305877
201411210OKC,0.6818888762711479,0.3181111237288521,,,,,0.611214,0.3309612
201411210PHI,0.2733199064609266,0.7266800935390734,,,,,0.31721103,0.68244135
201411210WAS,0.7367205177746426,0.2632794822253573,,,,,0.68244135,0.285859
201411210ATL,0.7812428307242834,0.2187571692757166,,,,,0.7252039,0.24497493
201411210CHO,0.7591560221617081,0.2408439778382919,,,,,0.7090164,0.26711622
201411210MEM,0.870425288613645,0.129574711386355,,,,,0.78021556,0.1750565
201411210GSW,0.8713973972019271,0.1286026027980729,,,,,0.78021556,0.1750565
201411210DAL,0.8567350267707823,0.1432649732292177,,,,,0.78021556,0.18701258
201411210MIN,0.3358071537182266,0.6641928462817733,,,,,0.3684563,0.611214
201411210TOR,0.8513948766776742,0.1486051233223257,,,,,0.78021556,0.18701258
201411220ORL,0.4209526952143225,0.5790473047856775,,,,,0.4366389,0.53672117
201411220SAS,0.8575928200364386,0.1424071799635614,,,,,0.78021556,0.18701258
201411220MIL,0.3704622862215305,0.6295377137784695,,,,,0.37609246,0.60696167
201411220CLE,0.4790348858741336,0.5209651141258664,,,,,0.46943963,0.49010694
201411220UTA,0.5222695315012603,0.4777304684987397,,,,,0.49010694,0.46943963
201411220MIN,0.6157552875923316,0.3842447124076684,,,,,0.57254475,0.39851478
201411220HOU,0.6193400616100252,0.3806599383899748,,,,,0.5690523,0.4030688
201411220NYK,0.8445105040499764,0.1554894959500236,,,,,0.78021556,0.19213146
201411220IND,0.5655554000075077,0.4344445999924923,,,,,0.5381449,0.44483662
201411230MEM,0.6519893671880023,0.3480106328119977,,,,,0.6045937,0.36521718
201411230MIA,0.7470904691231227,0.2529095308768773,,,,,0.6828601,0.2784765
201411230OKC,0.4647779391519953,0.5352220608480047,,,,,0.48087052,0.51707
201411230BOS,0.3363831097046693,0.6636168902953307,,,,,0.36547455,0.6114599
201411230LAL,0.5462404050605457,0.4537595949394543,,,,,0.5103248,0.46275818
201411240CLE,0.7383981326472101,0.2616018673527899,,,,,0.68244135,0.285859
201411240TOR,0.6870146558186594,0.3129853441813406,,,,,0.611214,0.3309612
201411240DAL,0.8143220109817951,0.1856779890182048,,,,,0.7252039,0.22545663
201411240HOU,0.8226427236754358,0.1773572763245642,,,,,0.7252039,0.22547437
201411240CHO,0.4246823420905388,0.5753176579094612,,,,,0.4451612,0.53672117
201411240PHI,0.1811578609770751,0.8188421390229248,,,,,0.22734904,0.7252039
201411240UTA,0.4054096635684214,0.5945903364315785,,,,,0.40606847,0.5884976
201411250NOP,0.6414249333910037,0.3585750666089963,,,,,0.60696167,0.36521718
201411250WAS,0.7416237329555845,0.2583762670444155,,,,,0.68244135,0.28692505
201411250MIL,0.6462861322748619,0.3537138677251381,,,,,0.6045937,0.36521718
201411250MIA,0.5089745127406602,0.4910254872593398,,,,,0.4749578,0.48493826
201411250DEN,0.5388679236508142,0.4611320763491858,,,,,0.5226201,0.4707471
201411260DET,0.2692951310178121,0.7307048689821878,,,,,0.285859,0.68244135
201411260ORL,0.2509580542636281,0.749041945736372,,,,,0.2784765,0.6828601
201411260DAL,0.8114214704158267,0.1885785295841733,,,,,0.7252039,0.22545663
201411260CLE,0.5143257845881092,0.4856742154118908,,,,,0.48777318,0.48285297
201411260HOU,0.7698890061920708,0.2301109938079292,,,,,0.70485365,0.26824367
201411260LAL,0.3090874302603323,0.6909125697396676,,,,,0.33066157,0.611214
201411260PHO,0.7272415637243965,0.2727584362756035,,,,,0.68244135,0.3132487
201411260CHO,0.395615097678236,0.604384902321764,,,,,0.39412296,0.5801642
201411260ATL,0.4905659895070566,0.5094340104929433,,,,,0.48493826,0.4749578
201411260PHI,0.3055130859133617,0.6944869140866383,,,,,0.3307929,0.7099254
201411260OKC,0.7825501239027577,0.2174498760972423,,,,,0.7252039,0.24497493
201411260MIN,0.733296771512099,0.2667032284879009,,,,,0.68244135,0.285859
201411260SAS,0.862132468074281,0.137867531925719,,,,,0.78021556,0.1750565
201411280OKC,0.720646423636068,0.279353576363932,,,,,0.68244135,0.31304228
201411280DEN,0.5300728365610009,0.4699271634389991,,,,,0.51707,0.48087052
201411280HOU,0.6352723420970234,0.3647276579029765,,,,,0.60696167,0.3623053
201411280CHO,0.3250509756365703,0.6749490243634297,,,,,0.35812223,0.611214
201411280DET,0.5735020350160839,0.4264979649839161,,,,,0.53672117,0.4451612
201411280POR,0.6165348610168278,0.3834651389831722,,,,,0.57254475,0.39851478
201411280SAS,0.8533501799502213,0.1466498200497786,,,,,0.78021556,0.18701258
201411280IND,0.786583852209136,0.213416147790864,,,,,0.7252039,0.24497493
201411280LAL,0.6021725730016205,0.3978274269983795,,,,,0.5801642,0.39412296
201411280BOS,0.4087396429959854,0.5912603570040146,,,,,0.41159967,0.5500779
201411280ATL,0.6477084045549164,0.3522915954450836,,,,,0.6045937,0.36521718
201411280TOR,0.6540315744783721,0.3459684255216279,,,,,0.6045937,0.36521718
201411290PHI,0.1746571580046411,0.8253428419953588,,,,,0.20217364,0.7252039
201411290CLE,0.6328937347698198,0.3671062652301802,,,,,0.60696167,0.38031918
201411290WAS,0.7211357804870513,0.2788642195129487,,,,,0.68244135,0.31304228
201411290MIL,0.3711743724304267,0.6288256275695733,,,,,0.37609246,0.60696167
201411290UTA,0.2735465723466813,0.7264534276533188,,,,,0.31721103,0.68244135
201411290ATL,0.7163084854509106,0.2836915145490893,,,,,0.68244135,0.31546414
201411300LAL,0.3361578842410153,0.6638421157589847,,,,,0.36547455,0.6114599
201411300BOS,0.2076698435370809,0.792330156462919,,,,,0.24497493,0.7252039
201411300BRK,0.5563645740288676,0.4436354259711323,,,,,0.515691,0.4623133
201411300SAC,0.4211358167060848,0.5788641832939152,,,,,0.4366389,0.53672117
201411300DET,0.2027853292395727,0.7972146707604273,,,,,0.24253584,0.7252039
201411300PHO,0.8417083869942946,0.1582916130057053,,,,,0.78021556,0.19213146
201411300NYK,0.5025079258685491,0.4974920741314509,,,,,0.4843768,0.4843768
201411300POR,0.8348544846993093,0.1651455153006906,,,,,0.77821606,0.19213146
201412010PHI,0.1023409435748568,0.8976590564251432,,,,,0.1423362,0.7948168
201412010WAS,0.6404892691685089,0.3595107308314911,,,,,0.60696167,0.36521718
201412010UTA,0.4533776659002813,0.5466223340997187,,,,,0.46275818,0.5103248
201412010LAC,0.8709516266587563,0.1290483733412437,,,,,0.78021556,0.1750565
201412020CHI,0.5835150503532546,0.4164849496467454,,,,,0.55040044,0.43115702
201412020SAC,0.498786971770566,0.501213028229434,,,,,0.4843768,0.4843768
201412020PHO,0.7029394805571461,0.2970605194428539,,,,,0.68244135,0.32490852
201412020ATL,0.790474412729311,0.209525587270689,,,,,0.7252039,0.24497493
201412020NOP,0.5740749986428315,0.4259250013571685,,,,,0.53672117,0.4451612
201412020CLE,0.7519997166815028,0.2480002833184972,,,,,0.6828601,0.2688922
201412020DET,0.5373278543339894,0.4626721456660105,,,,,0.51707,0.4707471
201412020GSW,0.910135143655799,0.089864856344201,,,,,0.7948168,0.1423362
201412020DEN,0.4954105011644482,0.5045894988355518,,,,,0.4843768,0.4843768
