,elo_prob1,elo_prob2,carm-elo_prob1,carm-elo_prob2,raptor_prob1,raptor_prob2,raptor_prob1_pred,raptor_prob2_pred
201511200BOS,0.7864333736254648,0.2135666263745351,0.9116574803352234,0.0883425196647765,,,0.8726828,0.15916774
201511200OKC,0.8388100481373422,0.1611899518626578,0.8989189102664487,0.1010810897335513,,,0.9276945,0.12568516
201511200MEM,0.6971173345508439,0.3028826654491561,0.7094817534930924,0.2905182465069076,,,0.75988716,0.27188313
201511200NOP,0.2829924500007352,0.7170075499992647,0.281807940430063,0.7181920595699369,,,0.24941719,0.75119275
201511200MIN,0.4787478131572891,0.5212521868427109,0.5099904943394171,0.4900095056605829,,,0.50334734,0.51474106
201511200DAL,0.640067282668914,0.359932717331086,0.59400606572012,0.4059939342798799,,,0.6418299,0.31416553
201511200DEN,0.593321034365688,0.406678965634312,0.5779162486575007,0.4220837513424993,,,0.6466299,0.3798862
201511200POR,0.4719071195935799,0.5280928804064201,0.4409363295004441,0.5590636704995559,,,0.5055395,0.53912854
201511200GSW,0.8739303290434094,0.1260696709565906,0.8361361128968207,0.1638638871031793,,,0.928221,0.120391965
201511200LAL,0.3595134265914942,0.6404865734085058,0.2941442714813091,0.7058557285186908,,,0.3065313,0.71575946
201511210ORL,0.6153404176549907,0.3846595823450093,0.6476327210107061,0.3523672789892939,,,0.6601738,0.38984922
201511210IND,0.7680683887711159,0.231931611228884,0.7594328885804508,0.2405671114195492,,,0.8032189,0.20683318
201511210CLE,0.779583583287472,0.2204164167125279,0.8559923754960996,0.1440076245039003,,,0.8863654,0.19364904
201511210DET,0.6464366057821911,0.3535633942178089,0.5913420191674711,0.4086579808325289,,,0.63946193,0.29770675
201511210MIA,0.8686288103177671,0.1313711896822329,0.9068828183211954,0.0931171816788045,,,0.9276945,0.09599193
201511210HOU,0.779633478140405,0.220366521859595,0.7680670347429346,0.2319329652570654,,,0.8367253,0.17613605
201511210SAS,0.7664069512714485,0.2335930487285514,0.7620939721805495,0.2379060278194504,,,0.8032189,0.20683318
201511220LAC,0.7326258588800572,0.2673741411199428,0.7135696432285596,0.2864303567714403,,,0.75119275,0.26518437
201511220NOP,0.5647895066861846,0.4352104933138154,0.6044317987945382,0.3955682012054617,,,0.6069118,0.4571416
201511220BRK,0.442237694166869,0.557762305833131,0.2186199700359685,0.7813800299640314,,,0.4103446,0.6014827
201511220OKC,0.6265628807841758,0.3734371192158242,0.7687337944376419,0.2312662055623581,,,0.7053271,0.32201266
201511220DEN,0.1921736818011445,0.8078263181988554,0.1847104896496265,0.8152895103503734,,,0.17908211,0.854211
201511220LAL,0.3677029555769598,0.6322970444230402,0.3864182812985716,0.6135817187014283,,,0.37352705,0.70267105
201511230CHO,0.7026563855830605,0.2973436144169394,0.6931394258419791,0.3068605741580209,,,0.7397109,0.27634773
201511230CLE,0.8994735225320364,0.1005264774679636,0.9050874832186314,0.0949125167813685,,,0.94229573,0.06327161
201511230MIA,0.7429818286979274,0.2570181713020726,0.7316134737413467,0.2683865262586533,,,0.7917593,0.23221263
201511230MIN,0.7787598412677599,0.2212401587322401,0.8213378230562,0.1786621769438,,,0.8673671,0.16729252
201511230MIL,0.5031365467382235,0.4968634532617765,0.4834385575856412,0.5165614424143588,,,0.5125755,0.52457285
201511230SAS,0.8296900766456167,0.1703099233543833,0.8786529942535043,0.1213470057464957,,,0.92512363,0.12798081
201511230UTA,0.6310360197198778,0.3689639802801222,0.6141997177358193,0.3858002822641807,,,0.70267105,0.37352705
201511240WAS,0.6108603901996451,0.3891396098003549,0.6127619006622673,0.3872380993377327,,,0.6758736,0.39620924
201511240MEM,0.6458577563683784,0.3541422436316216,0.6931700312949812,0.3068299687050188,,,0.6618633,0.31665644
201511240ATL,0.6321071683816307,0.3678928316183693,0.5763448099524172,0.4236551900475828,,,0.6459678,0.3601371
201511240DEN,0.4459465177541392,0.5540534822458607,0.4051596424612704,0.5948403575387295,,,0.41058895,0.550559
201511240POR,0.581229977906994,0.4187700220930059,0.5219585563670095,0.4780414436329905,,,0.5758114,0.4545152
201511240GSW,0.9692966834326296,0.0307033165673703,0.9707200866103324,0.0292799133896675,,,0.94229573,0.022956828
201511250CHO,0.621758208579199,0.378241791420801,0.7352094659676175,0.2647905340323825,,,0.73069745,0.3202043
201511250ORL,0.6244347766398578,0.3755652233601422,0.6826898474908822,0.3173101525091177,,,0.6642313,0.34963965
201511250BOS,0.8984819075194432,0.1015180924805567,0.8969700607661476,0.1030299392338524,,,0.94229573,0.075889915
201511250TOR,0.4711900127733019,0.528809987226698,0.377771026363295,0.622228973636705,,,0.4783051,0.596722
201511250DET,0.6290904884259368,0.3709095115740631,0.6218409902528996,0.3781590097471003,,,0.68661386,0.37352705
201511250HOU,0.5359109166555561,0.4640890833444439,0.5801223958629645,0.4198776041370354,,,0.5752021,0.46219242
201511250MIL,0.6397975167068476,0.3602024832931524,0.5640970108712634,0.4359029891287366,,,0.66501117,0.38087848
201511250MIN,0.3945586670810023,0.6054413329189976,0.50257820963846,0.49742179036154,,,0.41376823,0.5747108
201511250OKC,0.8090565419113751,0.1909434580886249,0.9371281662972916,0.0628718337027083,,,0.8726828,0.16194405
201511250SAS,0.7908972829844955,0.2091027170155045,0.8618411504541713,0.1381588495458287,,,0.8732093,0.18425988
201511250PHO,0.6889504880121566,0.3110495119878433,0.6609649990250178,0.3390350009749822,,,0.698843,0.31256816
201511250LAC,0.7319426270683677,0.2680573729316323,0.6916528276797808,0.3083471723202192,,,0.7397109,0.23729837
201511270ORL,0.6204189409829013,0.3795810590170987,0.7226887957258739,0.2773112042741261,,,0.6378038,0.33523953
201511270CHO,0.393866683440687,0.606133316559313,0.3355369502134424,0.6644630497865576,,,0.36643592,0.6677932
201511270BOS,0.7037280317071051,0.2962719682928949,0.7472363522107635,0.2527636477892365,,,0.78938913,0.28035715
201511270NYK,0.5116968073901318,0.4883031926098682,0.5102610171198138,0.4897389828801862,,,0.51590884,0.50718814
201511270HOU,0.8714860638971368,0.1285139361028632,0.8895895864967234,0.1104104135032766,,,0.9276945,0.1084351
201511270OKC,0.7435571445980479,0.2564428554019521,0.8384049689022953,0.1615950310977046,,,0.83086556,0.2420355
201511270MEM,0.6883731443307303,0.3116268556692697,0.7157765913629905,0.2842234086370094,,,0.6799655,0.27700192
201511270IND,0.6157474040336668,0.3842525959663332,0.5948862817584111,0.4051137182415889,,,0.607413,0.34746316
201511270DEN,0.3005770509589716,0.6994229490410284,0.2738648014144391,0.7261351985855609,,,0.25911573,0.75119275
201511270PHO,0.218906209601993,0.781093790398007,0.2223189498919447,0.7776810501080552,,,0.19901118,0.8235692
201511270SAC,0.7049571996126623,0.2950428003873376,0.7201513436422676,0.2798486563577324,,,0.75119275,0.24501398
201511270LAC,0.7685873602200319,0.231412639779968,0.7622762966926653,0.2377237033073347,,,0.8032189,0.20683318
201511280WAS,0.52102207486965,0.47897792513035,0.3931966819818275,0.6068033180181724,,,0.49986276,0.5269661
201511280CLE,0.8777892410307843,0.1222107589692157,0.9445818512148366,0.0554181487851633,,,0.94229573,0.087456144
201511280SAS,0.7845533361415876,0.2154466638584123,0.8010091508241985,0.1989908491758014,,,0.84596765,0.16606675
201511280DAL,0.7767200996472252,0.2232799003527747,0.8416404085876328,0.1583595914123672,,,0.8809551,0.19682509
201511280UTA,0.736117466698655,0.263882533301345,0.7900301824043212,0.2099698175956788,,,0.78080666,0.22905204
201511280POR,0.8520823199581087,0.1479176800418913,0.840157557415873,0.159842442584127,,,0.928221,0.13260075
201511280GSW,0.9446911058781874,0.0553088941218126,0.9291310346184656,0.0708689653815343,,,0.94229573,0.02423439
201511290CHO,0.748529731619577,0.2514702683804229,0.7896023997862534,0.2103976002137466,,,0.7812254,0.22166955
201511290LAC,0.8377843696282345,0.1622156303717654,0.8400977070540917,0.1599022929459083,,,0.928221,0.13771963
201511290MEM,0.9132692045077128,0.0867307954922871,0.9284909979495304,0.0715090020504696,,,0.94229573,0.0560134
201511290TOR,0.7387582942184207,0.2612417057815793,0.721794398060562,0.278205601939438,,,0.75119275,0.21908806
201511290BRK,0.5465631661114319,0.4534368338885681,0.3177669317875354,0.6822330682124645,,,0.48321116,0.5200276
201511290ORL,0.4412092282873689,0.558790771712631,0.4898117618012219,0.5101882381987781,,,0.49040645,0.5574195
201511290NYK,0.4814638173508113,0.5185361826491888,0.4907671399594749,0.5092328600405251,,,0.52525544,0.5240149
201511290LAL,0.2877422367571809,0.7122577632428191,0.2399184893628912,0.7600815106371088,,,0.2540537,0.78080666
201511300MIA,0.5996276505880817,0.4003723494119183,0.6084822523965538,0.3915177476034461,,,0.63769096,0.4180753
201511300DET,0.6313210410182295,0.3686789589817705,0.6093395577322047,0.3906604422677953,,,0.66448843,0.38584828
201511300CHI,0.4521439181139715,0.5478560818860285,0.4340415872181496,0.5659584127818504,,,0.47841945,0.57501554
201511300MIL,0.5903632776680097,0.4096367223319903,0.5771277984852603,0.4228722015147397,,,0.55551285,0.37791243
201511300ATL,0.598366359766677,0.401633640233323,0.476010096868327,0.523989903131673,,,0.61571246,0.44740975
201511300UTA,0.2790768915105641,0.7209231084894359,0.3155901885030976,0.6844098114969024,,,0.28592932,0.7397109
201511300SAC,0.4537548882216083,0.5462451117783917,0.5381310380141007,0.4618689619858993,,,0.5018483,0.5530795
201511300LAC,0.7350074543768247,0.2649925456231753,0.7409414517228137,0.2590585482771863,,,0.78812754,0.23114651
201512010PHI,0.5724561730626682,0.4275438269373318,0.573169567627873,0.426830432372127,,,0.57572716,0.45509368
201512010CLE,0.8512801775934477,0.1487198224065523,0.9001936889211709,0.099806311078829,,,0.9276945,0.12056636
201512010BRK,0.5532785259759048,0.4467214740240952,0.3808880140616319,0.619111985938368,,,0.5131254,0.5444409
201512010NOP,0.4968669371415206,0.5031330628584794,0.4846987092852745,0.5153012907147254,,,0.5125755,0.52457285
201512010MIN,0.6089114270967123,0.3910885729032877,0.5439211864374319,0.4560788135625681,,,0.6192545,0.43675557
201512010POR,0.5988078320289418,0.4011921679710581,0.5708210748267024,0.4291789251732976,,,0.65401876,0.41825196
201512020CHO,0.208383632433256,0.791616367566744,0.243096209850422,0.7569037901495779,,,0.18356422,0.80508006
201512020WAS,0.8501712631519521,0.1498287368480478,0.8546918393259328,0.1453081606740671,,,0.928221,0.13667203
201512020DET,0.6479017060302293,0.3520982939697706,0.7058161860688758,0.2941838139311242,,,0.7133915,0.3065313
201512020NYK,0.7665277812398593,0.2334722187601406,0.8319636007192427,0.1680363992807573,,,0.83386075,0.19270818
201512020CHI,0.8114632530650908,0.1885367469349091,0.8490648310547637,0.1509351689452363,,,0.8732093,0.17104472
201512020HOU,0.6854507421635739,0.314549257836426,0.7046193694316797,0.2953806305683203,,,0.7200118,0.27227527
201512020ATL,0.6603260890721825,0.3396739109278175,0.6309238702504606,0.3690761297495394,,,0.6871285,0.35655168
201512020SAS,0.9027544400201084,0.0972455599798917,0.9137722076235302,0.0862277923764698,,,0.94229573,0.05652934
201512020LAC,0.6819572949724338,0.3180427050275661,0.7275950096423854,0.2724049903576145,,,0.6799655,0.25935626
201512030MIA,0.5014702939538559,0.4985297060461441,0.3875786786429549,0.6124213213570451,,,0.48181137,0.5800861
201512030TOR,0.8107052608050194,0.1892947391949806,0.8623563574443638,0.1376436425556362,,,0.8732093,0.16474181
201512030UTA,0.776856432635454,0.223143567364546,0.7506773416225131,0.2493226583774869,,,0.83989745,0.17860702
201512030MEM,0.4709744834602112,0.5290255165397888,0.5382951777688352,0.4617048222311648,,,0.5199607,0.5598247
201512030SAC,0.3504467374746219,0.6495532625253782,0.3535988242599179,0.646401175740082,,,0.35655168,0.6922227
201512030POR,0.525800420013813,0.474199579986187,0.5754732861477376,0.4245267138522623,,,0.5291131,0.490803
201512040NYK,0.5522510418533455,0.4477489581466545,0.7106472182288879,0.2893527817711121,,,0.5656526,0.40610307
201512040WAS,0.6324128927407332,0.3675871072592668,0.6261528360197501,0.3738471639802498,,,0.6907545,0.37751165
201512040DET,0.75924939771224,0.24075060228776,0.7681052488278332,0.2318947511721668,,,0.80738163,0.1982776
201512040ATL,0.8793397671198279,0.1206602328801721,0.8919057089698866,0.1080942910301133,,,0.94229573,0.075714886
201512040DAL,0.7080656883034353,0.2919343116965647,0.6590615775944514,0.3409384224055486,,,0.7700703,0.29339597
201512040NOP,0.3634707963693639,0.636529203630636,0.3050818071830861,0.6949181928169139,,,0.31129888,0.6642313
201512050PHI,0.408520982270649,0.591479017729351,0.4409907285581425,0.5590092714418575,,,0.4362681,0.6018744
201512050TOR,0.2770909508325601,0.7229090491674399,0.2998688159160466,0.7001311840839534,,,0.2773098,0.7572836
201512050HOU,0.733885802606235,0.2661141973937649,0.6452185757784736,0.3547814242215263,,,0.7700703,0.27719346
201512050MIN,0.4747158174508065,0.5252841825491935,0.5552325440137982,0.4447674559862018,,,0.53266674,0.5147762
201512050MIA,0.439075715534847,0.560924284465153,0.4129448649453689,0.5870551350546311,,,0.4261585,0.5750113
201512050CHI,0.7498948414875262,0.2501051585124738,0.720651352266012,0.279348647733988,,,0.7516115,0.21170558
201512050MIL,0.6550878475336978,0.3449121524663022,0.6353237979341585,0.3646762020658415,,,0.68320644,0.35655168
201512050SAS,0.8142023157675017,0.1857976842324983,0.8055730177452312,0.1944269822547688,,,0.84596765,0.16800852
201512050UTA,0.5828755156738389,0.4171244843261611,0.6531997766539466,0.3468002233460534,,,0.6380297,0.42249146
201512050LAC,0.789720703248869,0.210279296751131,0.7483384634009599,0.2516615365990401,,,0.83215165,0.19026214
201512060MEM,0.7344973359797078,0.2655026640202922,0.7553292195335971,0.2446707804664029,,,0.78938913,0.22444847
201512060WAS,0.5681391329045873,0.4318608670954127,0.5894559396079945,0.4105440603920055,,,0.573013,0.4261585
201512060DET,0.848908422760076,0.1510915772399239,0.8580619234021146,0.1419380765978853,,,0.928221,0.13568701
201512060BRK,0.1486241313508077,0.8513758686491922,0.1029862708376062,0.8970137291623937,,,0.12056636,0.9276945
201512060OKC,0.815817254253919,0.1841827457460809,0.8822816987843545,0.1177183012156455,,,0.8726828,0.16130584
201512070PHI,0.1132274774665894,0.8867725225334105,0.0949889439488686,0.9050110560511312,,,0.06327161,0.94229573
201512070CHO,0.6241807384431879,0.3758192615568121,0.7245352718747841,0.2754647281252159,,,0.6757132,0.30998164
201512070TOR,0.8853638757344617,0.1146361242655382,0.9257588473700594,0.0742411526299405,,,0.94229573,0.0560134
201512070MIA,0.687894520983935,0.312105479016065,0.7506528611448351,0.2493471388551649,,,0.7181619,0.2695507
201512070NYK,0.3977203130124234,0.6022796869875766,0.4814558603123952,0.5185441396876047,,,0.4321169,0.6192545
201512070NOP,0.5106988329400477,0.4893011670599523,0.4993258159477297,0.5006741840522704,,,0.47876543,0.4026454
201512070MIN,0.366966249370673,0.633033750629327,0.372106557539435,0.627893442460565,,,0.37165368,0.68263024
201512070CHI,0.7382669413101978,0.2617330586898022,0.7900764762534027,0.2099235237465972,,,0.78080666,0.22905204
201512070MIL,0.4804688202649105,0.5195311797350894,0.5096040552473173,0.4903959447526826,,,0.5234198,0.51474106
201512080IND,0.2818228581516357,0.7181771418483642,0.2525093013079492,0.7474906986920509,,,0.2583298,0.78938913
201512080CLE,0.7637261269292527,0.2362738730707473,0.8749772855110509,0.125022714488949,,,0.8517612,0.20296554
201512080BRK,0.5207892016769601,0.4792107983230399,0.3583490604492078,0.6416509395507922,,,0.48144138,0.54805213
201512080MEM,0.6106118630900821,0.3893881369099179,0.5193257924318522,0.4806742075681478,,,0.6192545,0.41884193
201512080DEN,0.6092395696477576,0.3907604303522424,0.5104888337754598,0.4895111662245401,,,0.6140721,0.42340857
201512080SAC,0.4788465655707543,0.5211534344292457,0.5106235435595134,0.4893764564404865,,,0.50334734,0.51474106
201512090CHO,0.6630499271238584,0.3369500728761416,0.689646335152437,0.310353664847563,,,0.66872954,0.31665644
201512090BOS,0.65973280815478,0.34026719184522,0.6856872020509635,0.3143127979490365,,,0.66872954,0.33810428
201512090WAS,0.6228504709591778,0.3771495290408222,0.6603232415783394,0.3396767584216605,,,0.6945907,0.35835958
201512090DET,0.5981334062787803,0.4018665937212197,0.6239713729548717,0.3760286270451283,,,0.6598164,0.40575406
201512090TOR,0.415404840200435,0.5845951597995649,0.4201756532699109,0.579824346730089,,,0.41247892,0.6085329
201512090MIL,0.3930612259989099,0.6069387740010901,0.3529136546466213,0.6470863453533786,,,0.3854574,0.6677932
201512090MIN,0.7434065717892354,0.2565934282107646,0.7803294328833474,0.2196705671166525,,,0.7812254,0.23011816
201512090PHO,0.6718153570249585,0.3281846429750414,0.6533651155608234,0.3466348844391765,,,0.698843,0.33483818
201512090UTA,0.8122624923069753,0.1877375076930246,0.8009638514105809,0.1990361485894191,,,0.84596765,0.1465487
201512090DAL,0.6428651987443471,0.3571348012556529,0.6119518092961053,0.3880481907038947,,,0.70267105,0.36265177
201512100BRK,0.8336747565244074,0.1663252434755926,0.742695975486881,0.2573040245131189,,,0.88516384,0.13741903
201512100OKC,0.7082189250978529,0.2917810749021471,0.8296218701018667,0.1703781298981332,,,0.8114485,0.24613392
201512100CHI,0.5724267649053205,0.4275732350946795,0.534230696762808,0.465769303237192,,,0.5758114,0.47883812
201512100SAC,0.7201392176764523,0.2798607823235477,0.7934390981518336,0.2065609018481664,,,0.78080666,0.25623542
201512110IND,0.7414466206885948,0.2585533793114052,0.7178774425615856,0.2821225574384144,,,0.75119275,0.23296592
201512110ORL,0.4127181638510119,0.5872818361489881,0.3827740053257468,0.6172259946742531,,,0.42784554,0.63005286
201512110PHI,0.3007024714698825,0.6992975285301175,0.2295296967810436,0.7704703032189564,,,0.2766408,0.78080666
201512110BOS,0.2793262221696665,0.7206737778303334,0.3097061944862788,0.6902938055137212,,,0.26448148,0.7397109
201512110TOR,0.8190709708979633,0.1809290291020366,0.8419171689756343,0.1580828310243657,,,0.8732093,0.17293714
201512110NOP,0.5937111403826063,0.4062888596173937,0.6325513206392154,0.3674486793607846,,,0.66416615,0.40490788
201512110MEM,0.6603738524409692,0.3396261475590307,0.6544902186091083,0.3455097813908917,,,0.69908893,0.35655168
201512110DEN,0.6747566853964018,0.3252433146035982,0.655894434813365,0.344105565186635,,,0.698843,0.33972925
201512110UTA,0.5127777470828078,0.4872222529171922,0.5304063223988934,0.4695936776011066,,,0.52686363,0.5237496
201512110PHO,0.612286272350856,0.387713727649144,0.6629815906602485,0.3370184093397514,,,0.6601738,0.3803816
201512110SAS,0.9503794692159768,0.0496205307840232,0.9576496512755426,0.0423503487244574,,,0.94229573,0.022956828
201512120BRK,0.4124977310392849,0.587502268960715,0.2538452282479689,0.7461547717520312,,,0.37569848,0.65734845
201512120CHO,0.6090428616999748,0.3909571383000252,0.5970274426342072,0.4029725573657928,,,0.61503243,0.3264959
201512120DET,0.540845066910972,0.459154933089028,0.5526955493165794,0.4473044506834206,,,0.57234955,0.503732
201512120CHI,0.7652959656194374,0.2347040343805626,0.7864874653239425,0.2135125346760574,,,0.8032189,0.21143675
201512120ATL,0.4208633297770993,0.5791366702229006,0.4679941700274919,0.5320058299725081,,,0.47616342,0.5758114
201512120HOU,0.8594851546579606,0.1405148453420394,0.893040069370965,0.1069599306290349,,,0.9276945,0.11700846
201512120MIL,0.1239835809199045,0.8760164190800954,0.1181977184885909,0.881802281511409,,,0.110905804,0.9276945
201512120DAL,0.7329725774571809,0.2670274225428191,0.7665903713813118,0.2334096286186882,,,0.78080666,0.2170203
201512120POR,0.8185443697587049,0.181455630241295,0.732342528779207,0.267657471220793,,,0.8341031,0.17263651
201512130PHO,0.7552485822440907,0.2447514177559092,0.7416971910700457,0.2583028089299543,,,0.78854626,0.21336198
201512130TOR,0.9215192989978824,0.0784807010021174,0.9354500026129918,0.0645499973870081,,,0.94229573,0.050056618
201512130MIA,0.5989852249441516,0.4010147750558483,0.5595591747307185,0.4404408252692815,,,0.6319606,0.42618018
201512130OKC,0.7641156441773868,0.2358843558226132,0.8317066035092486,0.1682933964907513,,,0.83386075,0.19270818
201512140IND,0.6201548575956072,0.3798451424043928,0.6296099729780209,0.3703900270219791,,,0.64472085,0.39334494
201512140DET,0.523469540017287,0.476530459982713,0.4934134091708372,0.5065865908291627,,,0.5562807,0.49351272
201512140BRK,0.6184318684651874,0.3815681315348126,0.3924068962366643,0.6075931037633356,,,0.5823005,0.45604116
201512140CHI,0.9170115295524632,0.0829884704475366,0.9406731383720088,0.0593268616279912,,,0.94229573,0.04895729
201512140ATL,0.7157922827288339,0.2842077172711661,0.7664331963499862,0.2335668036500138,,,0.78080666,0.24662557
201512140MEM,0.6647870326630614,0.3352129673369386,0.6244539724455583,0.3755460275544416,,,0.6950068,0.36389598
201512140DAL,0.7123738147702161,0.2876261852297839,0.7515466683563987,0.2484533316436012,,,0.78938913,0.2540537
201512140SAS,0.8526148526672885,0.1473851473327114,0.8912710545254509,0.1087289454745491,,,0.9276945,0.12039133
201512140DEN,0.5004601488727184,0.4995398511272816,0.4960141390323457,0.5039858609676542,,,0.495836,0.50697786
201512140POR,0.7287900842412403,0.2712099157587597,0.6704640006536978,0.3295359993463022,,,0.7700703,0.2661993
201512150BOS,0.5513227454003928,0.4486772545996071,0.4965724672385294,0.5034275327614706,,,0.5048712,0.48392075
201512150MIN,0.5789694511391524,0.4210305488608475,0.7092608016522677,0.2907391983477323,,,0.5866829,0.37795296
201512150SAC,0.5365377872762698,0.4634622127237302,0.6348390645436117,0.3651609354563883,,,0.59568256,0.46208158
201512150LAL,0.4456402773097393,0.5543597226902607,0.4297138342785465,0.5702861657214535,,,0.47157308,0.5895453
201512160ORL,0.542539807729043,0.457460192270957,0.5638398327765123,0.4361601672234877,,,0.5815047,0.47841945
201512160IND,0.6656130084827659,0.334386991517234,0.670497709769722,0.329502290230278,,,0.698843,0.33181652
201512160DET,0.5646942438276967,0.4353057561723032,0.5811567345137818,0.4188432654862182,,,0.5962771,0.4261585
201512160NYK,0.6525163575597229,0.3474836424402771,0.6823509314789629,0.3176490685210371,,,0.6618633,0.33810428
201512160BRK,0.5030156865309746,0.4969843134690254,0.3617130063537303,0.6382869936462696,,,0.47571123,0.5629895
201512160CHI,0.6982567183525934,0.3017432816474066,0.6676408084178223,0.3323591915821777,,,0.7700703,0.30235088
201512160OKC,0.7736345934251069,0.2263654065748931,0.8610282160866598,0.1389717839133402,,,0.8528591,0.18397982
201512160ATL,0.9022602802383924,0.0977397197616076,0.9109655140799188,0.0890344859200812,,,0.94229573,0.05652934
201512160SAS,0.8875948951584273,0.1124051048415727,0.899183620488613,0.100816379511387,,,0.94229573,0.075889915
201512160UTA,0.73221665159581,0.26778334840419,0.7343752684020728,0.2656247315979272,,,0.7913406,0.23114651
201512160GSW,0.923819174120738,0.0761808258792619,0.921643117374291,0.0783568826257089,,,0.94229573,0.050475594
201512160LAC,0.842306803231041,0.157693196768959,0.8780417204566354,0.1219582795433645,,,0.9271231,0.12798081
201512170CHO,0.5919469102623204,0.4080530897376796,0.5227589688919475,0.4772410311080525,,,0.58916837,0.4465445
201512170CLE,0.6616295323587533,0.3383704676412467,0.7132786665796098,0.2867213334203902,,,0.6802114,0.34454283
201512170LAL,0.3738123199963606,0.6261876800036393,0.3419870585031411,0.6580129414968588,,,0.35769948,0.6945907
201512180ORL,0.590844031070963,0.409155968929037,0.678446422629677,0.321553577370323,,,0.61636764,0.39111406
201512180IND,0.835819283563681,0.164180716436319,0.8864636271078905,0.1135363728921095,,,0.925695,0.12551014
201512180PHI,0.4342775706697963,0.5657224293302037,0.3935362910109585,0.6064637089890415,,,0.45459244,0.59567153
201512180BOS,0.685153232689201,0.3148467673107989,0.7197455984077938,0.2802544015922061,,,0.6799655,0.26419023
201512180MIA,0.5799231989014529,0.420076801098547,0.6059368138752957,0.3940631861247042,,,0.5942478,0.43709052
201512180CHI,0.7028875429819652,0.2971124570180348,0.7116404033757128,0.2883595966242872,,,0.75119275,0.2662226
201512180MIN,0.5253742565564211,0.4746257434435789,0.5028296702456925,0.4971703297543075,,,0.50975263,0.47541678
201512180SAS,0.7895563165554675,0.2104436834445324,0.7960747536345101,0.2039252463654899,,,0.84596765,0.18369612
201512180DAL,0.6767085442997149,0.323291455700285,0.6189129839254508,0.3810870160745492,,,0.6908662,0.31859824
201512180UTA,0.7160059048212094,0.2839940951787906,0.7961351787885214,0.2038648212114786,,,0.8032052,0.25418556
201512180GSW,0.947744396017734,0.052255603982266,0.9486330925266502,0.0513669074733498,,,0.94229573,0.022956828
201512180PHO,0.6602258472342125,0.3397741527657875,0.6221640188524996,0.3778359811475004,,,0.6911121,0.36265177
201512190OKC,0.9250948392696834,0.0749051607303166,0.9523276120072868,0.0476723879927132,,,0.94229573,0.049198028
201512190WAS,0.556618351543534,0.443381648456466,0.5000156560905958,0.4999843439094041,,,0.512456,0.459078
201512190NYK,0.4049312613130213,0.5950687386869786,0.40205577739068,0.59794422260932,,,0.4009604,0.6233658
201512190MEM,0.5288320770195578,0.4711679229804422,0.5769815513867469,0.4230184486132531,,,0.52250457,0.44718328
201512190HOU,0.5100502718767376,0.4899497281232624,0.5413890548216153,0.4586109451783847,,,0.5210913,0.5211477
201512200MIA,0.6198402978022813,0.3801597021977186,0.6412441991243714,0.3587558008756286,,,0.647665,0.39440325
201512200BRK,0.6725739317001268,0.3274260682998732,0.5314894793375753,0.4685105206624247,,,0.6503043,0.38302824
201512200CLE,0.955848434691077,0.0441515653089229,0.9708711080435858,0.0291288919564142,,,0.94229573,0.022956828
201512200PHO,0.732575296860583,0.267424703139417,0.7449226340532513,0.2550773659467487,,,0.78938913,0.23114651
201512200ORL,0.5665268645899139,0.4334731354100861,0.6296023742113429,0.3703976257886571,,,0.61381334,0.43617105
201512200TOR,0.7897298184984021,0.2102701815015979,0.7753974831572986,0.2246025168427013,,,0.8235692,0.1852595
201512200DEN,0.6166980698854332,0.3833019301145668,0.5856977467125745,0.4143022532874255,,,0.63258934,0.37983668
201512210WAS,0.6689842430009887,0.3310157569990113,0.6850486919646596,0.3149513080353404,,,0.6684836,0.31639078
201512210BOS,0.8160200047559815,0.1839799952440185,0.8657856624901779,0.1342143375098221,,,0.8732093,0.16474181
201512210NYK,0.5391591738792807,0.4608408261207193,0.544256237926157,0.455743762073843,,,0.5617102,0.50353366
201512210HOU,0.6347162851705603,0.3652837148294396,0.6109633720711115,0.3890366279288885,,,0.66448843,0.36514866
201512210ATL,0.6961731082444534,0.3038268917555465,0.7203050512198473,0.2796949487801526,,,0.7786768,0.2637981
201512210CHI,0.8217639261989548,0.1782360738010452,0.9047860776852048,0.0952139223147953,,,0.8726828,0.15042841
201512210SAS,0.8265691953837669,0.173430804616233,0.8532377618189754,0.1467622381810246,,,0.8732093,0.14697097
201512210UTA,0.6829886643878065,0.3170113356121935,0.7748358560211155,0.2251641439788845,,,0.7095794,0.27124596
201512210LAC,0.5794895016617149,0.4205104983382851,0.4997317674839507,0.5002682325160492,,,0.53348625,0.42409942
201512220PHI,0.2549455417871427,0.7450544582128573,0.2141151257683871,0.7858848742316129,,,0.23011816,0.7812254
201512220TOR,0.6509202210658988,0.3490797789341012,0.7017708477138836,0.2982291522861163,,,0.7133915,0.3102301
201512220MIA,0.606000299191128,0.393999700808872,0.6204570295759042,0.3795429704240958,,,0.6598164,0.39155754
201512220DEN,0.7890277423717933,0.2109722576282067,0.8054663030672682,0.1945336969327318,,,0.84596765,0.18752657
201512230WAS,0.6018163143697693,0.3981836856302306,0.6270849669696968,0.3729150330303031,,,0.663957,0.37909704
201512230CLE,0.8906018521603005,0.1093981478396994,0.9194852866171858,0.0805147133828142,,,0.94229573,0.0560134
201512230CHO,0.5982620759850726,0.4017379240149273,0.5848623952067932,0.4151376047932068,,,0.6402088,0.38964134
