gameid,team,season,y.status,date,team.elo.booker.lm,opp.elo.booker.lm,team.elo.booker.combined,opp.elo.booker.combined,booker_odds.Pinnacle,elo.prob,raptor.prob,predict.prob.booker,predict.prob.combined,elo.court30.prob,raptor.court30.prob
201411090DET,DET,2015,0,2014-11-09,1505.649324548323,1498.504300828228,1539.5865114024489,1514.032290606094,0.6099342585829072,0.6364623113675134,NA,0.511719484496553,0.5381403598693203,0.5391918971594911,NA
201411090LAL,LAL,2015,1,2014-11-09,1391.3664108584558,1463.6139631280191,1374.1548980360803,1501.453466434777,0.4394987843650644,0.4753093313774527,NA,0.3988800198125594,0.32584615205380574,0.3771188215315302,NA
201411090LAL,CHO,2015,0,2014-11-09,1463.6139631280191,1391.3664108584558,1501.453466434777,1374.1548980360803,0.5605012156349356,0.5246906686225473,NA,0.6011199801874406,0.6741538479461943,0.6228811784684698,NA
201411090OKC,SAC,2015,0,2014-11-09,1530.3979026428578,1451.885501975567,1565.9291009723233,1456.5552909141247,0.5448895304543084,0.24834011298051184,NA,0.6097347155817123,0.6510936180581552,0.330808120710489,NA
201411090OKC,OKC,2015,1,2014-11-09,1451.885501975567,1530.3979026428578,1456.5552909141247,1565.9291009723233,0.4551104695456915,0.7516598870194882,NA,0.3902652844182876,0.3489063819418447,0.6691918792895111,NA
201411090PHO,PHO,2015,1,2014-11-09,1656.5578673525567,1718.6831668973703,1617.7640673691128,1739.4635267522676,0.5653370013755159,0.4815535880724472,NA,0.4129301132658854,0.3329657105361355,0.38301476772781734,NA
201411090PHO,GSW,2015,0,2014-11-09,1718.6831668973703,1656.5578673525567,1739.4635267522676,1617.7640673691128,0.4346629986244841,0.5184464119275528,NA,0.5870698867341145,0.6670342894638644,0.6169852322721826,NA
201411090POR,POR,2015,1,2014-11-09,1629.659787363767,1455.2758484900073,1636.798720788219,1422.4482940038279,0.8006823487161071,0.7970807230739202,NA,0.7329401207927554,0.7755042533631616,0.7241607873681782,NA
201411090POR,DEN,2015,0,2014-11-09,1455.2758484900073,1629.659787363767,1422.4482940038279,1636.798720788219,0.1993176512838929,0.2029192769260798,NA,0.2670598792072446,0.22449574663683838,0.27583921263182176,NA
201411090TOR,TOR,2015,1,2014-11-09,1516.4720103926056,1195.1960577300385,1559.3091651758823,1166.038714550605,0.9203614607159356,0.9067810541254576,NA,0.8647329210808735,0.9063281021028676,0.8666892531750436,NA
201411090TOR,PHI,2015,0,2014-11-09,1195.1960577300385,1516.4720103926056,1166.038714550605,1559.3091651758823,0.07963853928406439,0.09321894587454238,NA,0.13526707891912654,0.09367189789713233,0.1333107468249564,NA
201411100CHI,DET,2015,0,2014-11-10,1467.4614630841147,1647.7066568069602,1472.34146321061,1647.162996452134,0.18225011936509417,0.1640763109101433,NA,0.2605077476311619,0.26656710317468524,0.22701328772548104,NA
201411100CHI,CHI,2015,1,2014-11-10,1647.7066568069602,1467.4614630841147,1647.162996452134,1472.34146321061,0.8177498806349058,0.8359236890898567,NA,0.7394922523688382,0.7334328968253147,0.772986712274519,NA
201411100CLE,NOP,2015,0,2014-11-10,1470.4285466660667,1586.1026668392285,1497.1802224569892,1570.2945412347067,0.31555008054581646,0.3583653751365051,NA,0.3381319023953133,0.39492983411925486,0.45524173967479953,NA
201411100CLE,CLE,2015,1,2014-11-10,1586.1026668392285,1470.4285466660667,1570.2945412347067,1497.1802224569892,0.6844499194541835,0.6416346248634949,NA,0.6618680976046867,0.6050701658807451,0.5447582603252004,NA
201411100IND,UTA,2015,0,2014-11-10,1440.5723435896048,1425.007754013532,1457.057765606511,1397.6393514190345,0.42109211176841643,0.24813783166429326,NA,0.5209478600998757,0.5832874406939865,0.3305682080541442,NA
201411100IND,IND,2015,1,2014-11-10,1425.007754013532,1440.5723435896048,1397.6393514190345,1457.057765606511,0.5789078882315836,0.7518621683357067,NA,0.47905213990012435,0.4167125593060134,0.6694317919458557,NA
201411100LAC,SAS,2015,1,2014-11-10,1604.1593654385943,1622.8512372420153,1571.8091224326756,1624.0243691555759,0.46097238299983456,0.4371553469439634,NA,0.47169142449650725,0.42401040908126586,0.5374888486024608,NA
201411100LAC,LAC,2015,0,2014-11-10,1622.8512372420153,1604.1593654385943,1624.0243691555759,1571.8091224326756,0.5390276170001654,0.5628446530560366,NA,0.5283085755034926,0.5759895909187341,0.4625111513975391,NA
201411100NYK,NYK,2015,0,2014-11-10,1371.0190530008376,1453.2101281517034,1325.6428560163183,1446.069158211237,0.4519505233111323,0.6274353026377479,NA,0.38523811311205797,0.33459543965958416,0.5295349423212694,NA
201411100NYK,ATL,2015,1,2014-11-10,1453.2101281517034,1371.0190530008376,1446.069158211237,1325.6428560163183,0.5480494766888677,0.37256469736225206,NA,0.6147618868879421,0.6654045603404158,0.47046505767873054,NA
201411110DAL,SAC,2015,0,2014-11-11,1509.9862843136207,1658.5269459761237,1531.1864206653202,1642.833780933937,0.23661470117686045,0.2288020317828745,NA,0.2971669569869516,0.34333883654620656,0.3074356038111173,NA
201411110DAL,DAL,2015,1,2014-11-11,1658.5269459761237,1509.9862843136207,1642.833780933937,1531.1864206653202,0.7633852988231395,0.7711979682171255,NA,0.7028330430130484,0.6566611634537934,0.6925643961888828,NA
201411110GSW,SAS,2015,1,2014-11-11,1518.8523419652222,1636.8756255816666,1519.3633464311556,1625.1979764742307,0.25940663879514436,0.42815390521435936,NA,0.3351121570099677,0.35092185227648154,0.5283608315356288,NA
201411110GSW,GSW,2015,0,2014-11-11,1636.8756255816666,1518.8523419652222,1625.1979764742307,1519.3633464311556,0.7405933612048556,0.5718460947856406,NA,0.6648878429900323,0.6490781477235185,0.47163916846437115,NA
201411110MEM,MEM,2015,1,2014-11-11,1616.9534771014105,1351.3385558175532,1592.7405944490597,1385.4019901474721,0.8415300546448088,0.8558532644420661,NA,0.8227015253313352,0.7683990614664282,0.7987202089414234,NA
201411110MEM,LAL,2015,0,2014-11-11,1351.3385558175532,1616.9534771014105,1385.4019901474721,1592.7405944490597,0.1584699453551912,0.1441467355579339,NA,0.17729847466866483,0.23160093853357178,0.20127979105857657,NA
201411110MIL,OKC,2015,0,2014-11-11,1439.4335872258093,1461.0247910306455,1454.3382920317083,1483.7020117980057,0.4519505233111323,0.6889476567538588,NA,0.4675343857762254,0.45641400349719513,0.7681966701406345,NA
201411110MIL,MIL,2015,1,2014-11-11,1461.0247910306455,1439.4335872258093,1483.7020117980057,1454.3382920317083,0.5480494766888677,0.3110523432461411,NA,0.5324656142237745,0.5435859965028049,0.23180332985936544,NA
201411110POR,POR,2015,1,2014-11-11,1515.0486437792188,1418.0202759782624,1504.5249665319168,1407.7456545372638,0.716709634870196,0.7468802750200907,NA,0.637446117201581,0.6371147161192254,0.6635355441631758,NA
201411110POR,CHO,2015,0,2014-11-11,1418.0202759782624,1515.0486437792188,1407.7456545372638,1504.5249665319168,0.283290365129804,0.2531197249799093,NA,0.3625538827984191,0.3628852838807747,0.3364644558368241,NA
201411110TOR,TOR,2015,1,2014-11-11,1665.5050122274738,1325.382242469912,1671.2702375719377,1334.606151823809,0.8500734972164885,0.8709261328321988,NA,0.8769285580090429,0.8747636217479476,0.8185003234664673,NA
201411110TOR,ORL,2015,0,2014-11-11,1325.382242469912,1665.5050122274738,1334.606151823809,1671.2702375719377,0.1499265027835115,0.12907386716780123,NA,0.12307144199095703,0.12523637825205233,0.18149967653353274,NA
201411120ATL,UTA,2015,0,2014-11-12,1420.9906228523214,1582.1559318386712,1434.7578043742517,1608.6300327545973,0.267610497237569,0.21840733711229954,NA,0.282215472358272,0.267636851485001,0.29483426321553924,NA
201411120ATL,ATL,2015,1,2014-11-12,1582.1559318386712,1420.9906228523214,1608.6300327545973,1434.7578043742517,0.732389502762431,0.7815926628877005,NA,0.717784527641728,0.732363148514999,0.7051657367844608,NA
201411120BOS,OKC,2015,1,2014-11-12,1394.7379653913838,1521.1085820913345,1382.4811308747417,1551.7657593710137,0.2604298356510746,0.5788582893679888,NA,0.324491980192259,0.2728447368274843,0.6728361465235875,NA
201411120BOS,BOS,2015,0,2014-11-12,1521.1085820913345,1394.7379653913838,1551.7657593710137,1382.4811308747417,0.7395701643489254,0.4211417106320113,NA,0.675508019807741,0.7271552631725158,0.3271638534764124,NA
201411120DEN,POR,2015,1,2014-11-12,1455.9249918357725,1359.7876785779094,1462.4137262524978,1347.4088969943118,0.4295364214803856,0.5705971920022381,NA,0.6335912224496005,0.658420773119045,0.6653527778238827,NA
201411120DEN,DEN,2015,0,2014-11-12,1359.7876785779094,1455.9249918357725,1347.4088969943118,1462.4137262524978,0.5704635785196144,0.4294028079977619,NA,0.36640877755039947,0.34157922688095504,0.33464722217611725,NA
201411120MIA,MIA,2015,0,2014-11-12,1578.9054253059037,1431.5029240821605,1632.4171083825324,1420.1781546414015,0.7787610619469028,0.7638479718307309,NA,0.7014628307778399,0.7733810826488012,0.6837243300422434,NA
201411120MIA,IND,2015,1,2014-11-12,1431.5029240821605,1578.9054253059037,1420.1781546414015,1632.4171083825324,0.22123893805309724,0.23615202816926906,NA,0.2985371692221601,0.22661891735119877,0.31627566995775663,NA
201411120MIN,MIN,2015,0,2014-11-12,1414.9124790552085,1602.318897809387,1385.8901520940892,1589.8549091428013,0.289342165044597,0.3176174788295685,NA,0.25482508590873515,0.2371517199645819,0.3561649168321937,NA
201411120MIN,HOU,2015,1,2014-11-12,1602.318897809387,1414.9124790552085,1589.8549091428013,1385.8901520940892,0.710657834955403,0.6823825211704315,NA,0.7451749140912649,0.762848280035418,0.6438350831678062,NA
201411120NOP,NOP,2015,1,2014-11-12,1445.610158497082,1219.5694093656293,1460.2549274505443,1240.4967128504059,0.8415300546448088,0.7182896241733726,NA,0.7870026030334298,0.7808773429321252,0.630192089211794,NA
201411120NOP,LAL,2015,0,2014-11-12,1219.5694093656293,1445.610158497082,1240.4967128504059,1460.2549274505443,0.1584699453551912,0.2817103758266274,NA,0.2129973969665701,0.21912265706787482,0.3698079107882059,NA
201411120NYK,ORL,2015,1,2014-11-12,1385.1548810257032,1492.9227306396504,1384.4597448981824,1471.7192359170272,0.29178891523652595,0.21696489978919276,NA,0.34839127326307406,0.3756478373144875,0.2930763437930177,NA
201411120NYK,NYK,2015,0,2014-11-12,1492.9227306396504,1385.1548810257032,1471.7192359170272,1384.4597448981824,0.708211084763474,0.7830351002108072,NA,0.6516087267369259,0.6243521626855125,0.7069236562069824,NA
201411120PHO,PHO,2015,1,2014-11-12,1690.5524565811531,1606.1562374312623,1707.6396329364286,1617.8013853459593,0.6375766544186805,0.6538028129563712,NA,0.6204786053054937,0.6278272654523039,0.5579496382319993,NA
201411120PHO,BRK,2015,0,2014-11-12,1606.1562374312623,1690.5524565811531,1617.8013853459593,1707.6396329364286,0.3624233455813195,0.3461971870436288,NA,0.37952139469450624,0.37217273454769606,0.4420503617680007,NA
201411120WAS,WAS,2015,1,2014-11-12,1555.4168445364642,1467.1596309745134,1577.4559550803287,1424.8989195087395,0.696969696969697,0.842252401026421,NA,0.6256982236842299,0.7076391274364403,0.7811073321319519,NA
201411120WAS,DET,2015,0,2014-11-12,1467.1596309745134,1555.4168445364642,1424.8989195087395,1577.4559550803287,0.303030303030303,0.15774759897357904,NA,0.3743017763157702,0.29236087256355975,0.218892667868048,NA
201411130DAL,PHI,2015,0,2014-11-13,1280.8314561265156,1678.4160390727882,1265.6411155794808,1660.826120672451,0.08274699415807163,0.08786665297919438,NA,0.09158471067046718,0.09274041837525072,0.12597632798961242,NA
201411130DAL,DAL,2015,1,2014-11-13,1678.4160390727882,1280.8314561265156,1660.826120672451,1265.6411155794808,0.9172530058419284,0.9121333470208056,NA,0.9084152893295329,0.9072595816247493,0.8740236720103876,NA
201411130GSW,GSW,2015,1,2014-11-13,1735.0643030432232,1561.5906129434247,1702.138036675262,1546.4213733896904,0.8280057051766088,0.749156088856745,NA,0.7319132345013437,0.7113877671838905,0.6662258341254229,NA
201411130GSW,BRK,2015,0,2014-11-13,1561.5906129434247,1735.0643030432232,1546.4213733896904,1702.138036675262,0.17199429482339124,0.250843911143255,NA,0.2680867654986563,0.2886122328161094,0.33377416587457703,NA
201411130MEM,SAC,2015,0,2014-11-13,1456.4992922060621,1528.3485147366596,1424.1166800658768,1507.0031417518678,0.32664489034064403,0.19757014864223155,NA,0.3966713821775634,0.3815700938704436,0.2692170930989546,NA
201411130MEM,MEM,2015,1,2014-11-13,1528.3485147366596,1456.4992922060621,1507.0031417518678,1424.1166800658768,0.673355109659356,0.8024298513577685,NA,0.6033286178224365,0.6184299061295564,0.7307829069010454,NA
201411130TOR,TOR,2015,0,2014-11-13,1666.2756955605582,1679.273085139437,1668.9182867847228,1629.969113623586,0.5520062329567589,0.6734343431740573,NA,0.4827412277886674,0.5572394478757478,0.5795209341573022,NA
201411130TOR,CHI,2015,1,2014-11-13,1679.273085139437,1666.2756955605582,1629.969113623586,1668.9182867847228,0.4479937670432411,0.32656565682594274,NA,0.5172587722113327,0.4427605521242523,0.42047906584269784,NA
201411140ATL,MIA,2015,0,2014-11-14,1494.3457850174923,1528.205038694934,1517.1480421551487,1560.173267688865,0.3624233455813195,0.45450377772040995,NA,0.45000116344473745,0.4369795458205177,0.5548935278111155,NA
201411140ATL,ATL,2015,1,2014-11-14,1528.205038694934,1494.3457850174923,1560.173267688865,1517.1480421551487,0.6375766544186805,0.54549622227959,NA,0.5499988365552626,0.5630204541794823,0.44510647218888455,NA
201411140BOS,CLE,2015,1,2014-11-14,1722.828714793885,1551.6634154650721,1727.1629967741326,1524.330489679479,0.6844499194541838,0.47284616457700346,NA,0.7270189578563735,0.7616671285999232,0.5730314096288984,NA
201411140BOS,BOS,2015,0,2014-11-14,1551.6634154650721,1722.828714793885,1524.330489679479,1727.1629967741326,0.3155500805458163,0.5271538354229965,NA,0.27298104214362645,0.23833287140007678,0.4269685903711014,NA
201411140HOU,PHI,2015,0,2014-11-14,1219.0719623865514,1695.0184202942946,1205.8884415823075,1715.755680120651,0.042863207311591545,0.06486508932441759,NA,0.06033990721988371,0.050173696227944396,0.09402688723187043,NA
201411140HOU,HOU,2015,1,2014-11-14,1695.0184202942946,1219.0719623865514,1715.755680120651,1205.8884415823075,0.9571367926884085,0.9351349106755824,NA,0.9396600927801163,0.9498263037720556,0.9059731127681296,NA
201411140IND,IND,2015,0,2014-11-14,1371.7215965263003,1398.3272322471794,1428.1960265882115,1364.558420348992,0.5668328047122791,0.7368991257106617,NA,0.46321709981744164,0.5919624432604356,0.6518000839547804,NA
201411140IND,DEN,2015,1,2014-11-14,1398.3272322471794,1371.7215965263003,1364.558420348992,1428.1960265882115,0.43316719528772085,0.26310087428933826,NA,0.5367829001825583,0.4080375567395643,0.34819991604521955,NA
201411140LAL,SAS,2015,1,2014-11-14,1562.0423055420315,1337.9728860585353,1595.6706162371656,1340.1932492595015,0.7826086956521741,0.7559280117900703,NA,0.7831453164608939,0.8122793690145226,0.8225083873707985,NA
201411140LAL,LAL,2015,0,2014-11-14,1337.9728860585353,1562.0423055420315,1340.1932492595015,1595.6706162371656,0.217391304347826,0.2440719882099297,NA,0.21685468353910603,0.18772063098547734,0.17749161262920155,NA
201411140NOP,NOP,2015,1,2014-11-14,1624.9753090395204,1475.3096110383976,1630.2187429160674,1483.2030896988995,0.7734174258350853,0.6034996788997348,NA,0.7041838811343594,0.700996285457605,0.5042789621066316,NA
201411140NOP,MIN,2015,0,2014-11-14,1475.3096110383976,1624.9753090395204,1483.2030896988995,1630.2187429160674,0.22658257416491467,0.39650032110026523,NA,0.2958161188656405,0.2990037145423951,0.4957210378933683,NA
201411140NYK,UTA,2015,1,2014-11-14,1369.0961261862924,1444.6595723899368,1354.284809837149,1397.8836234088926,0.4003338691727464,0.2574929450482797,NA,0.3915659368111751,0.43616736952421253,0.34161901147388396,NA
201411140NYK,NYK,2015,0,2014-11-14,1444.6595723899368,1369.0961261862924,1397.8836234088926,1354.284809837149,0.5996661308272536,0.7425070549517203,NA,0.6084340631888249,0.5638326304757874,0.658380988526116,NA
201411140OKC,OKC,2015,0,2014-11-14,1393.692010392637,1389.839790103551,1422.018199472144,1336.2101217107142,0.5775497887748944,0.8512191937711596,NA,0.5069824523602537,0.6223905818139367,0.7926943030719676,NA
201411140OKC,DET,2015,1,2014-11-14,1389.839790103551,1393.692010392637,1336.2101217107142,1422.018199472144,0.4224502112251056,0.14878080622884038,NA,0.4930175476397463,0.37760941818606336,0.20730569692803238,NA
201411140ORL,ORL,2015,1,2014-11-14,1335.936654980554,1355.647058204937,1345.8526489332087,1385.9339807904585,0.5740354444580784,0.6545212960532193,NA,0.47309956518901003,0.44399345847072624,0.558732788583773,NA
201411140ORL,MIL,2015,0,2014-11-14,1355.647058204937,1335.936654980554,1385.9339807904585,1345.8526489332087,0.4259645555419216,0.3454787039467807,NA,0.5269004348109899,0.5560065415292738,0.44126721141622705,NA
201411140PHO,PHO,2015,0,2014-11-14,1608.0562005110132,1428.2080740758004,1644.6542593954518,1377.7756773764347,0.7016226364489742,0.7119289320914707,NA,0.7390516856455703,0.8237600800474438,0.6228865872305225,NA
201411140PHO,CHO,2015,1,2014-11-14,1428.2080740758004,1608.0562005110132,1377.7756773764347,1644.6542593954518,0.29837736355102584,0.2880710679085293,NA,0.2609483143544296,0.17623991995255614,0.3771134127694776,NA
