,homeElo,awayElo,homeEloRAPTOR,awayEloRAPTOR,neutral
201901230CHI,1303.09829765102,1361.65851603488,1261.04527314975,1305.07629172581,0
201901230IND,1609.00948658101,1641.82692361471,1579.73043882355,1595.62515824266,0
201901230MEM,1397.30915773457,1474.07975987621,1398.6733685258,1454.00013193991,0
201901230MIA,1502.8226480075,1489.04995229201,1471.52496028751,1417.22160029613,0
201901230NOP,1551.17829238677,1444.46956897051,1457.48118621349,1437.76279054792,0
201901230NYK,1309.63568387028,1580.17447078364,1246.16763401097,1553.92001760876,0
201901230PHI,1623.24076582781,1559.56841358836,1480.19280399272,1476.29247429265,0
201901230UTA,1601.61114859813,1581.64747915131,1606.95349190928,1643.98883488376,0
201901240LAL,1508.88437209254,1524.43281808191,1365.23628113806,1440.2938197914,0
201901240OKC,1585.73093033688,1539.55868872871,1668.23230373463,1412.49744524899,0
201901240PHO,1302.05983078939,1570.90080399675,1265.28619940158,1526.34725383373,0
201901240WAS,1489.97427492465,1682.38420878632,1505.62724101604,1807.17793904409,0
201901250BRK,1516.14319312467,1306.60208930354,1457.75756718595,1249.69171428926,0
201901250CHI,1284.14518316716,1505.89963542865,1259.59914601437,1426.66831557979,0
201901250CLE,1286.3345854841,1485.97296487086,1116.42125714991,1464.38561180427,0
201901250DAL,1483.87716174959,1456.08917262857,1468.9896955652,1450.0326001996,0
201901250DEN,1576.93565209973,1295.83910344842,1520.37639306065,1255.27004527767,0
201901250HOU,1583.20806535038,1636.97142539611,1541.33164376622,1600.62296933679,0
201901250MEM,1385.34024790156,1455.68784762892,1445.81808913897,1347.68012189481,0
201901250MIL,1676.92966115899,1486.04866970922,1669.74603545718,1462.58740342891,0
201901250ORL,1425.6341502055,1483.71705714214,1432.01228705303,1514.88991039678,0
201901250UTA,1606.32297564971,1542.3139668539,1625.18485268054,1444.72837461488,0
201901260BOS,1606.26982479613,1688.64142656883,1540.6225338303,1811.85539452791,0
201901260DEN,1580.85666128706,1625.63727539617,1520.72972386655,1478.01152049983,0
201901260MEM,1379.12623843297,1613.86498479961,1468.53917290658,1522.00277441887,0
201901260NOP,1535.38773120973,1557.17190402,1349.84989956153,1483.19317749616,0
201901260POR,1577.12153133772,1380.61163051874,1563.2892020054,1306.02709113564,0
201901270CHI,1279.89201260653,1281.17211183732,1257.49000772339,1222.23107682094,0
201901270DAL,1488.01398711198,1632.92836496437,1471.62286321515,1674.03422172775,0
201901270HOU,1587.25112578212,1418.30466096019,1542.75222275722,1435.79328631949,0
201901270LAC,1510.15280598928,1461.90185709751,1426.63069939958,1413.58691919813,0
201901270LAL,1491.00322332055,1291.91809426109,1390.67499261432,1256.83964860008,0
201901270MIN,1539.18232256854,1609.45461993507,1447.06018150088,1631.49158771329,0
201901270NYK,1304.20535235428,1491.13543851764,1252.86081090307,1465.08523718414,0
201901270OKC,1589.90188785586,1679.42225037835,1671.7077708565,1672.12892852073,0
201901270SAS,1572.33299687832,1491.04654638745,1497.17358880184,1514.36177742852,0
201901280BOS,1599.52978886466,1518.53993007393,1662.23167643307,1425.09962043411,0
201901280CHO,1483.55608048986,1297.33517425292,1460.47749093448,1253.58899506363,0
201901280IND,1605.28383093,1695.3814625003,1522.05922765287,1742.17840018876,0
201901280LAC,1517.0221759452,1378.19513601932,1434.04943077396,1318.93688462354,0
201901280MEM,1387.70739230258,1592.19845296775,1463.57956170354,1624.84847969855,0
201901290BRK,1514.40327855474,1272.14225305551,1425.79480766477,1264.72072769305,0
201901290CLE,1288.92187138834,1485.47221811977,1223.72865258456,1529.08466956489,0
201901290DET,1451.95234726618,1671.98504377196,1470.97232272899,1660.03072429473,0
201901290HOU,1589.2821362723,1520.22663835141,1582.98795893302,1352.08793657409,0
201901290LAL,1494.15112987819,1614.29548371548,1336.97619245781,1447.00804274488,0
201901290ORL,1416.27365047001,1597.33909446225,1434.46549234862,1600.37633117747,0
201901290SAS,1577.907325146,1288.77018770345,1484.44800600207,1256.02191198806,0
201901300BOS,1603.66644038385,1486.11323325308,1581.61945503653,1463.79014074486,0
201901300MIA,1498.005616619,1270.79018879764,1475.94095281468,1265.52631261045,0
201901300MIN,1524.8827534757,1384.0545754243,1409.72308293055,1470.17954714944,0
201901300NOP,1532.03892360701,1595.85126984603,1316.76669780542,1624.16989320581,0
201901300NYK,1294.7780214897,1483.31107486842,1248.00804975897,1467.21427578519,0
201901300POR,1579.53802583714,1623.75418902791,1575.61327242248,1645.55894658291,0
201901300SAC,1455.03248714159,1392.0822562105,1418.71960556154,1322.52509568789,0
201901300WAS,1477.7720307769,1581.52369628317,1523.84291624281,1493.06890918353,0
201901310DET,1445.63094860725,1496.36359660284,1468.87479372996,1330.09097340322,0
201901310GSW,1719.14159714713,1627.32980831744,1750.15723816078,1657.70957787258,0
201901310LAC,1503.13505575402,1481.11680527623,1450.49229941134,1335.08168581922,0
201901310ORL,1409.22758561046,1566.0823963998,1442.90384792651,1494.88748401499,0
201901310SAS,1578.61635368528,1515.75534281261,1488.60394084478,1454.04590757587,0
201901310TOR,1637.63127720793,1678.30644243089,1673.15557798159,1658.27537246772,0
201902010CHO,1477.43421275975,1382.434076345,1460.3167800317,1313.0793517394,0
201902010DEN,1604.64097455497,1577.4698510167,1600.70952774601,1639.3150936885,0
201902010MIA,1464.94482323672,1604.3851593218,1471.69641648257,1593.21193614072,0
201902010NYK,1281.72549975528,1612.34546087718,1167.20312170302,1594.19132216339,0
201902010UTA,1607.44731597299,1383.36709754667,1636.16127327558,1319.50637329541,0
201902020CHO,1481.29128290965,1303.85098217992,1460.54588232407,1227.4756974351,0
201902020CLE,1296.62205873121,1491.13611377482,1234.29587835057,1327.86473790443,0
201902020DET,1450.85843143527,1494.84913384744,1476.71223556948,1482.03224052137,0
201902020GSW,1701.87038216124,1489.40272718281,1820.38972677897,1405.26302443317,0
201902020MIA,1452.85673294546,1555.83921497156,1466.9412471355,1404.75827800203,0
201902020MIN,1526.503252555,1612.22309671841,1418.91673500006,1603.69414013438,0
201902020ORL,1419.4707670387,1512.9715814038,1442.22509954319,1449.37489176224,0
201902020PHO,1288.06115916417,1380.37384318899,1295.71995235907,1317.82622592437,0
201902020SAC,1463.74764580542,1644.60102330333,1422.08957243237,1681.24495172816,0
201902020SAS,1581.40011509409,1523.24921889807,1492.00883654841,1323.24672112309,0
201902020UTA,1610.44057033067,1569.88772885326,1633.75391424611,1636.94596962816,0
201902020WAS,1493.21333066027,1693.34502542707,1455.95312932896,1662.03261388172,0
201902030BOS,1616.89650518908,1616.47324961306,1635.33754759872,1609.36343564476,0
201902030NYK,1277.17445544338,1378.5770061951,1170.854992998,1374.77808238346,0
201902030TOR,1622.59269421175,1507.44984847548,1666.87731692696,1486.78115887508,0
201902040BRK,1501.01016629423,1702.71026326949,1430.74714286886,1683.03872839277,0
201902040DET,1438.25771680723,1616.47967067993,1476.34499135656,1555.5500215952,0
201902040NOP,1519.66443897282,1564.15991080724,1324.38997025342,1408.6486484206,0
201902040PHO,1280.10845758581,1601.47570820648,1304.73048025348,1645.02530790989,0
201902040SAC,1474.79838352546,1584.98489501934,1424.70104734382,1500.22464307214,0
201902040WAS,1483.84809281785,1388.32654476735,1468.31760457547,1319.69945696211,0
201902050CHO,1483.60992120469,1501.61022661856,1457.58856236441,1444.01409051255,0
201902050CLE,1288.25521164134,1621.57846122815,1235.5542593961,1678.73331768022,0
201902050IND,1570.01727691975,1486.48031974496,1507.66488385733,1433.04509904271,0
201902050MEM,1390.15325877152,1522.24667859348,1425.59796514504,1435.38621011911,0
201902050NYK,1265.59820286696,1463.94890155902,1306.77599554206,1486.87189095887,0
201902050OKC,1611.79129357399,1431.43218214827,1666.70612639692,1452.98583134158,0
201902050PHI,1633.55028558329,1628.43231606867,1682.03487940405,1587.65140739682,0
201902050POR,1595.84489889206,1444.53603710978,1549.16257007538,1459.96988296828,0
201902060BRK,1490.55248490441,1590.78848592814,1435.38367238055,1582.66941753471,0
201902060CHI,1301.53234388488,1513.80707286031,1244.8668078117,1327.73463795644,0
201902060DAL,1499.50296086469,1477.24055248064,1445.65134176258,1465.19949845353,0
201902060GSW,1704.79278959909,1571.01294895265,1805.79529422588,1406.78852412775,0
201902060MIL,1713.16794465931,1467.59605698578,1695.88746754942,1469.48139001401,0
201902060SAC,1488.77032959215,1604.84679303509,1427.4962355597,1648.49274924388,0
201902060UTA,1578.85259097745,1276.7373727572,1625.55836167464,1261.68707569381,0
201902070ATL,1404.57858059942,1644.86759703257,1319.33692812713,1593.89421678468,0
201902070BOS,1624.51346793579,1473.87318518759,1593.57387381218,1495.42794192203,0
201902070IND,1582.62441147712,1507.97959534261,1526.78044178171,1427.98534011028,0
201902070OKC,1614.60631529971,1395.56924237371,1669.00453990799,1357.07764176244,0
201902070ORL,1428.61716042255,1516.83069499129,1455.43364830578,1431.27163055728,0
201902070POR,1574.81633510586,1561.78363482296,1581.255726481,1432.85264365802,0
201902080BRK,1497.59597049039,1297.09196047193,1439.24005768691,1329.00523231596,0
201902080DAL,1504.16552529477,1716.1484412765,1459.81594394691,1677.80590397126,0
201902080DET,1472.17569481342,1257.37140961256,1464.41489975361,1273.746895795,0
201902080NOP,1518.24745627326,1506.89874259904,1375.40918836552,1425.73580770819,0
201902080PHI,1617.11500461939,1583.74500034216,1697.53190063546,1589.66875936073,0
201902080PHO,1273.90777229632,1714.02210372878,1290.19374811326,1811.76182558768,0
201902080SAC,1470.20311015949,1465.56460089598,1412.52597768935,1453.87545951063,0
201902080WAS,1464.61556036859,1285.3202049337,1441.21160588003,1230.96964764219,0
201902090ATL,1396.13209669748,1472.57798805056,1336.53379743502,1476.86375574563,0
201902090BOS,1616.33459722177,1499.22521593786,1633.43176117191,1429.38260424873,0
201902090CHI,1332.44541902019,1467.95860138941,1338.93294545624,1437.69643900622,0
201902090HOU,1623.41401246775,1618.44146838451,1649.71403712404,1674.75747923704,0
201902090IND,1591.37879088187,1281.97716391288,1530.03538715405,1278.84295341406,0
201902090MEM,1391.73408928891,1522.7064151757,1352.08225036603,1523.70983851962,0
201902090MIL,1724.6546902639,1438.5491128148,1685.80224442711,1456.55813044679,0
201902090NYK,1254.08637584235,1653.31408093451,1274.14500517818,1694.48711943104,0
201902090UTA,1581.68219143833,1555.66284364745,1628.79752854367,1517.2668244226,0
201902100ATL,1385.53978545344,1481.31844757144,1356.13459666246,1459.93719390794,0
201902100DAL,1495.65927630737,1580.93712628137,1459.2704864369,1574.63674121205,0
201902100GSW,1716.04034180084,1460.51548349597,1808.40055097682,1452.49845201226,0
201902100PHI,1621.93399693867,1482.05205590161,1680.61837335988,1525.19549170925,0
201902100SAC,1475.2522275595,1271.88953422426,1411.95699364199,1330.26734557694,0
201902110CHI,1323.94459682038,1681.88535550726,1335.79901935123,1691.16245497381,0
201902110CLE,1280.22193637384,1252.36533050132,1289.27199091473,1269.92165872837,0
201902110DEN,1578.92600802288,1459.65476082725,1624.22099682259,1451.33522358341,0
201902110DET,1475.46072858363,1476.45942358922,1467.35533517391,1410.62742487898,0
201902110HOU,1613.47844865713,1499.48496080881,1464.90567119116,1449.27449257482,0
201902110IND,1593.13401842091,1483.1702992946,1464.62477946363,1482.02037751861,0
201902110MIN,1502.4397836966,1519.94066493502,1438.212094198,1430.614608854,0
201902110OKC,1628.37703219513,1577.11144177993,1636.03346269514,1577.24013055151,0
201902110TOR,1655.03512627554,1462.24251194213,1690.91180512482,1433.62492850189,0
201902120ATL,1371.26218054872,1475.96203684803,1354.97974904381,1481.63923203573,0
201902120GSW,1716.90106446956,1591.38996284544,1808.97385443414,1633.40152054341,0
201902120MEM,1402.6026545391,1545.95507224034,1421.95592301774,1471.57564843041,0
201902120NOP,1511.83784992551,1495.59605247616,1532.61554035469,1473.4757837854,0
201902120PHI,1628.02401599225,1595.61914822461,1676.1996185458,1584.04159573295,0
201902130BOS,1604.14602234917,1481.97749075829,1561.87085264797,1488.26149220118,0
201902130CHI,1320.19265369639,1399.18114954716,1323.49810419997,1422.3896491051,0
201902130CLE,1283.50726330824,1461.01813536765,1148.23485997027,1451.26947702776,0
201902130DAL,1494.06271666791,1454.3780043371,1443.69758841065,1447.7447485016,0
201902130DEN,1584.20276451303,1478.1809090117,1621.34021419021,1412.86017954507,0
201902130IND,1596.96664736986,1685.63729863125,1476.64946965301,1688.74562804293,0
201902130LAC,1512.47475938836,1268.96085277206,1436.29720290077,1298.4975748617,0
201902130MIN,1509.90568924326,1618.90069279803,1464.49810022361,1476.17605079285,0
201902130NYK,1249.08000356692,1619.49714186769,1252.70340029066,1684.31089717329,0
201902130POR,1571.98674122666,1719.95821852541,1581.7990468904,1787.88947430851,0
201902130TOR,1656.25950285002,1469.94266141456,1598.46448780673,1410.26683514601,0
201902140ATL,1377.69628682058,1245.22518745279,1371.88229932031,1251.69547349548,0
201902140NOP,1479.95367764502,1633.5017327484,1511.32147341133,1661.4653113696,0
201902140ORL,1527.48022475665,1479.33767034565,1479.63441073389,1482.24473377239,0
201902210BRK,1468.17211841251,1592.6940513653,1437.85396899897,1590.80539009281,0
201902210CLE,1276.35328026338,1265.09602082007,1210.83173212927,1303.3392415498,0
201902210GSW,1699.25090838677,1476.23970692581,1781.39721126062,1416.43475360774,0
201902210LAL,1469.52793057617,1608.17740101455,1499.62654448795,1668.52325883233,0
201902210MIL,1695.78035245487,1607.50314332875,1715.11106095235,1579.71992280006,0
201902210PHI,1623.35195798182,1471.50644281586,1593.27521615152,1460.80152236957,0
201902220ATL,1351.49139115995,1478.62036977871,1313.33767119296,1488.91600454111,0
201902220CHO,1465.43787062742,1467.38685224857,1489.29980851134,1440.88571676694,0
201902220DAL,1476.93427818915,1586.14396659892,1435.82432104118,1629.94053591908,0
201902220IND,1586.82359354624,1491.67821482319,1472.68875397694,1479.43445527559,0
201902220MEM,1388.42853205013,1516.33959134035,1329.14909419618,1456.25233170453,0
201902220NYK,1271.43008311342,1520.62898102674,1250.54787131839,1367.10335442987,0
201902220OKC,1621.77719557023,1588.33280878959,1643.67506018464,1637.83114599015,0
201902220ORL,1541.38002447488,1330.94527119342,1487.11545755152,1344.06893790246,0
201902220TOR,1658.81531201601,1549.37657723228,1680.32397043763,1481.77045809434,0
201902230ATL,1346.44592663022,1257.32932351947,1308.63560162448,1303.59369425438,0
201902230CHI,1340.15734678998,1605.72717024201,1345.1370239351,1624.55762717166,0
201902230CHO,1473.6755496528,1456.44672742756,1490.33440965199,1435.4976196836,0
201902230CLE,1284.11997756398,1381.47102874525,1272.31233580109,1363.44633547196,0
201902230GSW,1700.28587205862,1600.11097579292,1823.68094082992,1672.63025165063,0
201902230MIA,1469.50574824276,1483.66583430844,1453.70417143098,1487.95643938235,0
201902230MIL,1697.55632554161,1526.48365300958,1717.38291470367,1374.96807098834,0
201902230NOP,1485.96285248829,1477.5943557978,1493.61342819812,1497.61805621368,0
201902230OKC,1624.09167781527,1475.20474325396,1668.53346437006,1418.49710022506,0
201902230PHI,1625.35265255492,1604.41944235025,1605.49532571234,1589.77369104572,0
201902230UTA,1586.01832654455,1466.90566910033,1638.24567050917,1436.9707659913,0
201902230WAS,1459.14917322319,1592.53895588114,1441.18194603592,1472.4086790138,0
201902240DEN,1596.17257568774,1523.29709464523,1643.1033013158,1456.08925232857,0
201902240NYK,1265.57541113058,1547.16938938733,1244.16672458772,1481.77045809434,0
201902240TOR,1661.02249986096,1532.16794887832,1679.55857827702,1487.63894230841,0
201902250BRK,1463.51238225905,1527.02398276473,1435.40798088875,1507.55910680436,0
201902250CHI,1357.42411645199,1700.876168569,1267.07849970028,1583.44387761157,0
201902250CHO,1466.60989482131,1686.29226226946,1483.02633382426,1817.10771617488,0
201902250CLE,1291.08893083252,1624.31333481347,1284.08163311669,1617.69803874995,0
201902250DET,1507.76445440877,1599.94780032023,1500.68590829562,1503.53183438717,0
201902250HOU,1614.10458558208,1350.41857544776,1650.17519434631,1283.54016475432,0
201902250LAC,1513.68971411299,1461.6245870271,1456.5084387315,1402.47562510313,0
201902250MEM,1374.50207547671,1469.72616844438,1364.17834359969,1497.44058323661,0
201902250MIA,1445.40712814243,1253.35667470193,1409.99870886322,1307.04626004574,0
201902250MIN,1523.16380998219,1486.47578140402,1376.66913802428,1424.49057407348,0
201902250NOP,1493.83103984171,1605.4587600917,1520.28486384625,1584.0453653745,0
201902260DEN,1605.77995621998,1612.82063966521,1655.94163845098,1651.84170475873,0
201902260NYK,1285.72081775318,1558.16638288514,1217.86860371473,1501.03607674655,0
201902260TOR,1635.02406585414,1588.46040058,1673.61499165128,1663.2141540214,0
201902270ATL,1348.87516078709,1527.90877399016,1316.60159185519,1468.15432318715,0
201902270BOS,1578.73259951305,1628.59024348072,1652.7598315333,1619.1007686162,0
201902270BRK,1475.74289296732,1451.7403287841,1437.91072334144,1436.24104415207,0
201902270CHO,1459.89165885065,1615.64800024275,1482.2537234937,1676.74986163248,0
201902270DAL,1456.51940985371,1593.80411277942,1418.41251361603,1502.85494403103,0
201902270LAL,1462.81194112129,1489.96035601725,1513.12010647201,1499.35855492998,0
201902270MEM,1381.4163027998,1353.78198306713,1275.28735501219,1262.08331776914,0
201902270MIA,1433.10682549808,1693.01049824012,1412.03087135392,1761.80850606012,0
201902270SAC,1481.73081739605,1704.51830195386,1426.95128896261,1588.72848401976,0
201902270SAS,1514.79347205646,1513.90814194958,1510.20369727442,1500.73712273325,0
201902270UTA,1591.29940861778,1518.79489128638,1634.46448381461,1458.16450857819,0
201902280DEN,1612.47215327683,1594.97301100136,1655.79271452231,1602.02151492036,0
201902280HOU,1621.31293171095,1439.73589867159,1690.63849480983,1410.06359311733,0
201902280IND,1582.69844128597,1516.04918553367,1493.76669459807,1468.66237150111,0
201902280NYK,1297.63340281513,1286.81202216527,1228.26716166288,1279.34661183574,0
201902280OKC,1606.12844260836,1609.32944391616,1654.65657665026,1572.55447375808,0
201902280ORL,1546.25379782319,1686.38142506661,1495.86557934232,1751.42262714832,0
201903010ATL,1360.73474924358,1361.05583898124,1331.0652169259,1358.06772785879,0
201903010BOS,1570.3503285703,1466.24696273712,1651.99035448151,1447.69056235022,0
201903010BRK,1461.2362590143,1454.22672738245,1438.12313635549,1481.0493917012,0
201903010LAL,1468.60874939718,1706.94957658922,1524.64792161764,1706.25414915393,0
201903010PHO,1265.65697734628,1484.16354774136,1299.88943134194,1503.13007911404,0
201903010SAC,1479.29954276069,1515.1212889028,1447.52926418154,1463.11963995025,0
201903010TOR,1644.75186692109,1636.97251442347,1680.2825655429,1617.78706431068,0
201903020CLE,1298.89170446968,1506.18241462469,1278.75865124137,1493.96446090909,0
201903020DAL,1467.62508134716,1374.14244688569,1431.59055523961,1275.12391934005,0
201903020DEN,1600.16073818532,1492.05286900344,1655.87852892651,1506.71807338703,0
201903020IND,1586.81109139206,1555.94501917729,1490.28919589411,1473.871399037,0
201903020MIA,1438.22942380313,1445.59798044539,1419.9128822978,1434.26378177403,0
201903020PHI,1618.04668085101,1676.69020371251,1574.19031113038,1787.56647477779,0
201903020PHO,1257.7676560842,1462.44600024671,1306.80287827832,1523.57946823781,0
201903020SAS,1522.51919938135,1597.41120567351,1504.39205244561,1526.57345814805,0
201903020UTA,1607.28442609287,1713.11232573969,1596.94931605383,1727.01591147801,0
201903030BOS,1574.81756586977,1622.81940657941,1661.80098213347,1692.39115948237,0
201903030CHI,1372.75068864252,1349.0398995823,1360.80842707525,1327.12715497795,0
201903030CHO,1469.86500595136,1633.86150373735,1478.02505997684,1619.50510528605,0
201903030CLE,1282.76567135063,1566.63348997146,1275.95514416042,1484.44234286669,0
201903030DET,1522.30844774374,1647.86287760721,1493.5345215422,1590.40918177645,0
201903030LAC,1525.60909234909,1285.55372051072,1468.21114358082,1224.40939156675,0
201903030OKC,1585.71236386865,1413.09281046493,1524.8069772525,1403.32872064492,0
201903030WAS,1461.77972543765,1511.93653542758,1445.98366786267,1473.92925620551,0
201903040BRK,1430.90984992683,1428.67471776792,1436.9575001759,1423.61058929261,0
201903040LAL,1448.71526136264,1528.90619123437,1517.8937118472,1465.79697519079,0
201903040MIA,1452.91755432169,1359.51941450909,1415.09781933843,1261.89200557695,0
201903040PHO,1271.49839496827,1706.65176071031,1307.87400494883,1731.26055635279,0
201903040SAC,1468.8117393144,1282.25662162544,1443.9762632287,1220.0783983171,0
201903040SAS,1534.21804118621,1583.42583143016,1492.89799218918,1652.10552633548,0
201903040UTA,1613.74499112225,1508.7877757586,1598.79197223805,1393.75748448454,0
201903050GSW,1683.15712539726,1561.6214665636,1784.93716086805,1652.1281279728,0
201903050IND,1576.12262059789,1362.27117371573,1507.73001145669,1274.47531337358,0
201903050MEM,1411.30351046545,1641.93547917042,1370.5468467399,1623.19958273338,0
201903050MIN,1501.33035258768,1587.50166386813,1482.38855001795,1522.8423958128,0
201903050PHI,1611.57975916626,1544.24323796106,1562.20692226778,1505.39911895895,0
201903050TOR,1640.15116884629,1636.01550588558,1593.31187007234,1705.74603735933,0
201903060ATL,1357.78843755569,1537.53831663944,1295.79239889944,1476.1907657136,0
201903060BRK,1448.4109438601,1305.15592336103,1441.47107642265,1275.48806659826,0
201903060CHI,1360.0764882712,1616.00342574497,1367.38964553776,1564.1789266179,0
201903060CHO,1461.79103051829,1454.64853127509,1478.31305064256,1432.68734907487,0
201903060DET,1530.02015650466,1511.78798063946,1504.28284977265,1484.94974237231,0
201903060LAL,1438.96432747401,1580.10555597693,1526.78485771311,1651.654631075,0
201903060NOP,1519.01787803765,1603.5148888432,1398.30673284101,1624.14597428479,0
201903060PHO,1294.72443074338,1280.05056606103,1308.87323395806,1220.6889208136,0
201903060SAC,1471.01779487881,1606.16036534939,1444.27325213034,1658.42272414319,0
201903060WAS,1472.38590827755,1411.17362383465,1442.09921039022,1406.80171196365,0
201903070MIL,1683.4257249352,1578.31730604242,1726.48019784215,1507.62292978557,0
201903070POR,1627.16106330451,1577.04403581635,1622.25844268769,1647.75465307101,0
201903080CHI,1366.63818376962,1539.01610823955,1364.89550130062,1509.35073760492,0
201903080CHO,1449.83867258892,1477.27154368767,1475.28372701944,1444.54734093737,0
201903080GSW,1638.61822661147,1592.11197854931,1778.67358836346,1650.65434818057,0
201903080HOU,1652.40387601906,1609.44173024655,1707.39002993603,1654.9240773193,0
201903080LAC,1538.657125123,1591.56268726197,1474.23054676071,1646.57284930643,0
201903080MEM,1426.07792633136,1614.49128865123,1381.41211411324,1634.9759808718,0
201903080MIA,1466.60088920446,1302.59556985574,1462.47248925767,1273.86348228701,0
201903080NOP,1508.04147822962,1623.76279871281,1505.25630170211,1692.98024301495,0
201903080ORL,1539.81957138235,1406.28798842453,1488.99832883569,1413.61063313097,0
201903090ATL,1351.66423604826,1450.97129736539,1261.83119204007,1429.76260174091,0
201903090LAL,1426.95790490163,1610.38634472093,1499.42681543736,1576.15673481375,0
201903090MIL,1689.80620894142,1452.87232091557,1728.08847901965,1473.61623743383,0
201903090MIN,1502.79202890457,1474.23789536102,1467.14489581268,1443.27532624327,0
201903090NYK,1273.17763861019,1466.79181550727,1256.45375770464,1447.890795477,0
201903090POR,1612.64241185889,1301.59735819422,1624.10642266288,1308.66369300031,0
201903100ATL,1346.82004940377,1491.00447448963,1330.35764513984,1372.80067934962,0
201903100DAL,1403.83549968537,1660.10291386338,1425.82590898623,1690.22820953384,0
201903100DET,1545.83601847917,1359.81827353,1510.41127889367,1364.33543953094,0
201903100GSW,1646.50643219501,1300.51110528554,1788.76678351998,1314.70463128854,0
201903100MEM,1440.02733840124,1542.27206012151,1391.12405204007,1501.13599795221,0
201903100MIA,1470.76784949965,1640.7998024528,1456.47671003194,1704.69555519128,0
201903100MIN,1506.91423767019,1266.95330415321,1503.98043522828,1255.84113105645,0
201903100PHI,1601.74269240223,1571.9368220362,1574.82462025678,1507.03433472354,0
201903100SAS,1543.66251814687,1692.7066955345,1474.48314020629,1721.76612659245,0
201903110BRK,1455.81548400988,1550.587988201,1427.93638086804,1518.97106276293,0
201903110CLE,1298.42860956055,1653.65651190283,1198.79921724132,1685.24434511118,0
201903110HOU,1662.18056313988,1449.97183432249,1691.61956027472,1474.40034971487,0
201903110LAC,1546.22799301692,1619.16619533053,1481.10084873734,1610.76106537016,0
201903110UTA,1600.54187658135,1583.99181936805,1591.36333556915,1644.45446607362,0
201903110WAS,1470.1156865954,1473.01614996425,1448.33895676337,1449.12806982057,0
201903120CHI,1355.06630380817,1418.17805429203,1327.00492008058,1497.0241022562,0
201903120DAL,1401.75785040887,1553.64674168131,1367.14972992018,1456.00001423024,0
201903120DEN,1584.22377296577,1509.0576122604,1648.19037043467,1482.34734329693,0
201903120IND,1563.40647304391,1264.809929563,1518.4778905504,1264.12634314318,0
201903120LAC,1563.53491914354,1613.72866476757,1492.64490178339,1626.23171014764,0
201903120NOP,1477.41605615378,1682.72247200006,1369.92883696699,1727.91915994467,0
201903120PHI,1610.27304139452,1337.59725997118,1553.66306533501,1111.00876326335,0
201903130ATL,1360.40846773962,1449.18174757252,1345.22648832247,1396.98183711805,0
201903130HOU,1664.82834341582,1628.24274425814,1693.34673147135,1710.92437716751,0
201903130MIA,1457.91114004962,1530.18789577937,1458.954166918,1523.29307647123,0
201903130OKC,1598.19834720682,1476.21557643151,1656.36430900121,1441.87075526337,0
201903130PHO,1318.77479322241,1586.33534874258,1324.32350759548,1596.82257809038,0
201903130WAS,1475.33633434032,1533.11765095023,1450.16788514864,1444.59614817996,0
201903140BOS,1601.85926920391,1467.79550221933,1573.23653910913,1447.4397172886,0
201903140DEN,1593.46946171434,1394.87785470789,1659.34084220514,1390.15971770782,0
201903140IND,1564.38378264379,1602.50504003443,1520.8134561679,1656.69098870993,0
201903140ORL,1524.29304055477,1336.2392864478,1444.54571934755,1034.0703453919,0
201903140TOR,1614.4878614922,1434.1964082061,1679.48415991436,1500.3522993691,0
201903140UTA,1593.46417685839,1499.81192351183,1610.69257020166,1476.30642377501,0
201903150DET,1508.6135243494,1430.87147205343,1479.89294360528,1365.33400737786,0
201903150HOU,1657.37466242852,1311.6459651066,1586.16822116947,1301.15303099761,0
201903150LAC,1543.37090695134,1339.0479498941,1433.57946146439,1328.93543069302,0
201903150MIA,1479.48551147959,1692.2581517177,1480.89805624511,1733.36156768201,0
201903150NOP,1467.88037643614,1633.89267695977,1367.58677014484,1597.8854799101,0
201903150PHI,1611.6310149179,1465.10819313071,1560.85550970925,1449.44410765519,0
201903150SAS,1560.52673738229,1263.83261996312,1463.90130010133,1259.43619069938,0
201903150WAS,1484.16094473578,1447.32405404655,1422.09264775901,1341.71486439118,0
201903160BOS,1604.54657829253,1376.6626261436,1583.57181757809,1348.34853178886,0
201903160DAL,1393.88589156115,1330.69088178984,1408.30312330536,1229.86229769846,0
201903160DEN,1594.46142486108,1568.17632823131,1659.20995111312,1512.92484853293,0
201903160NOP,1458.90290067983,1310.83231633476,1370.13492495641,1305.83930037197,0
201903160OKC,1598.71249444691,1635.69642524544,1646.00420857669,1708.45889430247,0
201903160SAS,1563.29558057371,1642.87015271608,1501.55541080294,1600.31723085081,0
201903160UTA,1600.47018791565,1471.9088836039,1640.7945150061,1458.99846677762,0
201903160WAS,1472.22427010054,1432.92758916854,1424.64793803266,1407.05518389256,0
201903170DET,1514.56833661191,1617.81279764487,1492.04629251773,1561.49422934211,0
201903170HOU,1658.18831120036,1492.80591245457,1591.71379342526,1464.70311750125,0
201903170LAC,1545.37105800981,1466.88057296545,1484.91220711315,1457.64555008894,0
201903170MIA,1471.00951860467,1459.26072868179,1481.43451606865,1429.93984016208,0
201903170MIL,1700.73414459262,1614.79865331132,1711.1440394302,1653.21642824025,0
201903170NYK,1261.0637767717,1424.91665979092,1249.70673307641,1364.5592161546,0
201903170ORL,1529.84144521273,1374.63405157308,1486.39406267939,1345.47192421116,0
