gameId,homeTeamElo,awayTeamElo,homeTeamEloAfter,awayTeamEloAfter
201910260HOU,1642.8162282329943,1404.1879675061898,1643.9863597872416,1403.0178359519425
201910260MIL,1653.1837717670057,1508.4591829184044,1640.3928138020706,1521.2501408833396
201910260NYK,1315.0033002010396,1577.4949339024074,1306.586257499345,1585.911976604102
201910260PHO,1362.993171362443,1549.901144000722,1376.284834640821,1536.6094807223442
201910260SAS,1556.0799279217206,1449.2489227434926,1558.1556178782746,1447.1732327869386
201910260UTA,1588.197791209186,1434.1251055987373,1595.8727703061963,1426.450126501727
201910270DAL,1476.8877638307797,1597.8561245357118,1472.7478011543442,1601.9960872121474
201910270LAL,1478.8412879198931,1474.1929743784124,1489.9853924592865,1463.048869839019
201910270MEM,1434.5132331203788,1491.2944000140678,1438.22346997503,1487.5841631594167
201910270MIN,1494.835330790457,1521.2501408833396,1501.6361995659847,1514.4492721078118
201910270OKC,1527.8435344048708,1608.1912605515427,1548.8146535975147,1587.2201413588987
201910280ATL,1452.2556010179237,1597.6487106123075,1448.48951178858,1601.414799841651
201910280DET,1460.7548504280076,1482.0648056711927,1464.5758310084407,1478.2438250907596
201910280HOU,1643.9863597872416,1548.8146535975147,1646.8703138774672,1545.930699507289
201910280LAC,1536.6094807223442,1463.048869839019,1543.4532892255033,1456.20506133586
201910280MIL,1640.3928138020706,1361.6162356880031,1642.8245929547427,1359.184456535331
201910280NOP,1403.0178359519425,1587.2201413588987,1395.7021239698556,1594.5358533409856
