gameId,homeTeamElo,awayTeamElo,homeTeamEloAfter,awayTeamEloAfter,homeTeamProb,awayTeamProb
201810160BOS,1562.0,1607.0,1575.3188908348325,1593.6811091651675,0.5784967523447426,0.42150324765525743
201810160GSW,1685.0,1584.0,1689.0188872007077,1579.9811127992923,0.7607960909891425,0.2392039090108575
201810170CHO,1502.0,1518.0,1497.062674030381,1522.937325969619,0.6185841220890307,0.38141587791096926
201810170DET,1492.0,1432.0,1495.038001520037,1428.961998479963,0.7152527510491986,0.2847472489508015
201810170HOU,1654.0,1565.0,1628.5383817928184,1590.4616182071816,0.7479995411960543,0.2520004588039457
201810170IND,1555.0,1367.0,1560.787126929613,1361.212873070387,0.8399506946347536,0.1600493053652465
201810170LAC,1506.0,1567.0,1495.6816403135244,1577.3183596864756,0.5558909611168531,0.44410903888314684
201810170NYK,1410.0,1388.0,1420.293375739464,1377.706624260536,0.6686949563073316,0.3313050436926685
201810170ORL,1378.0,1499.0,1384.5634620432943,1492.4365379567057,0.4698153199960979,0.5301846800039021
201810170PHO,1334.0,1394.0,1349.761548627695,1378.238451372305,0.5573116337622928,0.44268836623770724
201810170SAC,1396.0,1623.0,1391.7467403610458,1627.2532596389542,0.3249597989597013,0.6750402010402986
201810170SAS,1540.0,1537.0,1544.491742000952,1532.508257999048,0.6440338538222927,0.3559661461777072
201810170TOR,1577.0,1559.0,1584.7183047877454,1551.2816952122546,0.6635740980412955,0.3364259019587046
201810180PHI,1593.6811091651675,1364.0,1597.1627702080682,1360.518338957099,0.8696419883831763,0.13035801161682375
201810180POR,1560.0,1491.0,1565.0608967787027,1485.9391032212973,0.725685646271787,0.274314353728213
201810180WAS,1500.0,1492.4365379567057,1494.7132588232892,1497.7232791334166,0.6500331806547704,0.34996681934522955
201810190BRK,1428.961998479963,1420.293375739464,1432.3068145226318,1416.9485596967952,0.6514790456136459,0.3485209543863542
201810190LAC,1495.6816403135244,1579.9811127992923,1510.0761106642317,1565.5866424485853,0.5225795074981683,0.47742049250183183
201810190MEM,1361.212873070387,1377.706624260536,1371.172852681182,1367.7466446497413,0.617913299776841,0.38208670022315905
201810190MIL,1522.937325969619,1560.787126929613,1535.3686334690872,1548.3558194301445,0.5884993698810936,0.4115006301189063
201810190MIN,1532.508257999048,1551.2816952122546,1539.6094232738055,1544.180529937497,0.6148102660971629,0.3851897339028371
201810190NOP,1590.4616182071816,1391.7467403610458,1594.7562155666642,1387.4521430015632,0.8480697127812802,0.15193028721871973
201810190ORL,1384.5634620432943,1497.062674030381,1364.29308023231,1517.3330558413652,0.48201994420242145,0.5179800557975784
201810190TOR,1584.7183047877454,1575.3188908348325,1592.7466502162008,1567.290545406377,0.6524336008384164,0.3475663991615836
201810190UTA,1627.2532596389542,1689.0188872007077,1622.9795106886313,1693.2926361510306,0.5548026357033734,0.44519736429662654
201810200CHI,1360.518338957099,1495.038001520037,1356.5879458552083,1498.968394621928,0.45048503460134565,0.5495149653986544
201810200DAL,1378.238451372305,1539.6094232738055,1386.7698567716643,1531.0780178744462,0.41258732590290975,0.5874126740970903
201810200DEN,1577.3183596864756,1349.761548627695,1581.9547116174167,1345.1251966967538,0.8682494362101713,0.13175056378982877
201810200IND,1548.3558194301445,1432.3068145226318,1555.0646660858376,1425.5979678669387,0.776203582315154,0.22379641768484612
201810200LAL,1485.9391032212973,1628.5383817928184,1478.267923145847,1636.209561868269,0.4390000819911598,0.5609999180088402
201810200MIA,1497.7232791334166,1517.3330558413652,1492.8391062830608,1522.217228691721,0.6136695084312018,0.3863304915687983
201810200NYK,1416.9485596967952,1567.290545406377,1413.2560634895672,1570.983041613605,0.4280548473021998,0.5719451526978002
201810200PHI,1597.1627702080682,1364.29308023231,1598.0369905587595,1363.4188598816186,0.8717087129899637,0.12829128701003634
201810200POR,1565.0608967787027,1544.491742000952,1573.0923327571077,1536.460306022547,0.6668676731468844,0.3331323268531156
201810200WAS,1494.7132588232892,1592.7466502162008,1488.815624580974,1598.6442844585158,0.5028301470634801,0.49716985293651983
201810210CLE,1544.180529937497,1367.7466446497413,1510.3041875823112,1401.6229870049272,0.8307963048845284,0.1692036951154717
201810210DEN,1581.9547116174167,1693.2926361510306,1587.432069251738,1687.8152785167092,0.4836892044966491,0.5163107955033509
201810210LAC,1510.0761106642317,1636.209561868269,1516.761002854519,1629.5246696779818,0.46246170811332804,0.5375382918866719
201810210OKC,1565.5866424485853,1387.4521430015632,1544.2143113444668,1408.8244741056817,0.8321680022682127,0.1678319977317872
201810220BOS,1570.983041613605,1363.4188598816186,1559.5260283046086,1374.875873190615,0.8545175711458826,0.14548242885411744
201810220DAL,1386.7698567716643,1356.5879458552083,1391.6165436496467,1351.741258977226,0.6790451843200198,0.32095481567998024
201810220GSW,1687.8152785167092,1345.1251966967538,1689.680370567623,1343.26010464584,0.9274611723112105,0.07253882768878951
201810220LAL,1478.267923145847,1536.460306022547,1473.9433030646185,1540.7849261037752,0.5598772726476849,0.44012272735231506
201810220MIL,1535.3686334690872,1413.2560634895672,1539.7381410554476,1408.8865559032067,0.7822084293971159,0.21779157060288415
201810220MIN,1531.0780178744462,1555.0646660858376,1539.3799533454812,1546.7627306148026,0.6076793878773721,0.3923206121226279
201810220POR,1573.0923327571077,1488.815624580974,1566.6532127153253,1495.2547446227566,0.7428399587434423,0.25716004125655767
201810220TOR,1598.6442844585158,1522.217228691721,1607.137264987456,1513.724248162781,0.7341138218119202,0.2658861781880797
201810220UTA,1622.9795106886313,1371.172852681182,1602.8912489337504,1391.261114436063,0.8834137082246538,0.11658629177534618
201810230DEN,1587.432069251738,1408.8244741056817,1591.200974586353,1405.0555687710669,0.8325480144469939,0.16745198555300614
201810230DET,1498.968394621928,1598.0369905587595,1503.346452379929,1593.658932800759,0.5013403949836382,0.4986596050163617
201810230NOP,1594.7562155666642,1516.761002854519,1598.9392990708589,1512.577919350324,0.7358720878736071,0.2641279121263929
201810240ATL,1401.6229870049272,1391.6165436496467,1407.4113138599173,1385.8282167946566,0.6532255691765104,0.34677443082348947
201810240CHI,1351.741258977226,1513.724248162781,1358.2724592221082,1507.1930479178986,0.4117337455571325,0.5882662544428676
201810240CLE,1510.3041875823112,1425.5979678669387,1487.8851309337913,1448.0170245154586,0.7433119874140832,0.25668801258591684
201810240GSW,1689.680370567623,1495.2547446227566,1694.3820902506557,1490.553024939724,0.8448609365232284,0.15513906347677167
201810240HOU,1629.5246696779818,1602.8912489337504,1614.3452147045775,1618.070703907155,0.6745771347776659,0.32542286522233405
201810240MIA,1492.8391062830608,1408.8865559032067,1501.559224601083,1400.1664375851842,0.7424833371573178,0.25751666284268215
201810240MIL,1539.7381410554476,1593.658932800759,1551.953306869739,1581.4437669864676,0.5659272144952258,0.43407278550477435
