game_id,elo1_pre,elo2_pre,elo1_post,elo_2post,neutral,elo_prob1,elo_prob2
201410280LAL,1422,1596,1411.4357896693227,1606.5642103306773,0,0.39508709799204306,0.6049129020079569
201410280NOP,1457,1359,1463.5837794198676,1352.4162205801324,0,0.7576391748622517,0.2423608251377482
201410280SAS,1700,1592,1701.725907812311,1590.274092187689,0,0.7680520031675839,0.23194799683241601
201410290BOS,1379,1518,1396.5855995534255,1500.4144004465745,0,0.44410903888314684,0.5558909611168532
201410290CHO,1511,1318,1512.3077321530368,1316.6922678469632,0,0.8437822479242926,0.15621775207570743
201410290DEN,1473,1389,1478.0071990224772,1383.9928009775228,0,0.7425355589430698,0.2574644410569302
201410290IND,1533,1316,1535.7535684267418,1313.2464315732582,0,0.8611409356570433,0.13885906434295664
201410290MEM,1578,1513,1581.3536197332298,1509.6463802667702,0,0.72107824319756,0.2789217568024401
201410290MIA,1579,1541,1586.029304591663,1533.970695408337,0,0.688773568668713,0.31122643133128697
201410290NYK,1534,1547,1511.0485284933493,1569.9514715066507,0,0.6226501957872621,0.377349804212738
201410290PHO,1560,1411.4357896693227,1565.650147832356,1405.7856418369668,0,0.8070338165884332,0.1929661834115668
201410290POR,1568,1620,1581.1851292958277,1606.8148707041723,0,0.5686413918836677,0.4313586081163323
201410290SAC,1431,1591,1419.8066267009613,1602.1933732990387,0,0.41450132132819056,0.5854986786718095
201410290TOR,1551,1490,1555.5493148468424,1485.4506851531576,0,0.7164236941029387,0.28357630589706134
201410290UTA,1373,1606.5642103306773,1367.1229553736955,1612.4412549569818,0,0.31672632558288016,0.6832736744171197
201410300CLE,1464,1511.0485284933493,1456.1921868115217,1518.8563416818276,0,0.5756187130929201,0.4243812869070799
201410300DAL,1590.274092187689,1367.1229553736955,1593.755110774162,1363.6419367872224,0,0.8653211292352774,0.13467887076472254
201410300LAC,1631,1606.8148707041723,1634.6035843961351,1603.2112863080372,0,0.6714757107745642,0.32852428922543586
201410300MIN,1509.6463802667702,1383.9928009775228,1512.658449204848,1380.980732039445,0,0.7856609817685768,0.21433901823142315
201410300ORL,1352.4162205801324,1533.970695408337,1346.7637100798765,1539.6232059085928,0,0.3847428089130766,0.6152571910869233
201410310CHI,1569.9514715066507,1456.1921868115217,1556.7843634088745,1469.359294909298,0,0.7739056113591225,0.22609438864087741
201410310IND,1535.7535684267418,1581.3536197332298,1525.6333491800988,1591.4738389798729,0,0.57765426521974,0.42234573478026005
201410310LAL,1405.7856418369668,1634.6035843961351,1401.1966160253717,1639.1926102077302,0,0.32266842291746467,0.6773315770825353
201410310MIL,1316.6922678469632,1313.2464315732582,1324.9400411467957,1304.9986582734257,0,0.6446220033379787,0.3553779966620213
201410310PHO,1565.650147832356,1701.725907812311,1574.364252843559,1693.0118028011082,0,0.4482685899715494,0.5517314100284506
201410310SAC,1419.8066267009613,1581.1851292958277,1432.9376301721798,1568.0541258246092,0,0.41257681964127757,0.5874231803587224
201411010ATL,1485.4506851531576,1525.6333491800988,1494.3448844900047,1516.7391498432517,0,0.5852434675660114,0.41475653243398863
201411010CHO,1512.3077321530368,1591.4738389798729,1507.4914988497708,1596.290072283139,0,0.5299464974049175,0.47005350259508244
201411010DET,1380.980732039445,1500.4144004465745,1370.952840217223,1510.4422922687966,0,0.4720618334557622,0.5279381665442379
201411010GSW,1602.1933732990387,1401.1966160253717,1606.8706444299937,1396.5193448944167,0,0.8497544686554162,0.15024553134458385
201411010HOU,1612.4412549569818,1396.5855995534255,1615.504511617341,1393.5223428930663,0,0.8603513598722556,0.13964864012774433
201411010MIN,1512.658449204848,1556.7843634088745,1508.131862280812,1561.3109503329106,0,0.5797231722661997,0.4202768277338003
201411010NOP,1463.5837794198676,1593.755110774162,1457.7622368628781,1599.5766533311514,0,0.45668878199693913,0.5433112180030609
201411010OKC,1603.2112863080372,1478.0071990224772,1607.510587611206,1473.7078977193084,0,0.785224933092688,0.21477506690731196
201411010ORL,1346.7637100798765,1555.5493148468424,1339.448587529442,1562.864437397277,0,0.3483680711495732,0.6516319288504269
201411010PHI,1304.9986582734257,1586.029304591663,1298.5139936854619,1592.5139691796269,0,0.2607457392453883,0.7392542607546116
201411010UTA,1363.6419367872224,1574.364252843559,1395.5225821302136,1542.4836075005678,0,0.3458415482300785,0.6541584517699214
201411010WAS,1539.6232059085928,1324.9400411467957,1542.2631509720804,1322.300096083308,0,0.8595384665642463,0.1404615334357538
201411020LAC,1639.1926102077302,1432.9376301721798,1623.382982856207,1448.747257523703,0,0.853578164503825,0.14642183549617502
201411020MIA,1592.5139691796269,1562.864437397277,1596.9358488289097,1558.4425577479942,0,0.6783769060834115,0.3216230939165885
201411020NYK,1518.8563416818276,1507.4914988497708,1522.6791694563483,1503.6686710752501,0,0.6549947458064892,0.3450052541935107
201411020POR,1568.0541258246092,1606.8706444299937,1560.0390155484056,1614.8857547061973,0,0.5871510756819294,0.4128489243180707
201411030BRK,1510.4422922687966,1607.510587611206,1534.5162896652523,1583.4365902147501,0,0.5042189620187314,0.4957810379812687
201411030DAL,1599.5766533311514,1393.5223428930663,1601.3476069573276,1391.75138926689,0,0.8534337323827095,0.14656626761729047
201411030DEN,1473.7078977193084,1448.747257523703,1464.0503473659928,1458.4048078770186,0,0.6724597407969204,0.3275402592030797
201411030LAC,1623.382982856207,1395.5225821302136,1625.103792249587,1393.8017727368335,0,0.8684492199614133,0.13155078003858656
201411030MEM,1596.290072283139,1457.7622368628781,1600.524682041539,1453.527627104478,0,0.7978767690633969,0.20212323093660314
201411030PHI,1298.5139936854619,1615.504511617341,1294.5989211347428,1619.41958416806,0,0.22285634787799036,0.7771436521220096
201411040CHI,1561.3109503329106,1339.448587529442,1563.4012655050417,1337.3582723573109,0,0.8644541955399677,0.13554580446003245
201411040IND,1516.7391498432517,1322.300096083308,1501.2659591762772,1337.7732867502825,0,0.8448710676060999,0.15512893239390005
201411040LAL,1396.5193448944167,1542.4836075005678,1390.505896135265,1548.4970562597196,0,0.43423533674943315,0.5657646632505667
201411040MIA,1596.9358488289097,1619.41958416806,1579.3891591970162,1636.9662737999536,0,0.6097400084596003,0.3902599915403997
201411040NOP,1453.527627104478,1503.6686710752501,1462.2229000498169,1494.9733981299112,0,0.5712642737197529,0.4287357262802471
201411040NYK,1522.6791694563483,1542.2631509720804,1506.4088989845313,1558.5334214438974,0,0.6137047115115056,0.3862952884884945
201411040POR,1560.0390155484056,1469.359294909298,1567.4137822278947,1461.9845282298088,0,0.7498177839482533,0.2501822160517467
201411040TOR,1558.4425577479942,1583.4365902147501,1567.791949319661,1574.0871986430834,0,0.6062960236494639,0.39370397635053617
201411050BOS,1391.75138926689,1567.791949319661,1387.9066432330346,1571.6366953535164,0,0.39228327293720705,0.607716727062793
201411050BRK,1534.5162896652523,1508.131862280812,1522.9268430873376,1519.7213088587266,0,0.6742624094065496,0.3257375905934503
201411050CHO,1494.9733981299112,1579.3891591970162,1503.5910319528757,1570.7715253740516,0,0.5224124935473594,0.47758750645264053
201411050DET,1370.952840217223,1506.4088989845313,1377.8605660842154,1499.5011731175389,0,0.449151027060439,0.550848972939561
201411050GSW,1614.8857547061973,1625.103792249587,1625.9203908264187,1614.0691561293656,0,0.6264054018465561,0.3735945981534438
201411050MIL,1337.7732867502825,1563.4012655050417,1332.385766096473,1568.7887861588513,0,0.3266946986135232,0.6733053013864768
201411050PHI,1294.5989211347428,1337.3582723573109,1289.1640370602,1342.7931564318537,0,0.5816386051333995,0.4183613948666004
201411050PHO,1548.4970562597196,1600.524682041539,1536.4752520372317,1612.546486264027,0,0.5686023840391347,0.4313976159608653
201411050SAC,1458.4048078770186,1464.0503473659928,1471.3316221657967,1451.1235330772147,0,0.6325444034484871,0.36745559655151283
201411050SAS,1693.0118028011082,1494.3448844900047,1694.2789651064304,1493.0777221846824,0,0.8480341375029903,0.1519658624970098
201411050UTA,1393.8017727368335,1461.9845282298088,1398.4456884296847,1457.3406125369577,0,0.5456611224437867,0.4543388775562133
201411050WAS,1558.5334214438974,1501.2659591762772,1561.1942996994833,1498.6050809206913,0,0.7120383140774967,0.28796168592250326
201411060HOU,1636.9662737999536,1694.2789651064304,1650.440916846591,1680.8043220597929,0,0.5611247140953828,0.4388752859046173
201411060POR,1567.4137822278947,1601.3476069573276,1581.561063073017,1587.2003261122052,0,0.593947260222837,0.406052739777163
201411070BOS,1387.9066432330346,1498.6050809206913,1394.2292801289075,1492.2824440248185,0,0.484608574860115,0.5153914251398849
201411070BRK,1522.9268430873376,1499.5011731175389,1530.0496150120966,1492.3784011927798,0,0.6705105870071826,0.3294894129928173
201411070CHO,1503.5910319528757,1493.0777221846824,1507.428733644101,1489.2400204934572,0,0.6538862094238176,0.34611379057618236
201411070DEN,1451.1235330772147,1457.3406125369577,1438.8851376709624,1469.57900794321,0,0.6317793580189237,0.3682206419810763
201411070DET,1377.8605660842154,1332.385766096473,1381.1196115986827,1329.1267205820056,0,0.6979216159050246,0.30207838409497545
201411070OKC,1574.0871986430834,1612.546486264027,1568.5778228977913,1618.055862009319,0,0.587649464003601,0.412350535996399
201411070ORL,1342.7931564318537,1519.7213088587266,1356.6022524494738,1505.9122128411066,0,0.3910658812271584,0.6089341187728416
201411070PHI,1289.1640370602,1568.7887861588513,1286.7672601728207,1571.1855630462305,0,0.26230874178491126,0.7376912582150887
201411070PHO,1536.4752520372317,1471.3316221657967,1529.1221336747885,1478.68474052824,0,0.721244502460921,0.27875549753907897
201411070TOR,1571.6366953535164,1561.1942996994833,1582.4916673490857,1550.339327703914,0,0.6537938169197071,0.346206183080293
201411070UTA,1398.4456884296847,1587.2003261122052,1386.6729281309065,1598.9730864109833,0,0.37497957669388327,0.6250204233061167
201411080ATL,1489.2400204934572,1492.3784011927798,1495.3817421770013,1486.2366795092357,0,0.6358924841450281,0.3641075158549719
201411080CHI,1571.1855630462305,1394.2292801289075,1557.5570467346515,1407.8577964404865,0,0.831218612744013,0.1687813872559871
201411080HOU,1650.440916846591,1625.9203908264187,1635.347737718738,1641.0135699542718,0,0.6719014742615047,0.32809852573849524
201411080IND,1492.2824440248185,1550.339327703914,1483.2772305791013,1559.3445411496311,0,0.5600694661716317,0.4399305338283682
201411080LAC,1614.0691561293656,1581.561063073017,1617.9900359426247,1577.640183259758,0,0.6819565417497839,0.318043458250216
201411080MIA,1570.7715253740516,1505.9122128411066,1576.2782089329453,1500.405529282213,0,0.7209153309885596,0.27908466901144047
201411080MIL,1329.1267205820056,1618.055862009319,1336.9904400716525,1610.1921425196722,0,0.25207735319974495,0.747922646800255
201411080SAS,1680.8043220597929,1462.2229000498169,1672.357120383418,1470.6701017261917,0,0.8622259200907474,0.13777407990925247
201411090BRK,1530.0496150120966,1356.6022524494738,1532.7864918127837,1353.8653756487868,0,0.8283658249544236,0.17163417504557643
201411090DAL,1598.9730864109833,1576.2782089329453,1585.6968794362647,1589.554415907664,0,0.6695805336415614,0.3304194663584386
201411090DET,1381.1196115986827,1386.6729281309065,1376.0278589059203,1391.7646808236689,0,0.6326677877920954,0.3673322122079046
201411090LAL,1390.505896135265,1507.428733644101,1406.0815341727582,1491.8530956066077,0,0.47566532039646126,0.5243346796035387
201411090OKC,1568.5778228977913,1478.68474052824,1572.8304072423912,1474.43215618364,0,0.7489673633601136,0.2510326366398863
201411090PHO,1529.1221336747885,1641.0135699542718,1542.3395946158482,1627.7961090132121,0,0.48289352676911734,0.5171064732308828
201411090POR,1577.640183259758,1438.8851376709624,1582.7501601241695,1433.775160806551,0,0.7980876155083605,0.2019123844916395
201411090TOR,1582.4916673490857,1286.7672601728207,1585.9376631439243,1283.321264377982,0,0.907036251536814,0.0929637484631861
201411100CHI,1557.5570467346515,1376.0278589059203,1560.7323252276344,1372.8525804129374,0,0.8348795530982339,0.16512044690176594
201411100CLE,1469.57900794321,1470.6701017261917,1475.6647846688502,1464.5843250005514,0,0.6386167391317698,0.3613832608682303
201411100IND,1483.2772305791013,1391.7646808236689,1488.3926442332552,1386.649267169515,0,0.7507160461199817,0.2492839538800184
201411100LAC,1617.9900359426247,1672.357120383418,1611.137784918755,1679.2093714072878,0,0.5652960073044302,0.43470399269556986
201411100NYK,1486.2366795092357,1495.3817421770013,1476.5972199294579,1505.0212017567792,0,0.6278497138168551,0.372150286183145
201411110DAL,1585.6968794362647,1474.43215618364,1589.5089297102684,1470.6201059096363,0,0.7713831080529577,0.22861689194704227
201411110GSW,1627.7961090132121,1679.2093714072878,1614.392242299238,1692.613238121262,0,0.5694696686376852,0.43053033136231467
201411110MEM,1610.1921425196722,1406.0815341727582,1611.982463757247,1404.2912129351835,0,0.8520286379498826,0.14797136205011743
201411110MIL,1336.9904400716525,1572.8304072423912,1351.2189974819405,1558.6018498321032,0,0.31389810849011063,0.6861018915098893
201411110POR,1582.7501601241695,1491.8530956066077,1585.0018483624565,1489.6014073683207,0,0.7500524117682524,0.24994758823174754
201411110TOR,1585.9376631439243,1353.8653756487868,1587.311775348785,1352.491263443926,0,0.8711945004052342,0.12880549959476592
201411120ATL,1505.0212017567792,1386.649267169515,1507.2834190808014,1384.3870498454928,0,0.7785178470484594,0.2214821529515407
