,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25
201410280LAL,-3.379617570147784,-1.0719870115449335,-0.13314581936946476,-6.264832795725172,5.990843059328766,-2.697277802669258,1.9809321705217835,-0.6928934786650531,-2.303313736140475,1.3356463508115126,-2.3689235445038754,3.358189001006748,-1.668628962334029,-1.0527941767052023,0.940930230303362,1.688353274779448,0.04154292636470703,1.134388514475478,1.311260761388068,-1.0316208147850052,-0.14537060838387786,0.2675935564430058,-0.2801024562301972,0.3370849702286151,0.8006930841871644
201410290NYK,-4.218639800525989,-3.7138892956350102,-0.9602046149559265,-1.4127970704343347,2.925757152731564,-1.347910064587303,-1.852029210984728,1.747077803615024,-0.5725799354799904,2.105289273880497,-1.394211110797009,1.169609888672428,-0.42895620702454285,1.4546772501858554,1.4110144039444446,0.7277263884499389,-1.9336193070882053,0.722614549561056,-0.5502971775570848,-1.6103427885905286,-0.8456517407955928,0.6292135706279798,-0.1370019606991103,-0.06692306061254005,-0.5490928239940345
201410290SAC,-10.244994016008324,2.122885254132205,2.8725542889996567,-0.6523539926367152,7.046080712164584,3.4567117861312813,0.5751733185412568,-0.5829541369785785,-1.2701441562153106,0.6547251795222407,0.34364782548986333,0.6282022566425458,-0.4091828464398678,-1.1084121463280128,0.7532722793146143,-0.11367745512669593,0.14342266568808515,-0.1221189217753798,-0.6861899330807119,-0.8741400646257329,0.6650967940642071,-1.0404976322695525,-0.15933178018225064,0.44091339717224615,-0.9215705594806803
201410290UTA,-0.8747810328526925,-4.841587025002508,1.0447477604747522,-0.5384299040997724,2.312402899026263,-0.04373160218206635,-1.0377698592017643,3.212389549546815,1.0677787737029076,-2.2887392125606985,-1.317108122389249,-2.0995359447786757,2.1414508612477188,0.4596052571982107,1.1026031584402638,1.2670617987607558,0.009193029731250872,1.240542303549734,-1.4573404039659448,0.8421610607735242,1.389945149520703,0.31332194410772574,-0.3479479500572189,-0.7177847875578626,-0.7014827678702642
201410300CLE,0.18362423766294142,-6.691405604124808,1.8025438382237104,-2.1093861632742565,0.9662024665020184,3.206027049994414,-0.17742107670064042,1.54058383016258,0.5641654164537993,0.06671505138606652,2.073767704227802,2.119804554056707,-2.8197708012418548,0.9333068582728985,-1.911075234995807,2.025252113520099,-1.1448858727185713,-0.011575666265180683,0.47276683610822257,0.793069044681983,2.200148284227882,0.517466525266031,-0.3489840108693226,1.1996348636291663,-1.066675493179278
201410300ORL,-0.7059898156231421,-2.8638425159542495,1.4572348470737744,-4.134714319596782,-0.18216408240047724,2.9522037595648167,0.7630606083719941,-3.59215316065477,4.1915148716947215,0.4767191621893031,-0.8459176046835283,0.2521095672446,-1.1487885406523124,0.004093976972910377,-0.18065702364819755,0.4507121028910951,0.6696648083161905,-0.08005050162833051,1.366113105391011,1.2441975085177284,1.414772585050186,0.24975211597414929,-0.47800659971104714,-0.092599525478687,0.09804389158999563
201410310CHI,-1.3703038954374096,6.130612450826542,-0.17108364529105002,-5.518045542271809,-4.996483386839651,-1.2849400274720393,0.7187164844706564,3.118064775888346,1.232709402645405,1.8466215257193102,0.2882088262535238,-0.13018830493714614,1.087131002556866,2.5013985307519264,-1.3029509767317138,2.4631499590994066,-1.244718011642172,-0.6105048262729428,-0.4917496105284303,-0.8201672531684929,0.3505486810777619,-1.4733322862898717,-0.03991819864344583,-0.0029356613938897255,0.33982796281638916
201410310IND,-2.9665591469701784,-3.324033750251456,4.0020534652456785,-2.3088124530216576,-2.1953882591531078,1.107290522086235,0.1932932418922189,0.4105762022764336,0.28297372686009103,0.7170640509365391,-0.4631807247430163,-0.16473484589259232,-1.565327083300189,-0.0982187710181789,-0.5151417475619109,0.6547157251879642,-0.23678152067104788,0.4669050659095933,1.0826024094002196,0.16534606494318277,-0.27777023510679155,0.6292730777149564,0.002639152770869333,0.9905003984924149,-1.7033193355048497
201410310LAL,3.0614731500348356,-0.36041014161241874,3.622026438276647,-4.556714058568474,2.703097853234519,-0.7736456961349341,-2.173890248391102,-3.5821639710724247,-0.9499406811262118,0.49597181943984986,-2.8523112751720205,2.849900976576312,-1.1048170701479876,-1.2560088959030118,0.1335391899876141,0.3609543801781568,-0.20499225308340285,-1.0007109282776934,-0.6313622180011826,-0.470160690993972,0.8722916085979149,-0.5299397341892176,-0.2262483483111212,-0.28898437318800485,-0.29832278126518913
201411010CHO,-13.127715187648876,-1.6859983968959864,-0.039297607794057436,-1.27029046974453,-1.3805474729748444,3.695274418425872,-0.7823287623963175,-1.5136854834796092,3.080951989027211,-2.6615093768177718,0.6485530777566086,0.8835629311823372,-1.9756227941411773,0.6221760904797539,0.14436093625272609,-0.1638154074912212,-0.013857628578855873,-0.3102159016856676,1.3125868370967473,0.38230789605415844,0.8902096870701965,-1.2149878744011515,-0.5000277874800121,0.7893366058371832,-0.19920837486621512
