,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25
201411040LAL,-1.9196431287885278,2.2024840544874746,1.6397050205044945,-2.8096490433117327,-3.3042524587636253,-0.9165717050212973,4.504885555688119,1.1336210623707434,0.29816220355687084,0.6575072952356402,-0.20491136621551198,2.2698470072444357,-0.4237699245263823,-1.2944112459021084,0.1269467513550458,-1.6045853957431133,0.8531275319257569,-0.4451550498539614,0.6808928519185256,1.3897622877232834,0.6507585802958857,-0.22359591836669226,-0.18885465284405997,0.4737926024066993,0.4713879575036853
201411040MIA,0.3423418042806562,-4.627619968936633,1.3106456091969556,-2.3093095364804817,-2.3866416302360043,2.4045342507927163,0.14772419765302325,0.8326255501203438,-3.258580368576289,-1.1643861464819023,0.10015212874165816,-1.0651031710500751,0.14156152974295505,2.736655705320941,2.1797881340687693,1.5701520764185084,1.6746607212393305,-0.5375148516301733,-0.31871246401349523,0.7632134486143398,0.8983940205121864,0.19061812940420916,0.28074859719518075,-0.24467476713684,0.4523439730576774
201411040NYK,-3.949538846801191,-2.9239339143614598,2.408054134619609,0.21760410127560537,-0.36478742989599566,0.8059821565359642,1.4978790551988843,1.818709775945212,0.9851829347365256,0.9378791753379727,0.6397680132777873,0.9999930229743148,0.9329373916210161,0.802630520178333,1.6668698932217891,0.11589259863062659,0.7072225873048329,1.5439246181570954,1.229938511532644,1.630461070524056,2.488988742120584,-1.0487810176210988,-1.1147997868092072,-0.8268307118953189,0.34618252433430496
201411050BOS,-0.007931724800966718,-1.0481476889248793,11.003815704642456,0.5141344063522996,3.1482669153981533,-0.37177023837816453,-0.5671064028602152,2.013327993792224,0.6130288584726172,0.33635786183974303,-1.4554548807201846,-1.8736387841412216,1.065995943687681,-0.3903680804669619,0.03476410725359401,-0.7692147259596964,-1.1933414628846881,0.723974388298491,1.055624812795849,-1.4261133280750076,0.41963373376489843,-2.4710226923111955,-0.2653041222105656,0.191716788772103,0.41992591167959
201411050BRK,-4.642414891172746,0.3053525613005605,-0.6745921854247483,-1.1289929037597235,2.503097529986802,-0.1687173339792354,0.48048869984055426,-0.37404570293224104,1.7508356751508227,0.6703145814000017,1.4438610181818836,-0.04899991823094074,-0.20926493254366085,0.0871795807275993,0.5509326062579688,-1.2402506556036144,1.300488752337899,-0.24214810215650082,1.7516630031890066,-0.35159152193203563,0.6842126142682392,-0.14642485105373645,-0.6128996785785383,-0.7240624505769188,0.03235422823282965
201411050MIL,-5.587306952735525,-0.5841917210246943,3.504610947706814,-0.6246384575146319,-3.4829256532022286,0.276529618989083,-1.7839582773505722,1.7725799166446552,1.0301315201277883,0.1169860772691556,1.5547766861106431,2.325998110814893,1.416110563173806,0.04823572263765948,-0.25685632360879634,-0.40727458782062664,-1.4865500154610247,0.7873986297155442,0.024197185388833718,0.4420476116048022,-0.2225580568962021,-0.568108330143245,-0.63475972965552,0.6098652301430056,-0.1359909917623641
201411050PHI,-6.827776742587059,1.889280720163433,-2.8055411468493756,-2.286306397348051,3.683736126102901,3.2137342682360215,-1.0256354813153397,1.602980957838605,1.507205715792805,-2.114467263818123,-2.8080087589152862,-0.5599074057190444,-0.4689446138943331,-2.9469856236649585,-0.9031756587723685,0.2823973533830449,1.0709733086295923,-0.8587213321895509,-1.4451624246303787,0.5102943459257224,1.0460174849252628,-0.1939932888926791,0.10698687839631532,0.3040093118668538,-0.4863393589628724
201411050PHO,-2.3661095785581523,-3.5655540718240184,0.8400676004627586,-1.7276718427894575,1.117631412774168,4.1321307233802385,0.026500543523013034,-0.7736461470567948,2.841728666837989,-1.8161506854270475,0.1173657277308959,-0.8119293239816742,0.35777180176536544,-0.511293249454539,2.1701541878017774,-1.6053601329171674,-0.7791734401453051,0.7678060117512102,1.7250954126003455,-0.03058990512215791,-0.24818241374639577,-0.8018489575766812,-0.5916825530101524,0.2504619417211906,0.6073426173927734
201411070DEN,-0.5500646203838319,-0.6857282558313893,1.2595057104207668,-0.7623871585438609,1.0426969467481855,-2.6256149978146537,-2.3917095730725504,-2.1231032480756737,1.1833214735141475,0.9079339985936826,1.4498490800757877,0.9123053376164756,0.2635055117421237,-0.5953539312248881,0.7151967405544508,-1.3529262622633746,0.9182369297371956,-0.019960713115415463,-1.0371191823729426,0.3704016650978846,-0.3446118935097012,-1.1211243659326207,0.8322942597558175,0.21740417126264258,0.5209671023437356
201411070OKC,-3.703119280847103,-3.653516524818445,2.9694251707408372,1.304718293133265,3.42050305989132,-1.4869318843144983,-1.4247352097756087,0.5220158068077071,1.2198435134051135,0.5434211840993375,1.1205792064812792,-0.6791512724486827,0.45628434980796445,2.333301502357279,1.8333068236217995,-1.1807215946211986,4.322300784495592,-1.8544589402711185,2.368800986934017,-0.6939276709666217,0.07942174037556379,0.5075330120724804,0.03849966379262956,-0.030719280395796886,-0.5914251384596302
201411070PHI,3.5392272921068835,-1.051125726902812,2.295130833598855,-3.3604031177597418,-2.4504001271983884,-1.567781408323579,-1.5463597589894933,3.20241883333338,-1.4231109768417254,0.5849909037945351,-0.8031763954422599,1.668432848759856,0.751043755320076,1.4630777079803112,-0.4174974323047233,0.08657933489332106,0.9541104614100852,0.4913433657399015,0.7242583756508878,-1.0822307506910216,1.2143952705732535,-0.5196807453985381,0.03554819427464706,0.7974691759377341,-0.1868158979285124
201411070PHO,-1.1682139031229204,10.956380877496668,-1.688801623928472,-5.081011498695749,-0.9278906699886121,-2.886162555332592,-0.6451969869478457,-0.47505108665798973,4.970351469657749,0.21456747804272,0.16597054262811986,-0.8796009204676802,0.7699746553096106,1.6358228507581898,4.565094296144,2.0458812522699135,-0.20392848008810202,-1.1858618049819507,-1.3234736241579963,0.32593348336452616,-0.018564479000998623,0.43508505087505867,-0.7033913361913219,-0.2700747400145605,0.005980385175981491
201411070UTA,-2.7472288566600493,-3.5393054079934685,1.3809479378579121,0.21931403727748586,4.461568552903061,1.6372858522253826,2.511753891674507,0.2657078416323882,-0.6416596739081263,0.8008561750141153,-0.0363444679436125,-0.678086169479086,1.6368557203970817,-0.39654405532487585,1.354336210399047,1.719881703434149,-0.21291827593072724,-0.41543529826209613,-0.0007426629656183618,-0.274430721488427,0.02770815332598778,-0.7379523859907728,-0.4845570435736742,-0.4127510995349242,0.6008838683730481
201411080CHI,-0.13233127407952097,-2.9538916294248128,-0.6087842650152289,0.07852098719211657,-0.35061630287460754,-2.4379073006540826,-1.8389952995422238,0.7666420389808825,3.3654947932967225,0.7810286244610585,0.3341461919067076,1.220286349845866,0.6907158422294937,0.5143166400117095,-1.0169813129210015,-0.004812417395778455,1.3461866980774349,-0.36050014409702175,0.09072488073096353,1.2994431134788855,0.7854562176738262,1.0408918894474803,0.126839817106138,0.003179682177400848,0.023154941223840653
201411080HOU,-5.8228375769824865,2.378701189987433,-2.0766763355558893,1.1753337235469306,-1.2403762094259663,4.559825797962349,0.05339740278246883,3.5454739998365445,-1.7580850017145115,0.2924493385120267,-2.0394802561600662,-2.6612623717296024,1.5271480070521788,2.1735090977413134,0.26224379882740845,-2.875503753491914,-0.31168166743618597,0.9724459865265599,0.311319041228598,-1.251691906290841,0.3017807824300047,-0.22929486287055534,0.9389293278272505,0.813345922729329,0.6944507645646251
201411080IND,-5.08473133529202,-1.0344724978702862,-0.20794805388893292,-3.0420489982613583,0.5092652308326711,0.962474716236717,1.8676694603137747,-0.3428903177492284,2.0629036087330146,1.4522181111629353,0.6065795430336509,-0.7226534692738776,1.262404487652476,0.6751880370111236,1.8138386041734311,-2.6575809685711578,1.7681382854114347,-0.5331059479370349,-0.9585917547007256,-0.3717772932993097,1.230428130211645,0.2700244821150262,-0.24896004623244258,-0.9095859742507699,-0.4372581695853797
201411080SAS,-2.8301492436392426,-1.7522872301765815,7.080598966466085,1.8907230020395913,-0.021159225014558816,0.25133373231270506,2.6110376854388595,1.8690274909325313,0.7977898967051624,-0.04492054342908245,-2.0628388985565254,-0.6673576182587097,-1.935305659565245,-0.9180580058014755,0.9654274612666545,-0.6134867408614879,0.028242863353562853,-0.9604413206321591,-0.17308172248674186,-0.5602326500380197,0.3138059721646973,0.5377814584279209,0.22113141193086042,0.974905981025317,-0.23035537696065542
201411090DAL,0.010201379981524704,-3.551347562505047,1.7439149033441927,1.254684695977124,-1.601083339173032,1.0094738690499983,-0.02888928097060472,1.341553165265438,0.3404801456890752,-0.5825442510159703,-0.7809449922131266,2.6229999089796063,1.2072147423962616,-1.5194646507095682,1.6136119806772,0.2713815046846341,1.1216552903574777,1.2718299735481533,-1.2396723055144745,0.7630003880054625,-0.236293160947114,0.32900766448181173,0.36644464401335963,-0.66506708901698,0.6684876041252683
201411090DET,-3.7282872709142776,-0.9559946951993753,3.9949673094323015,-1.6325531479714672,-3.1210897919383602,-2.6666378462063673,-0.9426086646424829,1.0190570607427534,0.4025376631747212,0.14366839037151485,1.2944099539287202,1.0734873540260972,2.3400884942263978,0.3817277338597732,-0.05285528670569352,-0.23995663558728286,0.13660198146301342,0.6040620833315987,1.075888546899247,0.19979691162457294,-0.5891491621985553,0.9111096086401834,0.901201905845697,-0.7431159443879627,-0.7556397013980368
201411100LAC,-5.852443844141999,-1.258606047472268,2.750486793192651,-1.4101381507959547,4.127540866550917,-1.2101141237384858,-1.0993671534065634,-0.47897612417025376,-0.12963751056236433,0.6172809764772665,-0.47991287876400535,3.03322967835726,0.1193813371503652,-0.8770846888193288,-0.3959764348662291,0.7432589113910083,-1.5955610794439077,-0.2188760304788501,-1.9054383560510695,0.25227155493068354,-1.5792775145796796,0.23015008041420149,-0.07542299731360282,0.187369566703388,0.687617671289837
201411100NYK,-4.4213508901880925,-2.278819671684342,2.104080543996289,-1.2518666807280194,0.24745864620632935,-1.0599714242109675,-3.467360253922105,0.44506075899156394,-1.3569876697385257,-0.6254901961615171,2.241716875597177,2.001866313148506,0.7299675373720264,2.146944845996694,0.5634334081298586,0.9758864392863087,0.06245325367636057,-2.1999892420918714,0.08774970710511043,-2.153468857111437,1.2710198240849033,0.4624738155704539,-0.005440686339096182,0.43110457327131374,-0.5024783305027355
201411110GSW,0.7721152382718475,-2.7579189360364555,0.9722994224638458,0.058189131172770185,5.174423500525394,1.7142629683142752,0.9005954873102725,-3.426882437551553,3.766881430129488,-0.8552559210388474,0.6902104891370513,0.5292757582124544,-0.3768551682278183,-0.35737139575630666,-0.3432129311018896,-0.7065597020590113,-0.5787392155701984,0.7862543538020368,0.07805351776112082,-0.7094657706585901,-0.24045564288654128,-1.0613673037210773,0.27029602124732677,-0.2899796060186315,0.5354415893945674
201411120BOS,0.6022474356466424,-4.215954493864406,-1.5687516652457687,-0.5702394151431281,0.4629199957649583,-3.7152531453979667,-1.9925885553028044,-1.311520421523317,0.7435222123882564,0.3496882396681421,-0.4404292020209527,1.3306934503584473,1.3037258608010138,0.12164837577332822,0.01656912216138964,1.4643550053188845,-1.4799937324599797,-0.012641153977456675,-0.36886875750534875,-1.487582104619698,-0.27863687905748635,-1.5794303590573973,0.06236430647011655,0.3183794518480766,0.13800817638602197
201411120DEN,3.2461864414213975,0.30618238291548394,1.2313584594049556,-0.8506771331862812,-3.5712274388256295,0.5223321681114912,2.224542623943488,1.3803858488097362,-0.9767882633344537,0.7280777818284759,0.20206639739037666,0.3121296405264307,-1.0217886799962919,1.2129299672739815,-0.9228578054993639,-0.7095245504966003,-0.8102273311621375,-0.14782015419132524,1.3072556069515548,0.34439443624661115,-0.8142360593479747,-1.016800348202938,0.08889940233735394,0.7009357525248486,-0.13655600212622873
201411120MIA,-7.068677499482252,-4.381570888627607,-5.680372718902959,-4.220926656561009,2.297655441878605,-1.0837791932869167,-0.6470491189085308,1.9105191434613469,-0.5062900744915916,-2.0442752727140023,-2.0994061176186833,0.06381799538539859,-0.9209148346557112,2.2636036434249474,0.6973186654562694,0.9838663867825382,2.4171723599543977,-2.01116114354602,0.3285067621105051,1.0450864394803057,-0.8312237703187295,-0.5932250002830087,-0.6897021270285391,0.8461400722324476,0.291345707481626
201411120MIN,0.1540445468643058,-1.6057389211375483,1.1605840276597816,-1.0673907964522649,0.013143490095607042,0.3959979728938606,3.2518074825986703,0.7819839530522305,1.0452627927720484,-0.5603699249519012,-1.157806016211616,1.1356786688321463,-2.1417845312256096,0.3925000552715477,-0.6905410885077765,0.8437782151060665,0.5112803391504767,0.4792098634936586,1.0615655095855379,1.005635675744855,1.368791356495986,-0.3100062062334687,-0.3052037058145801,-0.7738576066945908,0.7395727261193987
201411120NYK,-2.394062584632155,-3.58146019453563,3.260429257798446,-2.36738100017138,-2.1427085064234976,-4.162044857545483,-2.51109623800591,-1.9215524428972124,1.729857310647582,-0.17746550058166394,1.296255272432958,0.804425493563377,0.6373924374936637,-1.6674245896429447,2.623532775582493,-0.09028404928794799,-1.0498105578148582,0.9853136904078013,0.9907169281559539,-0.06057324825353338,1.250851765570065,0.8176165567013293,-0.7950086105807401,0.5772055550196805,0.384917016245893
201411130TOR,-4.0339620019332925,0.33904996885033684,-0.9745882730157736,-3.226869228172203,-2.2714998605957737,0.8759811617415892,-0.9285049041717268,3.0319082459246642,-0.21346896305973326,1.5546986130720335,0.5528209548886315,1.6269544697383953,-0.32156771418280516,-0.5317147236848825,1.8195286355654425,-1.8646985203626787,0.4479423490005646,0.5590634197469058,-0.7842211095669579,0.20806404133160183,0.3069417891450915,-0.4122189680188234,-0.14010254857965543,0.028010990239297574,-0.6482561639816145
201411140BOS,3.1707640769906633,0.402720780728942,2.2332262365944824,-3.9353703843306906,0.03549285384339737,-1.6249820916048838,-1.9464381439860454,-0.9843361896665646,2.2535742049792886,0.9659831139615802,0.15364230394891928,0.880510510117665,-0.7263100468973364,0.8058598695426297,-2.8912148323900384,-0.41510403333375,-0.7956356749986502,0.5797402016023108,-0.6063596121387547,-1.1682384000351853,-0.18532898969534065,-0.5812456711284613,0.2658548439654608,-0.17525145987042046,0.35722327342473803
201411140IND,-3.0501085047986396,-1.4857631564252927,0.48162657543482856,-0.5971297278266503,0.7186851465474089,-1.9869686248573801,2.437157987137639,0.5128677392457022,0.5211820315026224,1.3316631476025664,1.1325704997927577,-0.9749514171258558,-0.0002493103963685116,-0.3232870548635133,0.6619654680084449,1.3463516421742971,3.517496947490653,1.2813033715938107,-0.8991268619832536,0.624828603472495,0.6277658423502042,0.27763302744738644,-0.12196855566387539,-0.916441617158617,0.4662465881454139
201411140LAL,-5.718102125782103,-2.507925350067641,1.7325360167493593,1.2615579434346758,-1.1478121504759187,1.1386059895806329,2.5717060560270433,-1.6714275613929428,1.184969942482711,-1.3240171160725942,1.6242809782181375,3.7394473861681026,0.6518853527875084,-0.2742890200536442,0.21706757609468047,1.084526883387739,-0.4234874121056415,-1.25513869714517,1.2758345190224658,0.4082788834022255,-0.9155388827209429,0.8533025715790401,0.6447346314047825,-0.1395176558697347,0.5257180737913651
201411140NYK,-0.4112162817072963,-4.64016432062905,-0.6044240188047537,-4.271534454076275,-3.0072552842220213,1.0328591743497502,-1.0434626027309404,1.8715219782104622,1.9866818856199797,-0.25927632469265854,0.14187793018305325,0.4864400778813043,-3.0633677627286082,3.068387764609301,1.4384101232965758,-2.2934320412865494,-0.875617924083434,-0.07569381827336237,1.5449410012053146,1.9405914570487808,0.42853616790444155,-0.07213103629306102,-1.2662658057460394,-0.227931550640574,-0.5369944745154409
201411140OKC,-3.9230328388571087,3.9060359489909118,-3.978733635753833,1.7231079045440623,2.1130413324119766,-1.3414031895828442,-2.750462752101745,2.819671439471902,1.4247565278209977,-1.1082898257579596,0.08649178881907435,-0.4554979171827929,-0.0026450324941721106,1.9355665239836777,2.393336050833781,2.415941858114969,5.016830186489479,0.063795770959825,-0.8014270898468545,-0.36024797558196736,-0.3399811520971749,0.29033235178326633,-0.9903888338290459,-0.4183614834972534,-1.0632217168922493
201411140PHO,-2.5527254705835785,-2.0399711862120453,0.5787283220029326,-0.7170251597669987,1.3594461172908359,-4.398365013448983,1.4539475679443108,0.7162769625345561,0.9251246110588872,0.12977709287111178,0.8609975400049938,-0.8609135643399108,0.9565479807251291,-1.1774349670589974,1.6993540342863656,-1.0591364248964616,-1.8161174402033782,-0.468973708546551,1.3778832166597983,-1.4177387564359198,0.4103215641372062,-0.5796015460251943,-0.8767271913560664,0.36200427935680873,-0.325570375708877
201411150CHI,-4.147190137240103,-1.997794863053965,-0.9775380799179316,-2.855938805615907,-1.4080217107435051,-0.6943456891977348,0.5326595022203647,0.7716118249580236,1.4481570088145088,0.2621309443678848,-0.06659568620706557,-0.18012426782416363,-1.264052688085197,-0.7777593367955611,0.5323655975912497,1.2130946517583892,0.8428700726554084,0.3915637914176869,-0.6251234038292576,-0.639469237909096,0.862476404639177,0.41761733746742474,0.5072242024545124,-0.7551229130733504,-0.14372839860307482
201411160LAL,2.900476192621821,1.4520483503918273,0.9250846301035988,-2.2887657722429546,-7.850353673874668,-0.42277808769977837,3.93932549698817,1.4786829785077613,0.40096163876288543,-0.24886297883410935,2.242399425850458,1.096534472647625,0.2366717619733763,-1.016338025847719,-1.1148215782758475,-0.24696536604263755,-0.643839611755873,-0.6664785320241366,0.8413414093977671,0.3102357468804509,-0.1043499781338384,-0.3888430262347784,0.039167861094679776,0.8713838913635443,-0.3604230501597395
