,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away,away
202201090ORL,ORL,240,38,95,0.4,9,28,0.321,15,16,0.938,9,33,42,18,9,6,7,21,100,0.49,0.447,0.295,0.168,17.6,73.3,43.8,47.4,9.4,10.2,6.4,100,104,106,50.3,50.3,1.988,0.358,WAS,240,36,88,0.409,11,29,0.379,19,24,0.792,12,42,54,23,1,6,12,21,102,0.517,0.472,0.33,0.273,26.7,82.4,56.3,63.9,1,9,10.9,100,106,104,49.7,49.7,2.052,0.463
202201090POR,POR,240,37,88,0.42,17,40,0.425,12,15,0.8,10,38,48,26,6,5,16,23,103,0.544,0.517,0.455,0.17,20.8,82.6,51.1,70.3,6.2,9.3,14.5,100,106,90.6,50.5625,50.5625,2.037,0.514,SAC,240,33,85,0.388,7,31,0.226,15,21,0.714,8,38,46,20,8,5,12,17,88,0.467,0.429,0.365,0.247,17.4,79.2,48.9,60.6,8.2,10.4,11.3,100,90.6,106,49.4875,49.4875,1.778,0.404
202201090TOR,TOR,240,36,85,0.424,14,34,0.412,19,20,0.95,15,31,46,18,8,3,12,20,105,0.56,0.506,0.4,0.235,34.9,81.6,56.8,50,9.1,7.1,11.3,100,118.9,114.4,45.75,45.75,2.295,0.393,NOP,240,34,75,0.453,12,33,0.364,21,25,0.84,7,28,35,20,5,5,13,18,101,0.587,0.533,0.44,0.333,18.4,65.1,43.2,58.8,5.7,9.8,13.1,100,114.4,118.9,46.4375,46.4375,2.175,0.431
202201100BOS,BOS,265,35,88,0.398,8,28,0.286,23,28,0.821,12,41,53,17,10,6,20,19,101,0.503,0.443,0.318,0.318,24.5,80.4,53,48.6,9.5,10.5,16.6,100,95.8,92.9,54.65,60.34270833,1.848,0.311,IND,265,36,94,0.383,11,37,0.297,15,17,0.882,10,37,47,22,10,6,17,21,98,0.483,0.441,0.394,0.181,19.6,75.5,47,61.1,9.5,10,14.3,100,92.9,95.8,54.5375,60.21848958,1.797,0.403
202201100CHO,CHO,240,38,96,0.396,13,44,0.295,14,16,0.875,13,35,48,23,12,3,14,16,103,0.5,0.464,0.458,0.167,24.1,83.3,50,60.5,11.8,7.3,12,100,101.2,97.3,52.3,52.3,1.969,0.44,MIL,240,37,84,0.44,13,43,0.302,12,16,0.75,7,41,48,25,7,2,20,17,99,0.544,0.518,0.512,0.19,16.7,75.9,50,67.6,6.9,3.8,18,100,97.3,101.2,52.3,52.3,1.893,0.478
202201100DET,DET,240,48,93,0.516,19,37,0.514,11,12,0.917,9,30,39,30,9,7,11,20,126,0.641,0.618,0.398,0.129,23.1,75,49.4,62.5,9.1,13.2,10.1,100,127.8,117.6,50.35,50.35,2.502,0.596,UTA,240,44,86,0.512,11,33,0.333,17,22,0.773,10,30,40,23,9,4,16,16,116,0.606,0.576,0.384,0.256,25,76.9,50.6,52.3,9.1,7.1,14.3,100,117.6,127.8,51.225,51.225,2.265,0.449
202201100HOU,HOU,240,30,77,0.39,13,42,0.31,18,27,0.667,7,32,39,18,8,7,20,11,91,0.512,0.474,0.545,0.351,17.5,69.6,45.3,60,8.1,11.9,18.4,100,92.1,112.4,51.4125,51.4125,1.77,0.35,PHI,240,43,94,0.457,10,35,0.286,15,18,0.833,14,33,47,23,14,7,14,21,111,0.545,0.511,0.372,0.191,30.4,82.5,54.7,53.5,14.2,20,12.1,100,112.4,92.1,51.275,51.275,2.165,0.449
202201100NYK,NYK,240,40,82,0.488,13,32,0.406,18,24,0.75,9,40,49,23,7,9,15,22,111,0.6,0.567,0.39,0.293,23.1,75.5,53.3,57.5,7.3,13.6,13.9,100,115.3,99.7,49.7,49.7,2.233,0.463,SAS,240,39,95,0.411,8,29,0.276,10,15,0.667,13,30,43,19,7,7,10,18,96,0.472,0.453,0.305,0.158,24.5,76.9,46.7,48.7,7.3,14,9,100,99.7,115.3,49.5625,49.5625,1.937,0.383
202201100POR,POR,240,40,86,0.465,15,38,0.395,19,26,0.731,11,36,47,23,8,9,13,17,114,0.585,0.552,0.442,0.302,26.8,75,52.8,57.5,8.2,15.3,11.8,100,116.9,110.7,50.175,50.175,2.272,0.458,BRK,240,42,91,0.462,12,32,0.375,12,15,0.8,12,30,42,23,9,6,15,22,108,0.553,0.527,0.352,0.165,25,73.2,47.2,54.8,9.2,12.5,13.3,100,110.7,116.9,50.5625,50.5625,2.136,0.455
202201100SAC,SAC,240,39,91,0.429,14,30,0.467,16,22,0.727,15,28,43,20,10,3,10,16,108,0.536,0.505,0.33,0.242,30.6,66.7,47.3,51.3,10.7,5.7,9,100,116.1,117.2,48.225,48.225,2.24,0.415,CLE,240,43,87,0.494,10,34,0.294,13,15,0.867,14,34,48,29,6,8,16,18,109,0.582,0.552,0.391,0.172,33.3,69.4,52.7,67.4,6.4,13.1,14.6,100,117.2,116.1,48.0625,48.0625,2.268,0.603
202201110CHI,CHI,240,50,92,0.543,18,34,0.529,15,19,0.789,14,47,61,33,13,4,17,23,133,0.663,0.641,0.37,0.207,35,75.8,59.8,66,12.8,7.4,14.5,100,130.8,85.5,52.0125,52.0125,2.557,0.634,DET,240,30,89,0.337,6,35,0.171,21,27,0.778,15,26,41,17,9,7,18,20,87,0.431,0.371,0.393,0.303,24.2,65,40.2,56.7,8.8,12.1,15.1,100,85.5,130.8,52.4125,52.4125,1.66,0.324
202201110LAC,LAC,240,34,84,0.405,10,34,0.294,9,12,0.75,3,28,31,23,12,4,9,22,87,0.487,0.464,0.405,0.143,6.5,68.3,35.6,67.6,13,8.5,9.2,100,94,91.9,47.85,47.85,1.818,0.481,DEN,240,32,80,0.4,4,33,0.121,17,20,0.85,13,43,56,24,4,2,19,19,85,0.479,0.425,0.413,0.25,31.7,93.5,64.4,75,4.3,4,17.6,100,91.9,94,47.75,47.75,1.78,0.503
202201110MEM,MEM,240,44,100,0.44,14,34,0.412,14,18,0.778,11,38,49,30,11,8,11,18,116,0.537,0.51,0.34,0.18,21.2,90.5,52.1,68.2,10.5,17.4,9.2,100,110.3,102.7,54.275,54.275,2.137,0.553,GSW,240,35,82,0.427,13,36,0.361,25,29,0.862,4,41,45,25,8,5,16,19,108,0.57,0.506,0.439,0.354,9.5,78.8,47.9,71.4,7.6,7.6,14.4,100,102.7,110.3,53.8875,53.8875,2.004,0.464
202201110NOP,NOP,240,42,76,0.553,16,33,0.485,28,37,0.757,9,29,38,33,6,1,20,26,128,0.694,0.658,0.434,0.487,28.1,76.3,54.3,78.6,6,2.1,17.8,100,127.5,124.5,52.2875,52.2875,2.448,0.631,MIN,240,42,86,0.488,18,39,0.462,23,31,0.742,9,23,32,27,11,4,13,24,125,0.627,0.593,0.453,0.36,23.7,71.9,45.7,64.3,11,9.3,11.5,100,124.5,127.5,52.3625,52.3625,2.387,0.516
202201110TOR,TOR,240,36,89,0.404,8,37,0.216,15,25,0.6,22,25,47,15,11,3,14,20,95,0.475,0.449,0.416,0.281,43.1,71.4,54.7,41.7,12.3,7.1,12.3,100,105.9,110.4,46.4375,46.4375,2.046,0.323,PHO,240,35,74,0.473,11,32,0.344,18,22,0.818,10,29,39,25,10,2,20,23,99,0.592,0.547,0.432,0.297,28.6,56.9,45.3,71.4,11.1,3.8,19.3,100,110.4,105.9,47.225,47.225,2.096,0.529
202201110WAS,WAS,240,47,87,0.54,11,33,0.333,17,23,0.739,7,35,42,29,3,7,8,15,122,0.628,0.603,0.379,0.264,17.9,79.5,50.6,61.7,3.1,11.9,7.6,100,125.5,121.4,49.4625,49.4625,2.467,0.586,OKC,240,47,98,0.48,11,39,0.282,13,15,0.867,9,32,41,23,5,1,5,20,118,0.564,0.536,0.398,0.153,20.5,82.1,49.4,48.9,5.1,1.9,4.6,100,121.4,125.5,50.5625,50.5625,2.334,0.455
202201120ATL,ATL,240,31,82,0.378,13,45,0.289,16,23,0.696,6,31,37,20,8,3,14,15,91,0.494,0.457,0.549,0.28,12,75.6,40.7,64.5,8.2,6.7,13.2,100,92.9,117.4,50.4625,50.4625,1.803,0.396,MIA,240,43,90,0.478,16,45,0.356,13,14,0.929,10,44,54,28,7,4,14,20,115,0.598,0.567,0.5,0.156,24.4,88,59.3,65.1,7.1,10.8,12.7,100,117.4,92.9,50.325,50.325,2.285,0.556
202201120CHI,CHI,240,38,81,0.469,11,30,0.367,25,31,0.806,10,25,35,22,5,6,17,20,112,0.592,0.537,0.37,0.383,22.7,78.1,46.1,57.9,5,10.9,15.2,100,113,139.2,51.3625,51.3625,2.181,0.428,BRK,240,49,87,0.563,17,32,0.531,23,28,0.821,7,34,41,35,11,4,9,21,138,0.695,0.661,0.368,0.322,21.9,77.3,53.9,71.4,11.1,7.8,8.3,100,139.2,113,51.15,51.15,2.698,0.684
202201120IND,IND,240,40,86,0.465,7,36,0.194,13,20,0.65,11,26,37,27,6,5,11,24,100,0.527,0.506,0.419,0.233,26.8,78.8,50,67.5,6.6,12.5,10.4,100,109.8,130.6,47.75,47.75,2.094,0.565,BOS,240,40,78,0.513,18,38,0.474,21,25,0.84,7,30,37,23,6,5,11,22,119,0.669,0.628,0.487,0.321,21.2,73.2,50,57.5,6.6,10,11,100,130.6,109.8,46.9375,46.9375,2.535,0.49
202201120NYK,NYK,240,42,90,0.467,12,27,0.444,12,15,0.8,11,43,54,24,5,4,9,21,108,0.559,0.533,0.3,0.167,24.4,89.6,58.1,57.1,5.4,9.8,8.5,100,116.2,91.4,47.5625,47.5625,2.271,0.505,DAL,240,32,78,0.41,8,37,0.216,13,19,0.684,5,34,39,16,6,2,13,18,85,0.492,0.462,0.474,0.244,10.4,75.6,41.9,50,6.5,3.2,13.1,100,91.4,116.2,47.5125,47.5125,1.789,0.337
202201120PHI,PHI,240,34,73,0.466,12,30,0.4,18,28,0.643,3,30,33,18,3,3,16,13,98,0.574,0.548,0.411,0.384,7.9,81.1,44,52.9,3.2,5.5,15.8,100,102.9,114.5,49.65,49.65,1.974,0.363,CHO,240,46,89,0.517,10,34,0.294,7,8,0.875,7,35,42,29,9,3,10,21,109,0.589,0.573,0.382,0.09,18.9,92.1,56,63,9.5,7,9.8,100,114.5,102.9,47.9,47.9,2.276,0.605
202201120SAC,SAC,240,49,89,0.551,11,30,0.367,16,19,0.842,8,37,45,28,8,7,12,20,125,0.642,0.612,0.337,0.213,21.1,71.2,50,57.1,8,13.7,11,100,125.7,116.6,51.0125,51.0125,2.45,0.549,LAL,240,42,98,0.429,16,47,0.34,16,24,0.667,15,30,45,25,6,3,9,19,116,0.534,0.51,0.48,0.245,28.8,78.9,50,59.5,6,5.1,7.7,100,116.6,125.7,51.7,51.7,2.244,0.484
202201120SAS,SAS,240,43,99,0.434,17,46,0.37,21,27,0.778,9,34,43,27,10,5,9,24,124,0.559,0.52,0.465,0.273,17,89.5,47.3,62.8,9.4,10.9,7.5,100,116.3,120,55.9125,55.9125,2.218,0.483,HOU,240,45,82,0.549,16,36,0.444,22,32,0.688,4,44,48,23,5,7,14,24,128,0.666,0.646,0.439,0.39,10.5,83,52.7,51.1,4.7,13.2,12.7,100,120,116.3,53.6,53.6,2.388,0.429
202201120UTA,UTA,240,34,85,0.4,16,47,0.34,7,11,0.636,4,28,32,11,7,2,7,16,91,0.506,0.494,0.553,0.129,8.5,80,39,32.4,7.6,3.9,7.2,100,98.7,120.4,46.6125,46.6125,1.952,0.236,CLE,240,43,81,0.531,11,30,0.367,14,17,0.824,7,43,50,28,6,3,13,17,111,0.627,0.599,0.37,0.21,20,91.5,61,65.1,6.5,7.9,12.8,100,120.4,98.7,47.5375,47.5375,2.335,0.589
202201120WAS,WAS,240,43,82,0.524,10,31,0.323,16,21,0.762,6,36,42,26,6,4,10,14,112,0.614,0.585,0.378,0.256,16.2,66.7,46.2,60.5,6.4,6.3,9.9,100,119.6,113.2,47.9875,47.9875,2.334,0.542,ORL,240,41,99,0.414,11,35,0.314,13,16,0.813,18,31,49,31,6,6,9,16,106,0.5,0.47,0.354,0.162,33.3,83.8,53.8,75.6,6.4,11.8,7.8,100,113.2,119.6,48.8,48.8,2.172,0.635
202201130BRK,BRK,240,41,98,0.418,7,32,0.219,20,22,0.909,21,29,50,16,7,11,12,19,109,0.506,0.454,0.327,0.224,42,76.3,56.8,39,7.4,23.9,10,100,114.6,136.7,49.725,49.725,2.192,0.322,OKC,240,47,91,0.516,20,45,0.444,16,18,0.889,9,29,38,32,8,7,10,19,130,0.657,0.626,0.495,0.198,23.7,58,43.2,68.1,8.4,10.6,9.2,100,136.7,114.6,50.275,50.275,2.586,0.636
202201130DEN,DEN,240,52,83,0.627,21,42,0.5,15,20,0.75,6,34,40,35,7,3,15,25,140,0.763,0.753,0.506,0.241,20.7,75.6,54.1,67.3,7,6.5,14,100,140.7,108.5,50.75,50.75,2.759,0.69,POR,240,39,86,0.453,13,40,0.325,17,28,0.607,11,23,34,28,11,5,15,18,108,0.549,0.529,0.465,0.326,24.4,79.3,45.9,71.8,11.1,12.2,13.2,100,108.5,140.7,51.65,51.65,2.091,0.542
202201130MEM,MEM,240,42,92,0.457,8,32,0.25,24,35,0.686,16,40,56,22,10,7,13,15,116,0.54,0.5,0.348,0.38,32,76.9,54.9,52.4,9.8,14.6,10.8,100,113.2,105.4,52.8125,52.8125,2.196,0.417,MIN,240,41,96,0.427,15,48,0.313,11,14,0.786,12,34,46,23,4,8,15,26,108,0.529,0.505,0.5,0.146,23.1,68,45.1,56.1,3.9,13.3,12.8,100,105.4,113.2,52.825,52.825,2.044,0.435
202201130MIL,MIL,240,44,86,0.512,18,41,0.439,12,18,0.667,5,49,54,29,10,7,16,16,118,0.628,0.616,0.477,0.209,11.9,80.3,52.4,65.9,9.5,14.9,14.6,100,112.2,94.1,52.775,52.775,2.236,0.55,GSW,240,33,95,0.347,16,48,0.333,17,24,0.708,12,37,49,20,9,2,15,15,99,0.469,0.432,0.505,0.253,19.7,88.1,47.6,60.6,8.6,4.4,12.4,100,94.1,112.2,54.7,54.7,1.81,0.366
202201130NOP,NOP,240,43,97,0.443,14,39,0.359,13,16,0.813,13,44,57,23,8,4,6,18,113,0.543,0.515,0.402,0.165,24.1,89.8,55.3,53.5,8.2,8.5,5.5,100,116.5,91.7,48.8,48.8,2.316,0.471,LAC,240,31,81,0.383,10,34,0.294,17,20,0.85,5,41,46,19,2,7,15,16,89,0.496,0.444,0.42,0.247,10.2,75.9,44.7,61.3,2.1,12.1,14.3,100,91.7,116.5,50.25,50.25,1.771,0.378
202201140CHI,CHI,240,37,87,0.425,10,38,0.263,12,18,0.667,10,26,36,26,4,5,14,19,96,0.506,0.483,0.437,0.207,20.8,74.3,43.4,70.3,4.1,9.6,12.9,100,99.2,142.6,49.775,49.775,1.929,0.522,GSW,240,53,94,0.564,19,42,0.452,13,17,0.765,9,38,47,39,12,5,7,17,138,0.68,0.665,0.447,0.181,25.7,79.2,56.6,73.6,12.4,10.2,6.5,100,142.6,99.2,50.0375,50.0375,2.758,0.779
202201140CHO,CHO,240,40,97,0.412,12,42,0.286,17,21,0.81,11,33,44,28,9,5,16,20,109,0.513,0.474,0.433,0.216,22,89.2,50.6,70,8.4,11.9,13.1,100,101.3,107.8,55.9875,55.9875,1.947,0.5,ORL,240,45,87,0.517,15,45,0.333,11,15,0.733,4,39,43,32,9,4,19,18,116,0.62,0.603,0.517,0.172,10.8,78,49.4,71.1,8.4,7.3,16.9,100,107.8,101.3,54.5625,54.5625,2.126,0.586
202201140DET,DET,240,38,81,0.469,8,27,0.296,19,23,0.826,9,34,43,22,7,6,8,25,103,0.565,0.519,0.333,0.284,23.1,68,48.3,57.9,8,12.2,8.1,100,117.2,99,45.4625,45.4625,2.266,0.484,TOR,240,28,87,0.322,11,38,0.289,20,26,0.769,16,30,46,18,5,4,11,24,87,0.442,0.385,0.437,0.299,32,76.9,51.7,64.3,5.7,7.4,10.1,100,99,117.2,47.175,47.175,1.844,0.382
202201140IND,IND,240,34,88,0.386,13,43,0.302,13,18,0.722,9,33,42,20,9,7,12,20,94,0.49,0.46,0.489,0.205,18.8,73.3,45.2,58.8,9.3,11.7,11.1,100,97,115.5,49.775,49.775,1.888,0.402,PHO,240,40,88,0.455,11,28,0.393,21,23,0.913,12,39,51,24,8,6,14,18,112,0.571,0.517,0.318,0.261,26.7,81.3,54.8,60,8.3,13.3,12.5,100,115.5,97,50.4625,50.4625,2.219,0.476
202201140MEM,MEM,240,34,89,0.382,7,31,0.226,10,13,0.769,10,31,41,19,8,6,14,16,85,0.449,0.421,0.348,0.146,18.5,79.5,44.1,55.9,8.1,10.2,12.9,100,85.8,113.1,49.5875,49.5875,1.714,0.383,DAL,240,47,91,0.516,8,32,0.25,10,16,0.625,8,44,52,30,8,1,13,19,112,0.571,0.56,0.352,0.176,20.5,81.5,55.9,63.8,8.1,1.7,11.7,100,113.1,85.8,51.8,51.8,2.162,0.579
202201140MIA,MIA,240,41,77,0.532,14,30,0.467,28,30,0.933,9,28,37,30,6,5,15,27,124,0.687,0.623,0.39,0.39,26.5,75.7,52.1,73.2,6.3,12.2,14.3,100,131.1,124.8,48.625,48.625,2.55,0.617,ATL,240,38,79,0.481,16,38,0.421,26,30,0.867,9,25,34,26,6,6,15,27,118,0.64,0.582,0.481,0.38,24.3,73.5,47.9,68.4,6.3,12.8,14,100,124.8,131.1,49.625,49.625,2.378,0.524
202201140PHI,PHI,240,38,85,0.447,14,41,0.341,21,25,0.84,7,33,40,26,12,4,9,19,111,0.578,0.529,0.482,0.294,15.9,82.5,47.6,68.4,12.4,8.5,8.6,100,114.7,102.3,49.4375,49.4375,2.245,0.526,BOS,240,37,78,0.474,11,31,0.355,14,18,0.778,7,37,44,20,4,4,20,21,99,0.576,0.545,0.397,0.231,17.5,84.1,52.4,54.1,4.1,9.1,18.9,100,102.3,114.7,49.775,49.775,1.989,0.402
202201140SAC,SAC,240,48,96,0.5,13,37,0.351,17,24,0.708,13,40,53,33,8,7,14,23,126,0.591,0.568,0.385,0.25,26,75.5,51.5,68.8,7.5,12.1,11.6,100,117.4,106.2,54.2,54.2,2.325,0.609,HOU,240,44,101,0.436,13,43,0.302,13,16,0.813,13,37,50,25,7,4,16,19,114,0.528,0.5,0.426,0.158,24.5,74,48.5,56.8,6.5,6.8,12.9,100,106.2,117.4,55.8,55.8,2.043,0.448
202201140SAS,SAS,240,42,92,0.457,15,34,0.441,10,13,0.769,10,37,47,22,6,5,15,24,109,0.558,0.538,0.37,0.141,22.7,75.5,50.5,52.4,6,6.7,13.3,100,108.6,113.5,51.5875,51.5875,2.113,0.426,CLE,240,46,95,0.484,8,20,0.4,14,24,0.583,12,34,46,24,7,3,9,13,114,0.54,0.526,0.211,0.253,24.5,77.3,49.5,52.2,7,5.2,7.9,100,113.5,108.6,51.7,51.7,2.205,0.464
202201150ATL,ATL,240,40,80,0.5,16,44,0.364,12,17,0.706,4,27,31,23,5,5,9,20,108,0.617,0.6,0.55,0.213,10.8,71.1,41.3,57.5,5.6,9.6,9.3,100,120.1,130.1,46.5375,46.5375,2.321,0.494,NYK,240,42,83,0.506,13,31,0.419,20,26,0.769,11,33,44,24,2,0,8,20,117,0.619,0.584,0.373,0.313,28.9,89.2,58.7,57.1,2.2,0,7.8,100,130.1,120.1,46.175,46.175,2.534,0.52
202201150BOS,BOS,240,44,90,0.489,9,26,0.346,17,19,0.895,17,33,50,27,6,6,11,15,114,0.58,0.539,0.289,0.211,40.5,82.5,61,61.4,6.7,10.3,10.1,100,126.9,124.7,46.5125,46.5125,2.451,0.58,CHI,240,44,87,0.506,12,29,0.414,12,15,0.8,7,25,32,31,3,3,6,19,112,0.598,0.575,0.333,0.172,17.5,59.5,39,70.5,3.3,4.7,6,100,124.7,126.9,46.5625,46.5625,2.405,0.666
202201150BRK,BRK,240,46,84,0.548,12,27,0.444,16,17,0.941,9,35,44,30,5,5,14,21,120,0.656,0.619,0.321,0.202,28.1,74.5,55.7,65.2,5.3,8.9,13.3,100,127.6,111.6,48.5375,48.5375,2.472,0.618,NOP,240,40,87,0.46,9,31,0.29,16,24,0.667,12,23,35,27,9,3,11,18,105,0.538,0.511,0.356,0.276,25.5,71.9,44.3,67.5,9.6,5.3,10.1,100,111.6,127.6,48.7,48.7,2.156,0.554
202201150DAL,DAL,240,32,78,0.41,12,34,0.353,32,38,0.842,12,35,47,16,6,3,9,18,108,0.57,0.487,0.436,0.487,27.3,87.5,56,50,6.6,5.9,8.7,100,118.8,101.2,46.525,46.525,2.321,0.344,ORL,240,37,77,0.481,7,26,0.269,11,16,0.688,5,32,37,16,7,3,15,26,92,0.547,0.526,0.338,0.208,12.5,72.7,44,43.2,7.7,6.8,15.1,100,101.2,118.8,47.3,47.3,1.945,0.338
202201150DEN,DEN,240,47,91,0.516,23,40,0.575,16,17,0.941,9,42,51,35,9,2,6,17,133,0.675,0.643,0.44,0.187,21.4,84,55.4,74.5,9.7,3.8,5.7,100,143.4,103.5,48.0375,48.0375,2.769,0.729,LAL,240,36,82,0.439,10,30,0.333,14,19,0.737,8,33,41,21,4,3,10,15,96,0.531,0.5,0.366,0.232,16,78.6,44.6,58.3,4.3,5.9,10,100,103.5,143.4,46.5125,46.5125,2.064,0.451
202201150MIA,MIA,240,33,86,0.384,9,35,0.257,23,30,0.767,12,31,43,24,10,4,10,18,98,0.494,0.436,0.407,0.349,24.5,83.8,50,72.7,10.5,8.5,9.2,100,103.3,114.9,49.125,49.125,1.995,0.489,PHI,240,40,79,0.506,13,32,0.406,16,21,0.762,6,37,43,24,5,5,15,22,109,0.618,0.589,0.405,0.266,16.2,75.5,50,60,5.3,9.8,14.5,100,114.9,103.3,48.9875,48.9875,2.225,0.49
202201150MIL,MIL,240,26,77,0.338,12,39,0.308,32,35,0.914,9,32,41,19,8,8,13,23,96,0.519,0.416,0.506,0.455,20.9,66.7,45.1,73.1,8.5,14.3,12.3,100,102.5,109.9,48.8125,48.8125,1.967,0.389,TOR,240,40,91,0.44,12,35,0.343,11,20,0.55,16,34,50,25,7,8,14,25,103,0.516,0.505,0.385,0.22,33.3,79.1,54.9,62.5,7.5,21.1,12.3,100,109.9,102.5,49.25,49.25,2.091,0.508
202201150OKC,OKC,240,36,83,0.434,10,27,0.37,20,22,0.909,14,37,51,17,4,5,15,21,102,0.55,0.494,0.325,0.265,35,77.1,58,47.2,4.4,9.6,13.9,100,112.3,117.8,47.225,47.225,2.16,0.36,CLE,240,40,87,0.46,9,35,0.257,18,25,0.72,11,26,37,28,6,4,7,13,107,0.546,0.511,0.402,0.287,22.9,65,42,70,6.6,7.1,6.7,100,117.8,112.3,47.4375,47.4375,2.256,0.59
202201150SAS,SAS,240,34,83,0.41,11,37,0.297,22,27,0.815,15,39,54,19,6,5,14,12,101,0.532,0.476,0.446,0.325,31.3,65,50,55.9,6.5,8.1,12.9,100,109,101.4,47.4125,47.4125,2.13,0.401,LAC,240,38,100,0.38,12,38,0.316,6,8,0.75,21,33,54,24,8,4,14,21,94,0.454,0.44,0.38,0.08,35,68.8,50,63.2,8.6,8.7,11.9,100,101.4,109,48.4,48.4,1.942,0.496
202201150WAS,WAS,240,39,90,0.433,12,37,0.324,20,23,0.87,10,33,43,20,4,3,20,26,110,0.549,0.5,0.411,0.256,24.4,80.5,52.4,51.3,3.9,6.5,16.7,100,106.1,111,55.4625,55.4625,1.983,0.361,POR,240,39,85,0.459,13,39,0.333,24,35,0.686,8,31,39,19,13,2,12,25,115,0.573,0.535,0.459,0.412,19.5,75.6,47.6,48.7,12.5,3.8,10.7,100,111,106.1,52.8125,52.8125,2.178,0.36
202201160DEN,DEN,240,42,95,0.442,11,43,0.256,7,8,0.875,6,33,39,32,5,2,9,22,102,0.518,0.5,0.453,0.084,12.5,78.6,43.3,76.2,5.1,4.4,8.4,100,104.3,127.9,50.9,50.9,2.004,0.629,UTA,240,44,84,0.524,15,39,0.385,22,29,0.759,9,42,51,26,8,5,9,16,125,0.646,0.613,0.464,0.345,21.4,87.5,56.7,59.1,8.2,9.6,8.5,100,127.9,104.3,48.8875,48.8875,2.557,0.532
202201160DET,DET,240,38,82,0.463,9,25,0.36,23,34,0.676,5,27,32,25,6,2,9,20,108,0.557,0.518,0.305,0.415,11.1,71.1,38.6,65.8,6,3.3,8.5,100,107.3,134.2,51.075,51.075,2.115,0.489,PHO,240,51,87,0.586,11,27,0.407,22,30,0.733,11,40,51,30,4,7,14,26,135,0.674,0.649,0.31,0.345,28.9,88.9,61.4,58.8,4,12.3,12.3,100,134.2,107.3,52.125,52.125,2.59,0.576
202201160MIN,MIN,240,45,91,0.495,16,43,0.372,13,20,0.65,6,41,47,30,8,9,15,21,119,0.596,0.582,0.473,0.22,13,85.4,50,66.7,7.7,22.5,13.1,100,114.2,95,54.75,54.75,2.174,0.548,GSW,240,32,82,0.39,13,42,0.31,22,29,0.759,7,40,47,20,6,3,15,17,99,0.522,0.47,0.512,0.354,14.6,87,50,62.5,5.8,6.3,13.7,100,95,114.2,51.8875,51.8875,1.908,0.385
202201160SAC,SAC,240,41,91,0.451,12,38,0.316,18,24,0.75,7,30,37,26,16,2,12,24,112,0.551,0.516,0.418,0.264,14,88.2,44,63.4,15.4,5.6,10.6,100,107.5,113.3,53.7,53.7,2.086,0.484,HOU,240,41,76,0.539,16,40,0.4,20,24,0.833,4,43,47,22,6,3,22,20,118,0.682,0.645,0.526,0.316,11.8,86,56,53.7,5.8,5.7,20.3,100,113.3,107.5,52.7,52.7,2.239,0.417
202201170ATL,ATL,240,38,86,0.442,15,36,0.417,30,32,0.938,10,36,46,25,7,8,13,18,121,0.605,0.529,0.419,0.372,23.3,80,52.3,65.8,7,16,11.5,100,121,114,52.1,52.1,2.322,0.48,MIL,240,39,88,0.443,16,38,0.421,20,24,0.833,9,33,42,21,8,4,13,28,114,0.578,0.534,0.432,0.273,20,76.7,47.7,53.8,8,8,11.7,100,114,121,51.7,51.7,2.205,0.406
202201170BOS,BOS,240,38,80,0.475,10,32,0.313,18,20,0.9,5,42,47,22,6,4,14,18,104,0.586,0.538,0.4,0.25,13.2,84,53.4,57.9,6.2,7,13.6,100,108,95.6,49.25,49.25,2.112,0.447,NOP,240,36,87,0.414,9,30,0.3,11,18,0.611,8,33,41,23,10,4,11,15,92,0.485,0.466,0.345,0.207,16,86.8,46.6,63.9,10.4,8.3,10.4,100,95.6,108,49.275,49.275,1.867,0.467
202201170CLE,CLE,240,42,81,0.519,11,32,0.344,19,21,0.905,8,32,40,26,7,3,15,14,114,0.632,0.586,0.395,0.259,22.9,80,53.3,61.9,7.4,5.7,14.3,100,120,112.6,48.9875,48.9875,2.327,0.531,BRK,240,41,83,0.494,12,30,0.4,13,18,0.722,8,27,35,27,11,4,14,22,107,0.588,0.566,0.361,0.217,20,77.1,46.7,65.9,11.6,8.2,13.3,100,112.6,120,48.775,48.775,2.194,0.554
202201170DAL,DAL,240,35,88,0.398,12,37,0.324,22,28,0.786,11,36,47,28,10,7,11,19,104,0.518,0.466,0.42,0.318,22.9,87.8,52.8,80,10.2,14.6,9.9,100,105.8,103.7,50.65,50.65,2.053,0.553,OKC,240,36,83,0.434,11,35,0.314,19,24,0.792,5,37,42,20,10,2,13,23,102,0.545,0.5,0.422,0.289,12.2,77.1,47.2,55.6,10.2,3.9,12.2,100,103.7,105.8,51.2,51.2,1.992,0.391
