gameId,teamAbbr,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3pAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ortg,Drtg,poss,pace,poss_per_poss,ass_per_poss,gameId.1,teamAbbr.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,TS%.1,eFG%.1,3pAr.1,FTr.1,ORB%.1,DRB%.1,TRB%.1,AST%.1,STL%.1,BLK%.1,TOV%.1,USG%.1,Ortg.1,Drtg.1,poss.1,pace.1,poss_per_poss.1,ass_per_poss.1
201611040LAL,LAL,240.0,40.0,87.8,0.4542,8.6,28.0,0.3152,18.6,22.4,0.8304,11.0,30.8,41.8,19.0,10.0,4.8,16.8,24.2,107.2,0.5478,0.5034000000000001,0.3188,0.2552,26.06,74.08,49.86,47.760000000000005,9.88,8.86,14.64,100.0,106.8,110.3,52.120000000000005,52.120000000000005,2.0576,0.3652,,LAL,240.0,40.4,85.6,0.4704,8.6,28.0,0.3056,21.4,28.4,0.7628,10.8,31.4,42.2,24.2,9.8,4.6,16.0,20.4,110.8,0.564,0.5204000000000001,0.3284,0.3399999999999999,25.920000000000005,73.94,50.14,59.0,9.62,7.779999999999999,13.96,100.0,110.3,106.80000000000004,52.145,52.145,2.1246,0.4604
201611040MEM,MEM,250.0,34.4,84.6,0.4067999999999999,9.4,26.2,0.353,19.2,25.6,0.7504000000000001,10.8,32.4,43.2,18.4,9.4,4.8,15.2,25.0,97.4,0.5082,0.4622,0.3099999999999999,0.307,23.700000000000003,78.66,49.42,52.66,9.56,8.120000000000001,13.7,100.0,100.18,105.14,50.58,52.776354166,1.9312,0.3634,,MEM,250.0,37.4,81.4,0.4615999999999999,8.0,23.6,0.3485999999999999,19.4,26.4,0.7487999999999999,8.8,35.0,43.8,21.8,7.2,5.4,15.6,23.8,102.2,0.5504,0.5112,0.2904,0.3268,21.34,76.3,50.58,57.94,7.339999999999999,9.14,14.34,100.0,105.14,100.18,50.370000000000005,52.541614584,2.0336000000000003,0.434
201611040NOP,NOP,245.0,36.6,88.2,0.4128,6.4,24.6,0.2474,18.6,24.2,0.76,7.6,34.8,42.4,22.8,10.2,5.8,13.4,23.0,98.2,0.4948,0.4502,0.284,0.2769999999999999,15.38,77.62,45.04,61.54,9.86,9.36,11.98,100.0,95.5,103.92,52.7475,53.837083334,1.8554,0.427,,NOP,245.0,38.6,88.4,0.4373999999999999,9.0,27.0,0.3359999999999999,20.4,25.0,0.8178000000000001,10.0,41.6,51.6,24.2,8.4,4.6,15.8,21.2,106.6,0.5364,0.4881999999999999,0.305,0.2854,22.380000000000003,84.61999999999998,54.96,62.02,8.16,7.7,13.52,100.0,103.92,95.5,53.0375,54.157291666000006,2.011,0.457
201611040TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201611040TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611040UTA,UTA,240.0,34.6,76.6,0.4506,9.6,24.8,0.3809999999999999,16.8,22.6,0.7758,7.0,33.2,40.2,18.2,6.4,5.0,13.0,20.0,95.6,0.5516,0.5132000000000001,0.3238,0.2961999999999999,17.580000000000002,81.22,50.64,52.81999999999999,7.12,8.84,13.04,100.0,106.26000000000002,102.7,46.6675,46.6675,2.0460000000000003,0.3906,,UTA,240.0,34.2,79.0,0.4347999999999999,8.2,23.0,0.3732,15.8,18.8,0.8333999999999999,8.0,31.2,39.2,18.4,5.8,4.6,12.0,19.2,92.4,0.531,0.4871999999999999,0.2906000000000001,0.238,18.78,82.44000000000001,49.36,53.7,6.44,9.080000000000002,12.06,100.0,102.7,106.26,45.965,45.965,2.0102,0.4012
201611040WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201611040WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611050ATL,ATL,240.0,38.4,84.0,0.4559999999999999,8.8,26.6,0.3246,20.8,30.6,0.6958,11.4,33.8,45.2,27.0,11.4,4.8,16.4,19.2,106.4,0.5462,0.5084,0.3174,0.3692,25.84,79.32000000000001,52.31999999999999,70.42,11.36,7.76,14.320000000000002,100.0,106.26,96.58,51.7675,51.7675,2.0592,0.5222,,ATL,240.0,36.6,83.8,0.4354,7.0,20.6,0.3344,16.6,21.4,0.7678,8.8,32.2,41.0,20.8,10.2,5.4,18.4,24.4,96.8,0.5184,0.4774000000000001,0.2477999999999999,0.2583999999999999,20.7,74.16,47.68000000000001,56.74,10.179999999999998,9.72,16.580000000000005,100.0,96.58,106.26000000000002,51.782500000000006,51.782500000000006,1.8708,0.403
201611050DET,DET,240.0,40.0,88.8,0.4492,6.6,19.8,0.355,13.4,18.0,0.7567999999999999,10.6,36.8,47.4,21.4,8.4,3.8,12.6,16.6,100.0,0.5166000000000001,0.4864,0.2238,0.2054,23.58,78.74,51.260000000000005,53.4,8.819999999999999,6.3,11.5,100.0,105.09999999999998,99.1,49.675,49.675,2.0128,0.4307999999999999,,DET,240.0,36.8,86.0,0.4322,7.0,22.0,0.3017999999999999,13.8,17.4,0.781,10.2,34.4,44.6,20.8,8.4,3.8,12.4,18.8,94.4,0.508,0.474,0.2578,0.2044,21.26,76.42,48.74,56.81999999999999,8.819999999999999,5.279999999999999,11.74,100.0,99.1,105.1,48.2325,48.2325,1.9554,0.431
201611050IND,IND,245.0,41.2,89.4,0.4624,8.8,22.4,0.3998,18.2,23.8,0.7750000000000001,10.2,31.6,41.8,26.8,10.0,6.2,15.6,20.8,109.4,0.5486,0.512,0.252,0.2676,22.5,72.17999999999999,46.9,65.0,9.78,10.6,13.539999999999996,100.0,106.88,113.0,53.05250000000001,54.27281250000001,2.0594,0.508,,IND,245.0,43.0,89.6,0.483,11.0,31.4,0.353,18.0,21.6,0.8298,11.6,35.0,46.6,25.2,8.0,5.2,16.6,22.4,115.0,0.5826,0.5436,0.3458,0.2442,27.82,77.5,53.120000000000005,57.81999999999999,7.88,7.7,14.36,100.0,113.0,106.88,52.42999999999999,53.654479166,2.2038,0.4876
201611050MIL,MIL,240.0,41.0,88.0,0.4676,7.4,22.8,0.3087999999999999,16.8,20.6,0.8131999999999999,10.2,33.8,44.0,26.4,9.4,5.0,14.0,21.8,106.2,0.5476,0.5098,0.2599999999999999,0.235,23.7,74.74000000000001,49.52,64.2,9.48,8.540000000000001,12.54,100.0,107.23999999999998,107.98,50.7925,50.7925,2.0844,0.5186,,MIL,240.0,38.0,84.8,0.4479999999999999,8.4,25.2,0.3318,22.2,28.0,0.7924,11.4,34.2,45.6,25.0,10.4,5.8,15.4,19.6,106.6,0.549,0.4984,0.2982,0.3326,25.26,76.3,50.48,65.78,10.48,8.76,13.62,100.0,107.98,107.23999999999998,51.05,51.05,2.0878,0.49
201611050OKC,OKC,245.0,38.6,91.2,0.4226,7.0,23.2,0.2954,17.8,25.8,0.6926,12.0,37.6,49.6,19.0,9.8,4.4,17.6,22.6,102.0,0.4962,0.4612,0.255,0.2824,26.160000000000004,80.02000000000001,53.38,48.78,9.38,7.359999999999999,14.6,100.0,98.04,98.12,54.5275,55.79885416599999,1.8696,0.3508,,OKC,245.0,38.6,88.2,0.4372000000000001,8.0,27.2,0.295,16.4,23.8,0.6824,9.2,33.8,43.0,21.0,10.6,6.8,16.2,21.2,101.6,0.5146,0.4826,0.3083999999999999,0.2692,19.98,73.84,46.620000000000005,54.9,10.16,10.38,14.080000000000002,100.0,98.12,98.04,53.2525,54.473333334,1.9162,0.3996
201611050ORL,ORL,240.0,37.0,89.0,0.417,7.6,25.4,0.3,14.8,21.2,0.6982,13.4,31.0,44.4,22.8,6.2,4.4,12.8,16.0,96.4,0.4913999999999999,0.4602,0.287,0.2415999999999999,28.64,73.85999999999999,49.7,61.38,6.5600000000000005,6.980000000000001,11.46,100.0,102.46,109.48,49.235,49.235,1.9578,0.4631999999999999,,ORL,240.0,41.8,88.2,0.4735999999999999,7.6,22.0,0.3508,12.0,17.0,0.7176,11.2,34.0,45.2,23.2,6.8,5.2,12.0,20.6,103.2,0.5404,0.5174000000000001,0.2514,0.196,26.14,71.36,50.3,55.120000000000005,7.24,8.02,11.26,100.0,109.48,102.46,48.5375,48.5375,2.125,0.4763999999999999
201611050PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201611050PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611050SAS,SAS,240.0,35.6,80.6,0.4418,7.6,20.0,0.3812,20.6,23.8,0.8664,8.4,35.0,43.4,20.0,7.0,6.6,10.6,21.4,99.4,0.5454,0.4888,0.2482,0.2954,19.5,85.75999999999999,51.6,56.3,7.640000000000001,12.22,10.36,100.0,108.06000000000002,101.04,47.0525,47.0525,2.1126,0.4255999999999999,,SAS,240.0,33.0,78.4,0.422,8.6,23.8,0.3478,18.2,24.2,0.7449999999999999,6.0,34.4,40.4,18.4,6.4,4.6,11.6,20.6,92.8,0.5234000000000001,0.4774,0.305,0.3158,14.26,80.5,48.4,56.34,6.959999999999999,7.7,11.5,100.0,101.04,108.06,47.7475,47.7475,1.9448,0.3852
201611060BOS,BOS,240.0,42.4,85.8,0.494,11.8,30.0,0.3915999999999999,14.2,19.6,0.7232,7.8,32.8,40.6,27.2,7.4,6.2,12.6,24.6,110.8,0.5864,0.5631999999999999,0.3494,0.2304,18.56,73.52000000000001,47.22,63.92,7.540000000000001,11.48,11.76,100.0,113.76,112.51999999999998,49.955,49.955,2.214,0.5432,,BOS,240.0,37.4,86.6,0.4318000000000001,11.2,31.0,0.3647999999999999,23.6,30.2,0.7796,12.2,33.4,45.6,22.8,6.8,4.6,12.6,19.0,109.6,0.5484,0.496,0.3566,0.3545999999999999,26.48,81.44,52.78000000000001,61.58,7.0,8.26,11.06,100.0,112.52,113.76,50.6725,50.6725,2.1602,0.4503999999999999
201611060DAL,DAL,245.0,35.8,86.0,0.4164,10.8,32.4,0.3264,15.0,18.4,0.8109999999999999,8.4,32.8,41.2,18.4,7.2,4.0,11.4,21.2,97.4,0.5164,0.4773999999999999,0.372,0.2153999999999999,18.0,81.97999999999999,47.92,51.08,7.44,7.18,10.78,100.0,100.52,109.74,48.87,50.094479166,1.9882,0.3736,,DAL,245.0,37.0,80.2,0.4602,12.0,27.6,0.4434,20.2,27.6,0.7246,7.2,37.4,44.6,21.2,7.4,3.4,15.4,21.4,106.2,0.5746,0.5366000000000001,0.3514,0.3462,18.020000000000003,82.0,52.080000000000005,56.84,7.539999999999999,6.279999999999999,14.34,100.0,109.73999999999998,100.52,50.75500000000001,51.97531250000001,2.0874,0.414
201611060LAL,LAL,240.0,40.0,89.0,0.4478000000000001,7.8,27.0,0.3,18.8,22.2,0.8478,12.0,32.2,44.2,20.0,9.8,5.0,17.0,23.2,106.6,0.5384,0.492,0.3034,0.25,27.360000000000003,75.24000000000001,51.06,49.98,9.62,9.32,14.66,100.0,105.5,106.3,52.2725,52.2725,2.0394,0.383,,LAL,240.0,39.4,85.6,0.4586,8.2,28.6,0.2885999999999999,20.4,27.0,0.7620000000000001,10.6,31.8,42.4,23.6,10.4,5.0,17.2,18.4,107.4,0.55,0.5066,0.3354,0.3238,24.76,72.64,48.94,59.16,10.14,8.32,14.939999999999998,100.0,106.3,105.50000000000004,52.5125,52.5125,2.0456000000000003,0.4452
201611060MEM,MEM,250.0,33.4,85.4,0.3905999999999999,9.0,26.6,0.3305999999999999,18.8,24.6,0.7642,11.2,32.6,43.8,19.8,9.0,4.4,16.2,25.6,94.6,0.4911999999999999,0.4429999999999999,0.312,0.2918,23.64,80.0,49.52,58.88,9.08,7.979999999999999,14.44,100.0,96.22,104.34,51.0425,53.238854166,1.855,0.3878,,MEM,250.0,36.6,81.2,0.4529999999999999,8.4,25.4,0.3412,20.8,27.2,0.7744,8.0,36.2,44.2,21.6,9.4,5.6,15.8,23.8,102.4,0.5506,0.5054000000000001,0.3122,0.337,20.0,76.35999999999999,50.48,58.7,9.58,9.419999999999998,14.5,100.0,104.34,96.22,50.96,53.131614584,2.0134,0.425
201611060NYK,NYK,240.0,38.0,84.6,0.4506,7.8,22.2,0.3532,17.0,24.0,0.7266000000000001,9.0,31.0,40.0,21.8,6.6,5.4,12.4,22.4,100.8,0.5294000000000001,0.4965999999999999,0.2626,0.2894,20.92,70.2,46.1,56.54,6.840000000000001,8.819999999999999,11.38,100.0,105.36,113.36,49.7,49.7,2.0362,0.4429999999999999,,NYK,240.0,40.4,88.4,0.4564,10.6,27.2,0.4138,17.6,24.0,0.727,13.2,33.8,47.0,21.8,7.6,4.8,13.4,21.0,109.0,0.5504,0.5162,0.3064,0.2728,29.8,79.08000000000001,53.9,53.32000000000001,7.8,7.580000000000001,11.82,100.0,113.36,105.36,49.99999999999999,49.99999999999999,2.1794,0.4324
