,,teamAbbr,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3pAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ortg,Drtg,poss,pace,poss_per_poss,ass_per_poss
202101230CHI,1,CHI,242.5,42.7,90.3,0.4738,15.0,39.0,0.3785,18.6,24.5,0.7518,10.1,33.7,43.8,23.4,9.5,3.5,14.1,18.6,119.0,0.5895,0.557,0.4312,0.2744,22.25,81.21,50.04,54.55,9.1,6.54,12.23,100.0,115.13,112.93,52.96875,53.59583333,2.2522,0.443
202101230CHI,0,CHI,242.5,42.7,90.3,0.4738,15.0,39.0,0.3785,18.6,24.5,0.7518,10.1,33.7,43.8,23.4,9.5,3.5,14.1,18.6,119.0,0.5895,0.557,0.4312,0.2744,22.25,81.21,50.04,54.55,9.1,6.54,12.23,100.0,115.13,112.93,52.96875,53.59583333,2.2522,0.443
202101230PHO,1,PHO,245.0,40.5,86.7,0.467,13.1,33.4,0.3906,17.9,22.5,0.8026,9.4,34.6,44.0,25.0,7.2,3.3,12.5,19.8,112.0,0.5797,0.5424,0.386,0.2612,21.57,80.84,51.02,61.49,7.27,6.36,11.46,100.0,114.39,114.27,50.24375,51.3734375,2.2332,0.4994
202101230PHO,0,PHO,245.0,40.5,86.7,0.467,13.1,33.4,0.3906,17.9,22.5,0.8026,9.4,34.6,44.0,25.0,7.2,3.3,12.5,19.8,112.0,0.5797,0.5424,0.386,0.2612,21.57,80.84,51.02,61.49,7.27,6.36,11.46,100.0,114.39,114.27,50.24375,51.3734375,2.2332,0.4994
202101230UTA,1,UTA,240.0,41.9,92.5,0.4539,13.1,35.9,0.3591,14.1,18.3,0.7565,11.9,34.7,46.6,24.5,8.1,5.7,11.9,19.5,111.0,0.5536,0.5256,0.3921,0.1987,24.92,77.55,50.69,59.16,8.27,11.33,10.6,100.0,112.82,111.23,50.59625,50.59625,2.1912,0.486
202101230UTA,0,UTA,240.0,41.9,92.5,0.4539,13.1,35.9,0.3591,14.1,18.3,0.7565,11.9,34.7,46.6,24.5,8.1,5.7,11.9,19.5,111.0,0.5536,0.5256,0.3921,0.1987,24.92,77.55,50.69,59.16,8.27,11.33,10.6,100.0,112.82,111.23,50.59625,50.59625,2.1912,0.486
202101230DAL,1,DAL,242.5,39.9,89.6,0.4462,13.1,36.7,0.3569,16.9,23.2,0.7128,10.2,36.2,46.4,21.4,6.6,4.1,12.6,20.2,109.8,0.5524,0.5201,0.4126,0.2639,21.43,79.94,50.14,53.81,6.59,7.83,11.23,100.0,110.1,111.42,51.51,52.08799479,2.133,0.4159
202101230DAL,0,DAL,242.5,39.9,89.6,0.4462,13.1,36.7,0.3569,16.9,23.2,0.7128,10.2,36.2,46.4,21.4,6.6,4.1,12.6,20.2,109.8,0.5524,0.5201,0.4126,0.2639,21.43,79.94,50.14,53.81,6.59,7.83,11.23,100.0,110.1,111.42,51.51,52.08799479,2.133,0.4159
202101240IND,1,IND,245.0,41.2,89.8,0.4594,13.7,35.4,0.3881,15.8,20.6,0.7816,9.7,34.9,44.6,23.8,6.4,5.4,13.2,19.9,111.9,0.5666,0.5363,0.3975,0.2293,21.27,80.31,50.27,57.97,6.39,9.64,11.71,100.0,111.34,112.85,51.5425,52.67765625,2.1699,0.4607
202101240IND,0,IND,245.0,41.2,89.8,0.4594,13.7,35.4,0.3881,15.8,20.6,0.7816,9.7,34.9,44.6,23.8,6.4,5.4,13.2,19.9,111.9,0.5666,0.5363,0.3975,0.2293,21.27,80.31,50.27,57.97,6.39,9.64,11.71,100.0,111.34,112.85,51.5425,52.67765625,2.1699,0.4607
202101240LAC,1,LAC,240.0,41.1,83.7,0.4908,14.4,34.7,0.4054,17.5,21.0,0.8328,7.9,33.0,40.9,25.1,8.0,4.4,13.3,18.2,114.1,0.6138,0.577,0.4163,0.2539,19.99,79.9,50.54,61.38,8.21,8.51,12.5,100.0,117.95,115.14,49.5375,49.5375,2.3025,0.5072
202101240LAC,0,LAC,240.0,41.1,83.7,0.4908,14.4,34.7,0.4054,17.5,21.0,0.8328,7.9,33.0,40.9,25.1,8.0,4.4,13.3,18.2,114.1,0.6138,0.577,0.4163,0.2539,19.99,79.9,50.54,61.38,8.21,8.51,12.5,100.0,117.95,115.14,49.5375,49.5375,2.3025,0.5072
202101240BOS,1,BOS,240.0,38.9,85.3,0.456,12.6,35.7,0.3584,21.1,27.0,0.7878,9.6,32.9,42.5,22.4,9.8,5.1,13.8,19.9,111.5,0.5745,0.5295,0.4178,0.3198,22.15,74.46,48.52,57.92,9.78,8.74,12.3,100.0,112.61,109.53,51.1625,51.1625,2.1825,0.4399
202101240BOS,0,BOS,240.0,38.9,85.3,0.456,12.6,35.7,0.3584,21.1,27.0,0.7878,9.6,32.9,42.5,22.4,9.8,5.1,13.8,19.9,111.5,0.5745,0.5295,0.4178,0.3198,22.15,74.46,48.52,57.92,9.78,8.74,12.3,100.0,112.61,109.53,51.1625,51.1625,2.1825,0.4399
202101240ORL,1,ORL,242.5,40.7,86.1,0.4733,14.5,35.4,0.4007,14.5,18.3,0.7932,9.3,36.7,46.0,24.2,6.5,6.1,13.5,17.2,110.4,0.5881,0.558,0.4121,0.2149,21.49,76.6,51.16,59.16,6.72,10.64,12.52,100.0,114.43,103.2,49.49625,50.03557292,2.2284,0.4884
202101240ORL,0,ORL,242.5,40.7,86.1,0.4733,14.5,35.4,0.4007,14.5,18.3,0.7932,9.3,36.7,46.0,24.2,6.5,6.1,13.5,17.2,110.4,0.5881,0.558,0.4121,0.2149,21.49,76.6,51.16,59.16,6.72,10.64,12.52,100.0,114.43,103.2,49.49625,50.03557292,2.2284,0.4884
202101240SAS,1,SAS,242.5,41.2,89.4,0.461,10.7,30.3,0.3485,16.1,21.1,0.765,9.7,38.9,48.6,23.3,5.4,5.0,12.4,18.6,109.2,0.5542,0.5209,0.3402,0.2377,21.09,79.64,51.41,56.18,5.43,8.67,11.17,100.0,109.65,111.07,51.06125,51.62934896,2.1387,0.4563
202101240SAS,0,SAS,242.5,41.2,89.4,0.461,10.7,30.3,0.3485,16.1,21.1,0.765,9.7,38.9,48.6,23.3,5.4,5.0,12.4,18.6,109.2,0.5542,0.5209,0.3402,0.2377,21.09,79.64,51.41,56.18,5.43,8.67,11.17,100.0,109.65,111.07,51.06125,51.62934896,2.1387,0.4563
202101240MIL,1,MIL,240.0,42.9,89.2,0.4825,14.3,36.2,0.3924,14.1,19.9,0.7225,9.7,37.6,47.3,26.1,6.8,4.3,15.2,17.5,114.2,0.5846,0.5631,0.4062,0.2232,21.79,79.0,52.09,60.95,6.74,7.82,13.48,100.0,113.11,111.44,52.07625,52.07625,2.1911,0.5022
202101240MIL,0,MIL,240.0,42.9,89.2,0.4825,14.3,36.2,0.3924,14.1,19.9,0.7225,9.7,37.6,47.3,26.1,6.8,4.3,15.2,17.5,114.2,0.5846,0.5631,0.4062,0.2232,21.79,79.0,52.09,60.95,6.74,7.82,13.48,100.0,113.11,111.44,52.07625,52.07625,2.1911,0.5022
202101240POR,1,POR,240.0,39.4,87.9,0.4486,13.6,39.3,0.3423,19.4,24.2,0.8134,9.1,35.9,45.0,21.8,6.6,5.7,13.5,20.0,111.8,0.567,0.5257,0.4466,0.2804,19.92,77.04,48.95,55.5,6.56,10.88,12.1,100.0,110.48,117.18,51.8975,51.8975,2.1511,0.4197
202101240POR,0,POR,240.0,39.4,87.9,0.4486,13.6,39.3,0.3423,19.4,24.2,0.8134,9.1,35.9,45.0,21.8,6.6,5.7,13.5,20.0,111.8,0.567,0.5257,0.4466,0.2804,19.92,77.04,48.95,55.5,6.56,10.88,12.1,100.0,110.48,117.18,51.8975,51.8975,2.1511,0.4197
202101250ORL,1,ORL,242.5,40.8,86.0,0.4749,14.7,35.8,0.4013,14.2,18.3,0.7701,8.6,36.3,44.9,24.7,6.0,5.8,13.1,17.5,110.5,0.5892,0.5609,0.4172,0.215,19.84,76.4,50.09,60.29,6.16,10.18,12.22,100.0,114.1,105.38,49.59625,50.13557292,2.226,0.4978
202101250ORL,0,ORL,242.5,40.8,86.0,0.4749,14.7,35.8,0.4013,14.2,18.3,0.7701,8.6,36.3,44.9,24.7,6.0,5.8,13.1,17.5,110.5,0.5892,0.5609,0.4172,0.215,19.84,76.4,50.09,60.29,6.16,10.18,12.22,100.0,114.1,105.38,49.59625,50.13557292,2.226,0.4978
202101250IND,1,IND,245.0,41.3,90.1,0.4591,13.1,34.3,0.3834,16.2,21.0,0.7847,10.4,35.7,46.1,23.9,6.8,5.8,14.2,20.1,111.9,0.5639,0.5322,0.3828,0.2332,22.85,80.46,51.52,58.07,6.74,10.38,12.48,100.0,110.46,112.02,51.9375,53.07265625,2.1536,0.4592
202101250IND,0,IND,245.0,41.3,90.1,0.4591,13.1,34.3,0.3834,16.2,21.0,0.7847,10.4,35.7,46.1,23.9,6.8,5.8,14.2,20.1,111.9,0.5639,0.5322,0.3828,0.2332,22.85,80.46,51.52,58.07,6.74,10.38,12.48,100.0,110.46,112.02,51.9375,53.07265625,2.1536,0.4592
202101250DET,1,DET,245.0,38.7,85.4,0.4554,13.0,33.5,0.3914,19.6,26.0,0.7604,10.4,35.2,45.6,24.7,7.1,5.9,15.7,20.8,110.0,0.5725,0.5326,0.3956,0.3059,22.46,76.24,50.27,64.24,7.14,11.4,14.08,100.0,110.28,110.65,51.525,52.65429688,2.133,0.4798
202101250DET,0,DET,245.0,38.7,85.4,0.4554,13.0,33.5,0.3914,19.6,26.0,0.7604,10.4,35.2,45.6,24.7,7.1,5.9,15.7,20.8,110.0,0.5725,0.5326,0.3956,0.3059,22.46,76.24,50.27,64.24,7.14,11.4,14.08,100.0,110.28,110.65,51.525,52.65429688,2.133,0.4798
202101250BRK,1,BRK,245.0,45.7,89.2,0.5152,14.3,33.1,0.4273,17.4,21.9,0.7948,9.4,36.4,45.8,27.2,6.6,4.9,14.6,18.5,123.1,0.6261,0.5961,0.3735,0.2489,22.68,83.8,54.2,59.67,6.36,9.28,12.99,100.0,119.83,116.03,52.40125,53.66140625,2.3513,0.5204
202101250BRK,0,BRK,245.0,45.7,89.2,0.5152,14.3,33.1,0.4273,17.4,21.9,0.7948,9.4,36.4,45.8,27.2,6.6,4.9,14.6,18.5,123.1,0.6261,0.5961,0.3735,0.2489,22.68,83.8,54.2,59.67,6.36,9.28,12.99,100.0,119.83,116.03,52.40125,53.66140625,2.3513,0.5204
202101250CLE,1,CLE,245.0,41.2,87.6,0.4686,12.0,30.7,0.3877,15.1,19.9,0.7515,12.2,35.1,47.3,24.2,9.5,5.5,15.2,18.2,109.5,0.5648,0.5364,0.3504,0.2288,28.61,78.52,53.98,59.76,9.82,10.22,13.73,100.0,112.58,106.61,50.02625,51.28640625,2.1752,0.484
202101250CLE,0,CLE,245.0,41.2,87.6,0.4686,12.0,30.7,0.3877,15.1,19.9,0.7515,12.2,35.1,47.3,24.2,9.5,5.5,15.2,18.2,109.5,0.5648,0.5364,0.3504,0.2288,28.61,78.52,53.98,59.76,9.82,10.22,13.73,100.0,112.58,106.61,50.02625,51.28640625,2.1752,0.484
202101250DAL,1,DAL,242.5,39.7,89.4,0.4449,12.3,35.5,0.3418,17.1,24.2,0.6953,10.1,35.1,45.2,21.3,6.2,4.3,12.0,20.1,108.8,0.546,0.5142,0.3992,0.2768,20.79,78.9,48.84,53.76,6.21,8.22,10.73,100.0,109.42,114.27,51.3975,51.97549479,2.1184,0.4146
202101250DAL,0,DAL,242.5,39.7,89.4,0.4449,12.3,35.5,0.3418,17.1,24.2,0.6953,10.1,35.1,45.2,21.3,6.2,4.3,12.0,20.1,108.8,0.546,0.5142,0.3992,0.2768,20.79,78.9,48.84,53.76,6.21,8.22,10.73,100.0,109.42,114.27,51.3975,51.97549479,2.1184,0.4146
202101250CHI,1,CHI,242.5,41.8,90.2,0.4637,13.6,37.0,0.3616,18.2,23.7,0.7578,10.6,33.3,43.9,22.5,8.7,3.0,14.2,19.5,115.4,0.5733,0.5386,0.4081,0.2653,23.16,81.29,50.09,53.57,8.41,5.73,12.36,100.0,112.35,114.02,52.52875,53.15583333,2.2014,0.4296
202101250CHI,0,CHI,242.5,41.8,90.2,0.4637,13.6,37.0,0.3616,18.2,23.7,0.7578,10.6,33.3,43.9,22.5,8.7,3.0,14.2,19.5,115.4,0.5733,0.5386,0.4081,0.2653,23.16,81.29,50.09,53.57,8.41,5.73,12.36,100.0,112.35,114.02,52.52875,53.15583333,2.2014,0.4296
202101250GSW,1,GSW,240.0,40.7,89.1,0.4564,14.1,39.0,0.3554,17.8,23.3,0.7732,9.7,37.8,47.5,28.4,7.1,4.8,13.8,22.0,113.3,0.5702,0.5349,0.4366,0.2641,21.96,80.18,51.83,69.9,7.12,8.7,12.2,100.0,112.05,106.4,52.13375,52.13375,2.1722,0.5429
202101250GSW,0,GSW,240.0,40.7,89.1,0.4564,14.1,39.0,0.3554,17.8,23.3,0.7732,9.7,37.8,47.5,28.4,7.1,4.8,13.8,22.0,113.3,0.5702,0.5349,0.4366,0.2641,21.96,80.18,51.83,69.9,7.12,8.7,12.2,100.0,112.05,106.4,52.13375,52.13375,2.1722,0.5429
202101250POR,1,POR,240.0,40.2,88.3,0.4564,14.6,40.4,0.3593,18.6,23.2,0.8168,9.7,34.8,44.5,21.8,6.7,5.6,13.1,18.8,113.6,0.5769,0.5392,0.4577,0.2663,21.36,75.65,48.85,54.24,6.72,10.44,11.78,100.0,113.55,117.54,51.36,51.36,2.2093,0.4237
202101250POR,0,POR,240.0,40.2,88.3,0.4564,14.6,40.4,0.3593,18.6,23.2,0.8168,9.7,34.8,44.5,21.8,6.7,5.6,13.1,18.8,113.6,0.5769,0.5392,0.4577,0.2663,21.36,75.65,48.85,54.24,6.72,10.44,11.78,100.0,113.55,117.54,51.36,51.36,2.2093,0.4237
202101260ATL,1,ATL,242.5,40.7,91.7,0.447,12.2,35.0,0.3492,17.7,22.8,0.7849,12.7,38.0,50.7,25.6,8.0,5.5,14.0,18.5,111.3,0.5503,0.5142,0.382,0.2505,26.34,80.12,53.41,63.2,7.99,10.1,12.18,100.0,111.19,105.5,51.915,52.47776042,2.1452,0.4936
202101260ATL,0,ATL,242.5,40.7,91.7,0.447,12.2,35.0,0.3492,17.7,22.8,0.7849,12.7,38.0,50.7,25.6,8.0,5.5,14.0,18.5,111.3,0.5503,0.5142,0.382,0.2505,26.34,80.12,53.41,63.2,7.99,10.1,12.18,100.0,111.19,105.5,51.915,52.47776042,2.1452,0.4936
202101260HOU,1,HOU,240.0,39.8,90.4,0.4403,11.9,33.9,0.3386,17.9,23.5,0.7684,10.5,34.3,44.8,21.7,9.0,6.1,13.5,20.0,109.4,0.5445,0.5064,0.3751,0.2649,21.54,78.7,48.78,54.08,8.8,11.28,11.7,100.0,107.6,107.9,52.28125,52.28125,2.0986,0.4175
202101260HOU,0,HOU,240.0,39.8,90.4,0.4403,11.9,33.9,0.3386,17.9,23.5,0.7684,10.5,34.3,44.8,21.7,9.0,6.1,13.5,20.0,109.4,0.5445,0.5064,0.3751,0.2649,21.54,78.7,48.78,54.08,8.8,11.28,11.7,100.0,107.6,107.9,52.28125,52.28125,2.0986,0.4175
202101260UTA,1,UTA,240.0,42.0,91.4,0.4599,14.5,39.0,0.3675,14.3,18.4,0.7624,11.9,35.9,47.8,25.0,7.4,5.7,12.8,19.9,112.8,0.5671,0.5393,0.4272,0.2021,25.77,78.95,52.48,60.15,7.62,11.24,11.36,100.0,114.74,109.33,50.52,50.52,2.2279,0.496
202101260UTA,0,UTA,240.0,42.0,91.4,0.4599,14.5,39.0,0.3675,14.3,18.4,0.7624,11.9,35.9,47.8,25.0,7.4,5.7,12.8,19.9,112.8,0.5671,0.5393,0.4272,0.2021,25.77,78.95,52.48,60.15,7.62,11.24,11.36,100.0,114.74,109.33,50.52,50.52,2.2279,0.496
202101270ORL,1,ORL,242.5,41.0,86.7,0.4732,15.4,36.6,0.4113,14.3,18.7,0.7615,8.8,36.7,45.5,25.8,6.6,5.7,13.1,17.4,111.7,0.5901,0.5626,0.4234,0.2178,20.34,76.91,50.64,62.67,6.72,10.09,12.11,100.0,114.4,105.97,49.94125,50.48057292,2.2347,0.5163
202101270ORL,0,ORL,242.5,41.0,86.7,0.4732,15.4,36.6,0.4113,14.3,18.7,0.7615,8.8,36.7,45.5,25.8,6.6,5.7,13.1,17.4,111.7,0.5901,0.5626,0.4234,0.2178,20.34,76.91,50.64,62.67,6.72,10.09,12.11,100.0,114.4,105.97,49.94125,50.48057292,2.2347,0.5163
202101270CLE,1,CLE,245.0,41.4,87.4,0.4719,11.4,29.4,0.3865,15.8,20.8,0.7456,11.9,34.4,46.3,23.9,9.4,5.1,15.0,19.2,110.0,0.5662,0.5364,0.3362,0.2396,28.27,77.11,53.15,58.72,9.69,9.54,13.55,100.0,112.8,109.77,50.19,51.45015625,2.1782,0.4764
202101270CLE,0,CLE,245.0,41.4,87.4,0.4719,11.4,29.4,0.3865,15.8,20.8,0.7456,11.9,34.4,46.3,23.9,9.4,5.1,15.0,19.2,110.0,0.5662,0.5364,0.3362,0.2396,28.27,77.11,53.15,58.72,9.69,9.54,13.55,100.0,112.8,109.77,50.19,51.45015625,2.1782,0.4764
202101270CHO,1,CHO,240.0,38.9,86.2,0.4548,14.4,38.7,0.3703,15.5,20.4,0.7503,10.1,34.4,44.5,27.6,7.9,4.9,15.1,18.0,107.7,0.5695,0.5395,0.4501,0.2416,23.11,72.02,48.83,71.1,8.17,9.95,13.68,100.0,111.23,110.93,50.445,50.445,2.1393,0.5491
202101270CHO,0,CHO,240.0,38.9,86.2,0.4548,14.4,38.7,0.3703,15.5,20.4,0.7503,10.1,34.4,44.5,27.6,7.9,4.9,15.1,18.0,107.7,0.5695,0.5395,0.4501,0.2416,23.11,72.02,48.83,71.1,8.17,9.95,13.68,100.0,111.23,110.93,50.445,50.445,2.1393,0.5491
202101270ATL,1,ATL,242.5,40.4,91.0,0.4473,12.2,34.5,0.3554,18.3,23.0,0.8026,12.6,38.7,51.3,25.2,8.3,6.2,14.2,18.1,111.3,0.554,0.515,0.3789,0.2554,26.21,80.2,53.7,62.61,8.32,11.22,12.41,100.0,111.52,104.36,51.7625,52.32526042,2.152,0.4869
202101270ATL,0,ATL,242.5,40.4,91.0,0.4473,12.2,34.5,0.3554,18.3,23.0,0.8026,12.6,38.7,51.3,25.2,8.3,6.2,14.2,18.1,111.3,0.554,0.515,0.3789,0.2554,26.21,80.2,53.7,62.61,8.32,11.22,12.41,100.0,111.52,104.36,51.7625,52.32526042,2.152,0.4869
202101270MIA,1,MIA,242.5,40.0,84.6,0.4746,15.1,39.1,0.3909,18.2,22.4,0.8055,8.3,33.4,41.7,26.5,7.0,4.6,14.5,21.1,113.3,0.602,0.5639,0.4597,0.2682,19.78,78.9,49.75,66.95,7.0,9.84,13.39,100.0,113.96,111.17,50.72,51.31830729,2.2283,0.5222
202101270MIA,0,MIA,242.5,40.0,84.6,0.4746,15.1,39.1,0.3909,18.2,22.4,0.8055,8.3,33.4,41.7,26.5,7.0,4.6,14.5,21.1,113.3,0.602,0.5639,0.4597,0.2682,19.78,78.9,49.75,66.95,7.0,9.84,13.39,100.0,113.96,111.17,50.72,51.31830729,2.2283,0.5222
202101270PHI,1,PHI,242.5,41.4,89.7,0.4654,13.9,36.3,0.3818,20.6,27.0,0.7461,11.7,34.3,46.0,24.9,10.2,5.0,14.3,20.8,117.3,0.5822,0.5442,0.4067,0.3154,26.05,75.61,50.92,60.12,10.01,8.74,12.42,100.0,115.76,108.62,52.5625,53.16080729,2.2356,0.4719
202101270PHI,0,PHI,242.5,41.4,89.7,0.4654,13.9,36.3,0.3818,20.6,27.0,0.7461,11.7,34.3,46.0,24.9,10.2,5.0,14.3,20.8,117.3,0.5822,0.5442,0.4067,0.3154,26.05,75.61,50.92,60.12,10.01,8.74,12.42,100.0,115.76,108.62,52.5625,53.16080729,2.2356,0.4719
202101270TOR,1,TOR,240.0,39.1,85.6,0.4586,15.3,41.1,0.3749,18.3,22.3,0.8208,9.5,33.1,42.6,26.6,8.1,6.6,14.9,19.6,111.8,0.5864,0.5478,0.4787,0.2648,22.38,76.33,49.79,68.14,8.31,13.01,13.47,100.0,114.01,110.82,50.79625,50.79625,2.2004,0.5236
202101270TOR,0,TOR,240.0,39.1,85.6,0.4586,15.3,41.1,0.3749,18.3,22.3,0.8208,9.5,33.1,42.6,26.6,8.1,6.6,14.9,19.6,111.8,0.5864,0.5478,0.4787,0.2648,22.38,76.33,49.79,68.14,8.31,13.01,13.47,100.0,114.01,110.82,50.79625,50.79625,2.2004,0.5236
202101270SAS,1,SAS,242.5,41.7,90.4,0.461,10.7,29.9,0.354,15.9,20.9,0.7636,9.5,39.0,48.5,23.1,5.9,4.8,11.9,18.4,110.0,0.5526,0.52,0.3318,0.2341,20.5,79.53,51.03,55.07,5.91,8.42,10.67,100.0,110.06,109.18,51.36375,51.93184896,2.1407,0.449
202101270SAS,0,SAS,242.5,41.7,90.4,0.461,10.7,29.9,0.354,15.9,20.9,0.7636,9.5,39.0,48.5,23.1,5.9,4.8,11.9,18.4,110.0,0.5526,0.52,0.3318,0.2341,20.5,79.53,51.03,55.07,5.91,8.42,10.67,100.0,110.06,109.18,51.36375,51.93184896,2.1407,0.449
202101270NOP,1,NOP,242.5,40.8,87.2,0.4689,13.8,35.8,0.3738,21.5,27.0,0.7962,10.6,34.5,45.1,26.4,7.6,5.3,13.0,19.5,116.9,0.5929,0.5498,0.4163,0.3134,24.03,76.88,50.92,65.47,7.64,9.59,11.57,100.0,118.24,113.43,51.2125,51.80833333,2.2874,0.5181
202101270NOP,0,NOP,242.5,40.8,87.2,0.4689,13.8,35.8,0.3738,21.5,27.0,0.7962,10.6,34.5,45.1,26.4,7.6,5.3,13.0,19.5,116.9,0.5929,0.5498,0.4163,0.3134,24.03,76.88,50.92,65.47,7.64,9.59,11.57,100.0,118.24,113.43,51.2125,51.80833333,2.2874,0.5181
202101270UTA,1,UTA,240.0,40.5,91.3,0.4442,14.6,40.2,0.3599,15.0,19.0,0.7738,12.8,35.2,48.0,24.3,6.9,5.7,12.2,19.1,110.6,0.5552,0.5243,0.4407,0.2088,27.04,78.68,52.4,60.68,7.21,11.17,10.85,100.0,114.14,110.49,49.8625,49.8625,2.2155,0.4892
202101270UTA,0,UTA,240.0,40.5,91.3,0.4442,14.6,40.2,0.3599,15.0,19.0,0.7738,12.8,35.2,48.0,24.3,6.9,5.7,12.2,19.1,110.6,0.5552,0.5243,0.4407,0.2088,27.04,78.68,52.4,60.68,7.21,11.17,10.85,100.0,114.14,110.49,49.8625,49.8625,2.2155,0.4892
202101270PHO,1,PHO,250.0,41.1,88.5,0.4655,13.5,35.3,0.3855,18.0,22.4,0.812,9.1,35.3,44.4,26.0,7.2,3.4,12.1,21.4,113.7,0.5792,0.5416,0.3975,0.2562,20.57,79.88,50.08,63.26,7.15,6.43,10.99,100.0,114.46,113.91,51.07,53.37208333,2.2343,0.5123
202101270PHO,0,PHO,250.0,41.1,88.5,0.4655,13.5,35.3,0.3855,18.0,22.4,0.812,9.1,35.3,44.4,26.0,7.2,3.4,12.1,21.4,113.7,0.5792,0.5416,0.3975,0.2562,20.57,79.88,50.08,63.26,7.15,6.43,10.99,100.0,114.46,113.91,51.07,53.37208333,2.2343,0.5123
202101270GSW,1,GSW,240.0,40.0,88.3,0.4532,13.2,37.7,0.3486,19.4,25.6,0.7632,10.9,36.4,47.3,26.4,8.0,5.2,14.2,21.1,112.6,0.5655,0.5278,0.426,0.2913,24.54,78.74,51.98,66.63,8.02,9.04,12.49,100.0,112.17,107.21,51.88,51.88,2.1708,0.5089
202101270GSW,0,GSW,240.0,40.0,88.3,0.4532,13.2,37.7,0.3486,19.4,25.6,0.7632,10.9,36.4,47.3,26.4,8.0,5.2,14.2,21.1,112.6,0.5655,0.5278,0.426,0.2913,24.54,78.74,51.98,66.63,8.02,9.04,12.49,100.0,112.17,107.21,51.88,51.88,2.1708,0.5089
202101280HOU,1,HOU,240.0,39.3,90.3,0.4351,12.2,35.3,0.3319,17.9,23.8,0.76,10.6,34.8,45.4,21.2,9.3,5.6,13.9,19.6,108.7,0.5408,0.5031,0.3913,0.2687,21.57,77.59,48.52,53.4,9.08,10.2,12.02,100.0,106.78,105.9,52.4525,52.4525,2.0784,0.4069
202101280HOU,0,HOU,240.0,39.3,90.3,0.4351,12.2,35.3,0.3319,17.9,23.8,0.76,10.6,34.8,45.4,21.2,9.3,5.6,13.9,19.6,108.7,0.5408,0.5031,0.3913,0.2687,21.57,77.59,48.52,53.4,9.08,10.2,12.02,100.0,106.78,105.9,52.4525,52.4525,2.0784,0.4069
202101280DET,1,DET,245.0,37.1,83.6,0.4474,12.5,31.7,0.4031,21.9,28.4,0.7753,10.7,33.7,44.4,22.6,8.0,6.4,15.8,21.0,108.6,0.5705,0.5241,0.3862,0.3445,23.6,74.57,49.61,61.97,8.09,12.18,14.26,100.0,110.05,109.79,51.095,52.22429688,2.1271,0.4435
202101280DET,0,DET,245.0,37.1,83.6,0.4474,12.5,31.7,0.4031,21.9,28.4,0.7753,10.7,33.7,44.4,22.6,8.0,6.4,15.8,21.0,108.6,0.5705,0.5241,0.3862,0.3445,23.6,74.57,49.61,61.97,8.09,12.18,14.26,100.0,110.05,109.79,51.095,52.22429688,2.1271,0.4435
202101280MIA,1,MIA,242.5,39.5,84.5,0.4689,15.1,40.0,0.3837,16.9,20.9,0.8027,8.3,33.0,41.3,26.3,7.4,4.2,15.3,20.9,111.0,0.5935,0.5583,0.4716,0.2499,19.78,79.25,49.7,67.52,7.42,9.36,14.18,100.0,111.32,111.19,50.71375,51.31205729,2.1803,0.5181
202101280MIA,0,MIA,242.5,39.5,84.5,0.4689,15.1,40.0,0.3837,16.9,20.9,0.8027,8.3,33.0,41.3,26.3,7.4,4.2,15.3,20.9,111.0,0.5935,0.5583,0.4716,0.2499,19.78,79.25,49.7,67.52,7.42,9.36,14.18,100.0,111.32,111.19,50.71375,51.31205729,2.1803,0.5181
202101280PHO,1,PHO,250.0,40.8,89.4,0.4581,13.8,36.7,0.379,17.7,22.0,0.814,9.2,36.3,45.5,25.1,7.2,3.6,12.3,20.5,113.1,0.5722,0.5351,0.4091,0.2502,20.14,80.88,50.06,61.36,7.09,6.86,11.08,100.0,112.99,112.62,51.475,53.77708333,2.2063,0.4906
202101280PHO,0,PHO,250.0,40.8,89.4,0.4581,13.8,36.7,0.379,17.7,22.0,0.814,9.2,36.3,45.5,25.1,7.2,3.6,12.3,20.5,113.1,0.5722,0.5351,0.4091,0.2502,20.14,80.88,50.06,61.36,7.09,6.86,11.08,100.0,112.99,112.62,51.475,53.77708333,2.2063,0.4906
202101290CHO,1,CHO,240.0,39.0,85.6,0.4584,15.0,38.5,0.387,15.9,20.7,0.7575,10.0,32.7,42.7,27.9,7.6,5.1,14.9,16.9,108.9,0.5777,0.5467,0.4506,0.2461,23.19,70.71,47.98,71.73,7.89,10.38,13.57,100.0,113.12,113.09,50.16625,50.16625,2.1733,0.5577
202101290CHO,0,CHO,240.0,39.0,85.6,0.4584,15.0,38.5,0.387,15.9,20.7,0.7575,10.0,32.7,42.7,27.9,7.6,5.1,14.9,16.9,108.9,0.5777,0.5467,0.4506,0.2461,23.19,70.71,47.98,71.73,7.89,10.38,13.57,100.0,113.12,113.09,50.16625,50.16625,2.1733,0.5577
