,,teamAbbr,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3pAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ortg,Drtg,poss,pace,poss_per_poss,ass_per_poss
201503090CHI,1,CHI,240.0,34.2,82.7,0.4148,7.3,23.2,0.3112,19.5,24.3,0.8096,13.6,34.6,48.2,21.5,4.4,5.3,14.4,19.1,95.2,0.5112,0.4587,0.2791,0.2996,29.08,76.35,52.91,63.18,4.8,8.08,13.37,100.0,103.58,105.73,47.52125,47.52125,2.0006,0.4529
201503090CHI,0,CHI,240.0,34.2,82.7,0.4148,7.3,23.2,0.3112,19.5,24.3,0.8096,13.6,34.6,48.2,21.5,4.4,5.3,14.4,19.1,95.2,0.5112,0.4587,0.2791,0.2996,29.08,76.35,52.91,63.18,4.8,8.08,13.37,100.0,103.58,105.73,47.52125,47.52125,2.0006,0.4529
201503090MIL,1,MIL,240.0,34.6,80.6,0.4306,5.9,16.9,0.3447,15.7,20.6,0.752,10.4,32.9,43.3,21.1,9.8,5.0,17.3,21.1,90.8,0.5074,0.4672,0.2095,0.2556,23.73,73.16,48.82,60.55,10.36,9.08,16.19,100.0,96.01,98.66,48.6425,48.6425,1.8642,0.4339
201503090MIL,0,MIL,240.0,34.6,80.6,0.4306,5.9,16.9,0.3447,15.7,20.6,0.752,10.4,32.9,43.3,21.1,9.8,5.0,17.3,21.1,90.8,0.5074,0.4672,0.2095,0.2556,23.73,73.16,48.82,60.55,10.36,9.08,16.19,100.0,96.01,98.66,48.6425,48.6425,1.8642,0.4339
201503090DEN,1,DEN,240.0,35.6,88.8,0.4012,8.5,28.0,0.3069,14.7,21.4,0.6966,13.3,29.9,43.2,21.3,9.9,4.5,13.8,21.8,94.4,0.4815,0.4495,0.3171,0.2443,25.98,73.91,47.53,60.61,10.21,7.4,12.33,100.0,98.02,108.42,49.7325,49.7325,1.8969,0.4285
201503090DEN,0,DEN,240.0,35.6,88.8,0.4012,8.5,28.0,0.3069,14.7,21.4,0.6966,13.3,29.9,43.2,21.3,9.9,4.5,13.8,21.8,94.4,0.4815,0.4495,0.3171,0.2443,25.98,73.91,47.53,60.61,10.21,7.4,12.33,100.0,98.02,108.42,49.7325,49.7325,1.8969,0.4285
201503090PHO,1,PHO,245.0,38.2,87.8,0.4336,7.5,24.3,0.3167,17.8,24.6,0.7006,12.9,33.5,46.4,20.4,8.3,4.9,15.6,22.4,101.7,0.5151,0.4764,0.2774,0.2839,26.6,72.93,49.11,53.84,8.34,7.7,13.62,100.0,102.44,106.21,51.0925,52.24145833,1.9904,0.4016
201503090PHO,0,PHO,245.0,38.2,87.8,0.4336,7.5,24.3,0.3167,17.8,24.6,0.7006,12.9,33.5,46.4,20.4,8.3,4.9,15.6,22.4,101.7,0.5151,0.4764,0.2774,0.2839,26.6,72.93,49.11,53.84,8.34,7.7,13.62,100.0,102.44,106.21,51.0925,52.24145833,1.9904,0.4016
201503090LAC,1,LAC,242.5,39.7,85.9,0.4637,9.3,27.7,0.3324,15.4,25.9,0.6056,9.9,37.1,47.0,23.0,7.5,6.4,12.3,22.9,104.1,0.5347,0.5173,0.3207,0.3086,22.19,78.33,50.73,57.81,7.66,10.38,11.27,100.0,106.41,100.59,50.30125,50.84578125,2.0661,0.455
201503090LAC,0,LAC,242.5,39.7,85.9,0.4637,9.3,27.7,0.3324,15.4,25.9,0.6056,9.9,37.1,47.0,23.0,7.5,6.4,12.3,22.9,104.1,0.5347,0.5173,0.3207,0.3086,22.19,78.33,50.73,57.81,7.66,10.38,11.27,100.0,106.41,100.59,50.30125,50.84578125,2.0661,0.455
201503100IND,1,IND,240.0,36.5,82.2,0.4451,7.4,20.3,0.3626,17.9,22.8,0.7948,9.9,36.3,46.2,22.2,7.1,4.7,12.1,20.2,98.3,0.5346,0.4906,0.2472,0.2802,23.07,75.35,50.81,60.74,7.68,7.55,11.59,100.0,106.62,97.3,47.615,47.615,2.067,0.4676
201503100IND,0,IND,240.0,36.5,82.2,0.4451,7.4,20.3,0.3626,17.9,22.8,0.7948,9.9,36.3,46.2,22.2,7.1,4.7,12.1,20.2,98.3,0.5346,0.4906,0.2472,0.2802,23.07,75.35,50.81,60.74,7.68,7.55,11.59,100.0,106.62,97.3,47.615,47.615,2.067,0.4676
201503100BRK,1,BRK,242.5,38.8,86.6,0.4504,6.7,18.9,0.348,15.4,20.2,0.7402,12.1,32.0,44.1,19.1,6.7,3.5,13.9,20.0,99.7,0.5239,0.4896,0.2181,0.2324,26.38,72.9,48.97,49.13,7.17,6.05,12.69,100.0,105.88,106.85,48.9975,49.58486979,2.0402,0.3916
201503100BRK,0,BRK,242.5,38.8,86.6,0.4504,6.7,18.9,0.348,15.4,20.2,0.7402,12.1,32.0,44.1,19.1,6.7,3.5,13.9,20.0,99.7,0.5239,0.4896,0.2181,0.2324,26.38,72.9,48.97,49.13,7.17,6.05,12.69,100.0,105.88,106.85,48.9975,49.58486979,2.0402,0.3916
201503100DAL,1,DAL,240.0,36.1,83.5,0.4342,6.8,22.5,0.3035,14.8,18.6,0.8032,8.5,32.0,40.5,18.8,9.6,3.8,13.1,17.5,93.8,0.5129,0.475,0.2704,0.2248,19.46,73.02,46.26,52.12,10.06,6.36,12.34,100.0,100.06,103.19,48.4675,48.4675,1.9462,0.388
201503100DAL,0,DAL,240.0,36.1,83.5,0.4342,6.8,22.5,0.3035,14.8,18.6,0.8032,8.5,32.0,40.5,18.8,9.6,3.8,13.1,17.5,93.8,0.5129,0.475,0.2704,0.2248,19.46,73.02,46.26,52.12,10.06,6.36,12.34,100.0,100.06,103.19,48.4675,48.4675,1.9462,0.388
201503100SAS,1,SAS,240.0,40.1,85.1,0.4716,7.9,22.5,0.3465,16.9,21.1,0.8073,9.0,33.1,42.1,21.9,8.6,5.9,12.9,21.0,105.0,0.5561,0.5181,0.265,0.2499,21.13,78.78,50.02,54.63,8.97,9.11,11.97,100.0,109.45,103.13,49.51125,49.51125,2.1218,0.4432
201503100SAS,0,SAS,240.0,40.1,85.1,0.4716,7.9,22.5,0.3465,16.9,21.1,0.8073,9.0,33.1,42.1,21.9,8.6,5.9,12.9,21.0,105.0,0.5561,0.5181,0.265,0.2499,21.13,78.78,50.02,54.63,8.97,9.11,11.97,100.0,109.45,103.13,49.51125,49.51125,2.1218,0.4432
201503100UTA,1,UTA,240.0,33.4,76.1,0.4408,7.1,20.2,0.3644,16.9,24.1,0.6996,12.1,36.2,48.3,19.5,8.9,6.6,16.3,19.4,90.8,0.526,0.4878,0.2648,0.321,30.1,78.37,55.7,58.61,9.86,11.63,15.78,100.0,101.63,93.89,45.87375,45.87375,1.9852,0.4278
201503100UTA,0,UTA,240.0,33.4,76.1,0.4408,7.1,20.2,0.3644,16.9,24.1,0.6996,12.1,36.2,48.3,19.5,8.9,6.6,16.3,19.4,90.8,0.526,0.4878,0.2648,0.321,30.1,78.37,55.7,58.61,9.86,11.63,15.78,100.0,101.63,93.89,45.87375,45.87375,1.9852,0.4278
201503100LAL,1,LAL,242.5,39.2,87.0,0.4515,5.5,17.2,0.3178,15.2,20.7,0.7563,9.9,35.6,45.5,21.8,7.5,5.1,11.7,23.1,99.1,0.5154,0.4831,0.1975,0.2391,21.64,76.1,49.44,55.63,7.83,8.13,10.8,100.0,103.59,107.53,49.31625,49.90505208,2.0085,0.4424
201503100LAL,0,LAL,242.5,39.2,87.0,0.4515,5.5,17.2,0.3178,15.2,20.7,0.7563,9.9,35.6,45.5,21.8,7.5,5.1,11.7,23.1,99.1,0.5154,0.4831,0.1975,0.2391,21.64,76.1,49.44,55.63,7.83,8.13,10.8,100.0,103.59,107.53,49.31625,49.90505208,2.0085,0.4424
201503110CHO,1,CHO,240.0,37.6,83.4,0.4515,6.3,18.7,0.3405,16.2,20.7,0.781,9.1,36.0,45.1,23.0,6.8,5.1,12.5,17.4,97.7,0.5281,0.4892,0.2242,0.2498,20.89,78.17,50.48,60.7,7.22,7.37,11.93,100.0,104.06,102.3,48.31625,48.31625,2.021,0.4743
201503110CHO,0,CHO,240.0,37.6,83.4,0.4515,6.3,18.7,0.3405,16.2,20.7,0.781,9.1,36.0,45.1,23.0,6.8,5.1,12.5,17.4,97.7,0.5281,0.4892,0.2242,0.2498,20.89,78.17,50.48,60.7,7.22,7.37,11.93,100.0,104.06,102.3,48.31625,48.31625,2.021,0.4743
201503110PHI,1,PHI,242.5,34.0,84.2,0.4063,10.8,29.6,0.3626,16.0,24.2,0.6518,12.5,32.6,45.1,21.6,9.8,5.8,17.0,21.6,94.8,0.5015,0.4704,0.3509,0.2862,26.4,75.07,49.59,63.01,10.16,9.24,15.23,100.0,98.04,105.29,50.0975,50.7115625,1.8925,0.4344
201503110PHI,0,PHI,242.5,34.0,84.2,0.4063,10.8,29.6,0.3626,16.0,24.2,0.6518,12.5,32.6,45.1,21.6,9.8,5.8,17.0,21.6,94.8,0.5015,0.4704,0.3509,0.2862,26.4,75.07,49.59,63.01,10.16,9.24,15.23,100.0,98.04,105.29,50.0975,50.7115625,1.8925,0.4344
201503110BOS,1,BOS,242.5,37.7,90.6,0.4181,10.4,29.6,0.3497,15.6,20.0,0.7839,12.9,32.3,45.2,23.1,7.3,2.7,11.1,20.9,101.4,0.5122,0.4762,0.327,0.2232,25.56,75.48,48.8,61.53,7.6,4.42,9.98,100.0,106.59,106.18,49.15,49.74283854,2.0665,0.4696
201503110BOS,0,BOS,242.5,37.7,90.6,0.4181,10.4,29.6,0.3497,15.6,20.0,0.7839,12.9,32.3,45.2,23.1,7.3,2.7,11.1,20.9,101.4,0.5122,0.4762,0.327,0.2232,25.56,75.48,48.8,61.53,7.6,4.42,9.98,100.0,106.59,106.18,49.15,49.74283854,2.0665,0.4696
201503110MIA,1,MIA,245.0,36.6,80.0,0.4566,6.8,21.4,0.3247,21.2,27.7,0.7655,9.4,31.9,41.3,18.8,7.9,4.8,14.3,20.9,101.2,0.549,0.4988,0.267,0.3494,23.03,75.05,49.66,51.22,8.23,8.1,13.33,100.0,106.79,105.8,49.02875,50.11143229,2.0651,0.3837
201503110MIA,0,MIA,245.0,36.6,80.0,0.4566,6.8,21.4,0.3247,21.2,27.7,0.7655,9.4,31.9,41.3,18.8,7.9,4.8,14.3,20.9,101.2,0.549,0.4988,0.267,0.3494,23.03,75.05,49.66,51.22,8.23,8.1,13.33,100.0,106.79,105.8,49.02875,50.11143229,2.0651,0.3837
201503110MIL,1,MIL,240.0,34.4,79.7,0.4339,5.6,16.9,0.3247,15.6,20.5,0.7513,10.2,31.1,41.3,20.8,9.8,5.0,17.3,20.5,90.0,0.5092,0.469,0.2118,0.2593,23.85,72.6,48.22,60.06,10.48,9.1,16.31,100.0,96.26,100.97,48.26875,48.26875,1.865,0.4311
201503110MIL,0,MIL,240.0,34.4,79.7,0.4339,5.6,16.9,0.3247,15.6,20.5,0.7513,10.2,31.1,41.3,20.8,9.8,5.0,17.3,20.5,90.0,0.5092,0.469,0.2118,0.2593,23.85,72.6,48.22,60.06,10.48,9.1,16.31,100.0,96.26,100.97,48.26875,48.26875,1.865,0.4311
201503110OKC,1,OKC,245.0,41.9,93.2,0.4512,7.3,21.6,0.3353,19.6,24.6,0.7947,14.2,39.2,53.4,22.6,7.2,6.2,13.5,20.0,110.7,0.5332,0.4903,0.2317,0.2641,30.46,76.51,54.17,53.75,7.22,9.38,11.45,100.0,111.13,104.49,52.0925,53.28729167,2.1264,0.4367
201503110OKC,0,OKC,245.0,41.9,93.2,0.4512,7.3,21.6,0.3353,19.6,24.6,0.7947,14.2,39.2,53.4,22.6,7.2,6.2,13.5,20.0,110.7,0.5332,0.4903,0.2317,0.2641,30.46,76.51,54.17,53.75,7.22,9.38,11.45,100.0,111.13,104.49,52.0925,53.28729167,2.1264,0.4367
201503110DEN,1,DEN,240.0,36.4,89.1,0.4092,8.6,27.8,0.3133,15.5,22.2,0.7058,13.0,30.5,43.5,21.6,9.4,4.2,12.9,21.9,96.9,0.4912,0.4579,0.3137,0.2526,25.63,73.97,47.74,60.14,9.69,6.94,11.51,100.0,100.91,107.38,49.7725,49.7725,1.9477,0.4345
201503110DEN,0,DEN,240.0,36.4,89.1,0.4092,8.6,27.8,0.3133,15.5,22.2,0.7058,13.0,30.5,43.5,21.6,9.4,4.2,12.9,21.9,96.9,0.4912,0.4579,0.3137,0.2526,25.63,73.97,47.74,60.14,9.69,6.94,11.51,100.0,100.91,107.38,49.7725,49.7725,1.9477,0.4345
201503110PHO,1,PHO,245.0,37.1,86.6,0.4264,7.2,23.7,0.3119,17.4,23.8,0.7079,11.8,33.5,45.3,19.4,8.6,4.1,16.1,21.5,98.8,0.5079,0.4678,0.2726,0.279,24.6,74.22,48.61,52.57,8.65,6.62,14.21,100.0,99.47,104.89,51.1025,52.25145833,1.9319,0.3815
201503110PHO,0,PHO,245.0,37.1,86.6,0.4264,7.2,23.7,0.3119,17.4,23.8,0.7079,11.8,33.5,45.3,19.4,8.6,4.1,16.1,21.5,98.8,0.5079,0.4678,0.2726,0.279,24.6,74.22,48.61,52.57,8.65,6.62,14.21,100.0,99.47,104.89,51.1025,52.25145833,1.9319,0.3815
201503110GSW,1,GSW,240.0,39.2,86.0,0.4575,11.6,28.0,0.4195,14.8,19.8,0.7515,10.1,33.9,44.0,25.2,10.2,6.2,13.8,20.7,104.8,0.5548,0.5256,0.3274,0.2334,22.22,77.98,49.96,64.21,10.52,9.74,12.74,100.0,107.64,100.82,49.5525,49.5525,2.1158,0.5083
201503110GSW,0,GSW,240.0,39.2,86.0,0.4575,11.6,28.0,0.4195,14.8,19.8,0.7515,10.1,33.9,44.0,25.2,10.2,6.2,13.8,20.7,104.8,0.5548,0.5256,0.3274,0.2334,22.22,77.98,49.96,64.21,10.52,9.74,12.74,100.0,107.64,100.82,49.5525,49.5525,2.1158,0.5083
201503110POR,1,POR,242.5,36.8,83.0,0.4429,9.8,27.1,0.3608,18.6,21.7,0.8549,9.2,36.6,45.8,20.4,5.6,4.2,12.9,16.7,102.0,0.5509,0.5014,0.3269,0.2618,21.54,77.36,51.19,55.83,6.0,6.3,12.24,100.0,108.84,103.52,48.50375,49.05466146,2.1051,0.422
201503110POR,0,POR,242.5,36.8,83.0,0.4429,9.8,27.1,0.3608,18.6,21.7,0.8549,9.2,36.6,45.8,20.4,5.6,4.2,12.9,16.7,102.0,0.5509,0.5014,0.3269,0.2618,21.54,77.36,51.19,55.83,6.0,6.3,12.24,100.0,108.84,103.52,48.50375,49.05466146,2.1051,0.422
201503120IND,1,IND,240.0,37.4,81.9,0.4571,8.3,21.6,0.3745,17.7,22.7,0.7865,9.9,36.2,46.1,23.5,7.3,4.6,12.2,20.2,100.8,0.5504,0.508,0.2633,0.2795,23.6,73.72,50.59,62.29,7.92,7.28,11.71,100.0,109.72,96.62,47.49125,47.49125,2.1262,0.497
201503120IND,0,IND,240.0,37.4,81.9,0.4571,8.3,21.6,0.3745,17.7,22.7,0.7865,9.9,36.2,46.1,23.5,7.3,4.6,12.2,20.2,100.8,0.5504,0.508,0.2633,0.2795,23.6,73.72,50.59,62.29,7.92,7.28,11.71,100.0,109.72,96.62,47.49125,47.49125,2.1262,0.497
201503120WAS,1,WAS,240.0,36.5,84.0,0.4366,5.3,19.3,0.2633,13.0,17.0,0.788,10.9,33.9,44.8,22.2,7.3,4.5,15.5,21.5,91.3,0.5009,0.4684,0.2313,0.2044,24.68,77.75,51.15,61.34,7.83,8.32,14.39,100.0,97.08,104.09,48.3375,48.3375,1.8943,0.4607
201503120WAS,0,WAS,240.0,36.5,84.0,0.4366,5.3,19.3,0.2633,13.0,17.0,0.788,10.9,33.9,44.8,22.2,7.3,4.5,15.5,21.5,91.3,0.5009,0.4684,0.2313,0.2044,24.68,77.75,51.15,61.34,7.83,8.32,14.39,100.0,97.08,104.09,48.3375,48.3375,1.8943,0.4607
201503120UTA,1,UTA,240.0,33.4,75.1,0.4462,6.6,19.1,0.3598,17.9,24.9,0.7196,11.3,35.8,47.1,19.2,8.8,6.4,15.6,19.4,91.3,0.5327,0.4905,0.2542,0.3361,28.66,78.03,55.05,57.61,9.77,10.9,15.27,100.0,102.46,93.58,45.61375,45.61375,2.0067,0.4234
201503120UTA,0,UTA,240.0,33.4,75.1,0.4462,6.6,19.1,0.3598,17.9,24.9,0.7196,11.3,35.8,47.1,19.2,8.8,6.4,15.6,19.4,91.3,0.5327,0.4905,0.2542,0.3361,28.66,78.03,55.05,57.61,9.77,10.9,15.27,100.0,102.46,93.58,45.61375,45.61375,2.0067,0.4234
201503120SAS,1,SAS,240.0,40.0,84.8,0.4721,8.0,21.6,0.3706,18.3,23.0,0.7964,8.9,33.2,42.1,21.7,8.5,5.6,13.0,21.1,106.3,0.5597,0.5194,0.2555,0.2727,20.8,77.62,49.41,54.29,8.78,8.53,12.01,100.0,109.87,104.46,49.9125,49.9125,2.1293,0.4343
201503120SAS,0,SAS,240.0,40.0,84.8,0.4721,8.0,21.6,0.3706,18.3,23.0,0.7964,8.9,33.2,42.1,21.7,8.5,5.6,13.0,21.1,106.3,0.5597,0.5194,0.2555,0.2727,20.8,77.62,49.41,54.29,8.78,8.53,12.01,100.0,109.87,104.46,49.9125,49.9125,2.1293,0.4343
201503120LAL,1,LAL,242.5,39.0,85.2,0.4576,5.1,16.9,0.2971,16.7,22.6,0.743,9.5,35.8,45.3,22.4,7.9,4.7,11.8,22.5,99.8,0.5242,0.4875,0.1976,0.2673,21.39,76.66,49.87,57.82,8.29,7.44,10.98,100.0,104.52,105.76,49.1175,49.70630208,2.0321,0.4573
201503120LAL,0,LAL,242.5,39.0,85.2,0.4576,5.1,16.9,0.2971,16.7,22.6,0.743,9.5,35.8,45.3,22.4,7.9,4.7,11.8,22.5,99.8,0.5242,0.4875,0.1976,0.2673,21.39,76.66,49.87,57.82,8.29,7.44,10.98,100.0,104.52,105.76,49.1175,49.70630208,2.0321,0.4573
201503130PHI,1,PHI,245.0,34.2,86.2,0.4004,11.1,31.2,0.3574,15.3,23.8,0.6343,12.7,33.2,45.9,21.4,9.9,5.2,16.3,21.1,94.8,0.4937,0.4651,0.3605,0.2757,25.94,75.53,49.3,62.16,10.16,8.23,14.54,100.0,97.27,104.23,50.5525,51.73361979,1.8766,0.4277
201503130PHI,0,PHI,245.0,34.2,86.2,0.4004,11.1,31.2,0.3574,15.3,23.8,0.6343,12.7,33.2,45.9,21.4,9.9,5.2,16.3,21.1,94.8,0.4937,0.4651,0.3605,0.2757,25.94,75.53,49.3,62.16,10.16,8.23,14.54,100.0,97.27,104.23,50.5525,51.73361979,1.8766,0.4277
201503130CHO,1,CHO,240.0,37.8,83.4,0.4537,6.2,18.1,0.3446,16.2,21.3,0.7625,9.0,36.4,45.4,23.0,6.4,5.3,12.7,18.0,98.0,0.5282,0.4908,0.2178,0.2563,20.9,80.34,51.44,60.37,6.79,7.92,12.07,100.0,103.94,102.15,48.60875,48.60875,2.0153,0.4713
201503130CHO,0,CHO,240.0,37.8,83.4,0.4537,6.2,18.1,0.3446,16.2,21.3,0.7625,9.0,36.4,45.4,23.0,6.4,5.3,12.7,18.0,98.0,0.5282,0.4908,0.2178,0.2563,20.9,80.34,51.44,60.37,6.79,7.92,12.07,100.0,103.94,102.15,48.60875,48.60875,2.0153,0.4713
201503130BOS,1,BOS,240.0,37.2,89.3,0.4187,10.4,29.0,0.3551,15.0,19.0,0.79,12.8,31.2,44.0,23.2,7.5,2.7,11.1,19.4,99.8,0.5131,0.4775,0.3251,0.2156,25.9,74.0,48.37,62.67,7.97,4.42,10.18,100.0,106.77,105.41,48.3125,48.3125,2.0672,0.4799
201503130BOS,0,BOS,240.0,37.2,89.3,0.4187,10.4,29.0,0.3551,15.0,19.0,0.79,12.8,31.2,44.0,23.2,7.5,2.7,11.1,19.4,99.8,0.5131,0.4775,0.3251,0.2156,25.9,74.0,48.37,62.67,7.97,4.42,10.18,100.0,106.77,105.41,48.3125,48.3125,2.0672,0.4799
201503130TOR,1,TOR,240.0,36.9,84.8,0.4353,7.7,24.1,0.3159,16.8,20.9,0.8144,10.0,27.9,37.9,18.5,8.6,4.0,11.9,20.8,98.3,0.5242,0.4805,0.2852,0.2532,22.24,72.64,45.77,49.77,9.09,6.91,11.14,100.0,105.61,113.88,48.31375,48.31375,2.051,0.3866
201503130TOR,0,TOR,240.0,36.9,84.8,0.4353,7.7,24.1,0.3159,16.8,20.9,0.8144,10.0,27.9,37.9,18.5,8.6,4.0,11.9,20.8,98.3,0.5242,0.4805,0.2852,0.2532,22.24,72.64,45.77,49.77,9.09,6.91,11.14,100.0,105.61,113.88,48.31375,48.31375,2.051,0.3866
201503130OKC,1,OKC,245.0,41.4,91.7,0.4528,7.8,21.9,0.3515,20.5,25.6,0.7972,13.2,37.9,51.1,22.5,6.9,6.5,13.3,21.2,111.1,0.5412,0.496,0.2404,0.2829,28.78,76.24,53.09,54.25,6.93,10.03,11.47,100.0,111.83,107.96,51.98,53.17479167,2.1387,0.4356
201503130OKC,0,OKC,245.0,41.4,91.7,0.4528,7.8,21.9,0.3515,20.5,25.6,0.7972,13.2,37.9,51.1,22.5,6.9,6.5,13.3,21.2,111.1,0.5412,0.496,0.2404,0.2829,28.78,76.24,53.09,54.25,6.93,10.03,11.47,100.0,111.83,107.96,51.98,53.17479167,2.1387,0.4356
201503130DAL,1,DAL,240.0,36.1,82.5,0.4386,6.4,21.8,0.2952,15.7,20.2,0.7905,8.6,32.2,40.8,19.0,8.8,4.1,13.0,17.7,94.3,0.5169,0.4776,0.2654,0.2468,19.74,74.51,46.97,52.72,9.26,7.02,12.3,100.0,100.79,105.83,48.2475,48.2475,1.9643,0.3936
201503130DAL,0,DAL,240.0,36.1,82.5,0.4386,6.4,21.8,0.2952,15.7,20.2,0.7905,8.6,32.2,40.8,19.0,8.8,4.1,13.0,17.7,94.3,0.5169,0.4776,0.2654,0.2468,19.74,74.51,46.97,52.72,9.26,7.02,12.3,100.0,100.79,105.83,48.2475,48.2475,1.9643,0.3936
201503130DEN,1,DEN,240.0,37.1,87.8,0.4231,9.2,28.2,0.3293,15.6,22.2,0.7108,12.5,31.2,43.7,22.5,8.9,4.6,13.6,22.0,99.0,0.5088,0.4759,0.3228,0.2558,26.15,75.68,49.41,61.38,9.22,7.92,12.19,100.0,103.32,105.99,49.7225,49.7225,1.9909,0.4526
201503130DEN,0,DEN,240.0,37.1,87.8,0.4231,9.2,28.2,0.3293,15.6,22.2,0.7108,12.5,31.2,43.7,22.5,8.9,4.6,13.6,22.0,99.0,0.5088,0.4759,0.3228,0.2558,26.15,75.68,49.41,61.38,9.22,7.92,12.19,100.0,103.32,105.99,49.7225,49.7225,1.9909,0.4526
201503130PHO,1,PHO,245.0,36.9,86.8,0.423,6.8,23.6,0.2969,18.1,24.3,0.7473,12.6,33.6,46.2,19.4,8.3,4.1,16.4,21.9,98.7,0.5048,0.462,0.2709,0.2843,26.86,74.62,49.97,52.81,8.4,6.6,14.4,100.0,100.19,104.08,51.07125,52.22020833,1.9312,0.3818
201503130PHO,0,PHO,245.0,36.9,86.8,0.423,6.8,23.6,0.2969,18.1,24.3,0.7473,12.6,33.6,46.2,19.4,8.3,4.1,16.4,21.9,98.7,0.5048,0.462,0.2709,0.2843,26.86,74.62,49.97,52.81,8.4,6.6,14.4,100.0,100.19,104.08,51.07125,52.22020833,1.9312,0.3818
201503130POR,1,POR,242.5,37.0,84.6,0.436,9.9,27.5,0.3601,17.7,20.8,0.8465,10.4,37.5,47.9,20.9,5.3,3.9,13.7,16.6,101.6,0.5411,0.4939,0.3246,0.2467,23.8,78.22,52.25,56.78,5.63,5.57,12.73,100.0,107.5,102.89,48.89,49.44091146,2.0796,0.4286
201503130POR,0,POR,242.5,37.0,84.6,0.436,9.9,27.5,0.3601,17.7,20.8,0.8465,10.4,37.5,47.9,20.9,5.3,3.9,13.7,16.6,101.6,0.5411,0.4939,0.3246,0.2467,23.8,78.22,52.25,56.78,5.63,5.57,12.73,100.0,107.5,102.89,48.89,49.44091146,2.0796,0.4286
201503140WAS,1,WAS,240.0,36.7,83.4,0.4424,5.7,19.4,0.2864,14.0,18.5,0.784,10.7,34.0,44.7,22.5,7.7,4.3,15.1,21.6,93.1,0.5102,0.4767,0.234,0.2246,24.65,77.15,51.15,61.8,8.26,7.91,14.07,100.0,99.17,100.19,48.29375,48.29375,1.9328,0.4673
201503140WAS,0,WAS,240.0,36.7,83.4,0.4424,5.7,19.4,0.2864,14.0,18.5,0.784,10.7,34.0,44.7,22.5,7.7,4.3,15.1,21.6,93.1,0.5102,0.4767,0.234,0.2246,24.65,77.15,51.15,61.8,8.26,7.91,14.07,100.0,99.17,100.19,48.29375,48.29375,1.9328,0.4673
201503140IND,1,IND,242.5,37.3,82.3,0.4532,8.3,21.8,0.3704,18.2,23.7,0.7707,9.8,37.4,47.2,23.1,7.3,5.1,12.9,21.1,101.1,0.5462,0.5038,0.2644,0.2909,22.84,73.39,50.23,61.44,7.78,7.85,12.15,100.0,107.99,95.81,48.32875,48.88239583,2.0946,0.4797
201503140IND,0,IND,242.5,37.3,82.3,0.4532,8.3,21.8,0.3704,18.2,23.7,0.7707,9.8,37.4,47.2,23.1,7.3,5.1,12.9,21.1,101.1,0.5462,0.5038,0.2644,0.2909,22.84,73.39,50.23,61.44,7.78,7.85,12.15,100.0,107.99,95.81,48.32875,48.88239583,2.0946,0.4797
201503140PHI,1,PHI,245.0,35.1,87.9,0.4016,10.7,31.0,0.3473,15.5,24.4,0.623,13.0,33.4,46.4,22.3,10.2,5.6,15.7,21.4,96.4,0.4906,0.4627,0.3506,0.2781,25.89,75.06,48.9,63.0,10.37,8.61,13.82,100.0,97.89,103.64,51.095,52.27611979,1.8858,0.4401
201503140PHI,0,PHI,245.0,35.1,87.9,0.4016,10.7,31.0,0.3473,15.5,24.4,0.623,13.0,33.4,46.4,22.3,10.2,5.6,15.7,21.4,96.4,0.4906,0.4627,0.3506,0.2781,25.89,75.06,48.9,63.0,10.37,8.61,13.82,100.0,97.89,103.64,51.095,52.27611979,1.8858,0.4401
201503140MEM,1,MEM,240.0,35.6,79.3,0.4522,3.8,13.8,0.2785,17.0,22.5,0.7624,9.5,30.5,40.0,21.2,9.8,4.3,15.0,19.0,92.0,0.5187,0.4765,0.1745,0.2901,22.75,74.15,48.31,59.6,10.63,7.21,14.31,100.0,100.07,105.11,47.74375,47.74375,1.9292,0.4445
201503140MEM,0,MEM,240.0,35.6,79.3,0.4522,3.8,13.8,0.2785,17.0,22.5,0.7624,9.5,30.5,40.0,21.2,9.8,4.3,15.0,19.0,92.0,0.5187,0.4765,0.1745,0.2901,22.75,74.15,48.31,59.6,10.63,7.21,14.31,100.0,100.07,105.11,47.74375,47.74375,1.9292,0.4445
201503140UTA,1,UTA,240.0,34.1,76.0,0.4494,6.7,19.9,0.3531,18.1,24.9,0.7313,12.2,35.8,48.0,19.7,8.2,6.7,16.0,19.1,93.0,0.5367,0.4937,0.26,0.3341,30.2,76.96,55.46,57.98,9.07,11.63,15.54,100.0,104.19,95.12,45.81375,45.81375,2.0349,0.4327
201503140UTA,0,UTA,240.0,34.1,76.0,0.4494,6.7,19.9,0.3531,18.1,24.9,0.7313,12.2,35.8,48.0,19.7,8.2,6.7,16.0,19.1,93.0,0.5367,0.4937,0.26,0.3341,30.2,76.96,55.46,57.98,9.07,11.63,15.54,100.0,104.19,95.12,45.81375,45.81375,2.0349,0.4327
