gameId,teamAbbr,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3pAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ortg,Drtg,poss,pace,poss_per_poss,ass_per_poss,gameId.1,teamAbbr.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,TS%.1,eFG%.1,3pAr.1,FTr.1,ORB%.1,DRB%.1,TRB%.1,AST%.1,STL%.1,BLK%.1,TOV%.1,USG%.1,Ortg.1,Drtg.1,poss.1,pace.1,poss_per_poss.1,ass_per_poss.1
201510270ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510270ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510270CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510270CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510270GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510270GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280PHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280PHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510280TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510280TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510290IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510290IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510290LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510290LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510290NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510290NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300PHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300PHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510300SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201510300SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
