gameId,teamAbbr,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3pAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ortg,Drtg,poss,pace,poss_per_poss,ass_per_poss,gameId.1,teamAbbr.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,TS%.1,eFG%.1,3pAr.1,FTr.1,ORB%.1,DRB%.1,TRB%.1,AST%.1,STL%.1,BLK%.1,TOV%.1,USG%.1,Ortg.1,Drtg.1,poss.1,pace.1,poss_per_poss.1,ass_per_poss.1
201410300MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201410300MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410300ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201410300ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410310CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201410310CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410310IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201410310IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410310LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201410310LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410310MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201410310MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410310PHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201410310PHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410310SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201410310SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010CHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010CHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411010WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411010WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411020LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411020LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411020MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411020MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411020NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411020NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411020POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411020POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411030BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411030BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411030DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411030DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411030DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411030DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411030LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411030LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411030MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411030MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411030PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411030PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411040CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411040CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411040IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411040IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411040LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411040LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411040MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411040MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411040NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411040NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411040NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411040NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411040POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411040POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411040TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411040TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050CHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050CHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050PHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050PHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411050WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411050WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411060HOU,HOU,240.0,34.0,73.8,0.4614,14.2,32.2,0.4432,23.4,32.2,0.7344,10.8,32.4,43.2,21.8,8.6,5.6,17.0,24.6,105.6,0.603,0.558,0.4384,0.438,30.54,74.02000000000001,54.620000000000005,65.16,9.44,9.44,16.220000000000002,100.0,116.6,100.9,47.6475,47.6475,2.2228,0.4584,,HOU,240.0,33.4,81.2,0.4131999999999999,6.0,20.6,0.2872,18.6,24.8,0.7555999999999999,11.4,24.4,35.8,17.4,8.8,4.6,13.2,23.0,91.4,0.5004,0.4528,0.2557999999999999,0.3127999999999999,25.98,69.46000000000001,45.38,52.5,9.62,10.82,12.68,100.0,100.9,116.6,47.39,47.39,1.9354,0.3666
201411060POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411060POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411070BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411070BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411070BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411070BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411070CHO,CHO,245.0,34.4,81.0,0.4256,5.4,17.8,0.3072,17.2,23.6,0.7412000000000001,9.4,33.6,43.0,22.0,7.0,5.0,13.2,18.2,91.4,0.5014000000000001,0.4592,0.2198,0.2935999999999999,22.3,81.96000000000001,51.98,63.96,7.56,8.120000000000001,12.86,100.0,99.42,100.64,48.005,49.148489584,1.9064,0.4575999999999999,,CHO,245.0,35.0,79.2,0.442,5.4,16.2,0.3466,17.0,20.8,0.8076000000000001,7.4,32.2,39.6,21.8,6.6,4.0,12.8,23.4,92.4,0.5224,0.4758000000000001,0.2052,0.2638,18.06,77.7,48.02,62.0,7.1,5.8,12.6,100.0,100.64,99.42,47.24,48.306666666,1.958,0.4622
201411070DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411070DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411070DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411070DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411070OKC,OKC,240.0,32.8,74.6,0.4427999999999999,5.6,20.2,0.269,19.6,27.4,0.7042,9.8,33.4,43.2,20.6,5.8,3.8,16.8,23.8,90.8,0.5268,0.481,0.2748,0.3746,25.68,73.9,52.38,63.2,6.36,6.82,16.36,100.0,99.73999999999998,111.52,47.307500000000005,47.307500000000005,1.9182,0.4352,,OKC,240.0,36.8,83.8,0.4392,8.8,27.8,0.3234,18.8,23.8,0.7872,11.8,27.6,39.4,21.4,7.0,5.8,11.2,23.4,101.2,0.537,0.4911999999999999,0.3319999999999999,0.2846,26.1,74.34,47.66,58.4,7.720000000000001,10.3,10.62,100.0,111.52,99.74,47.252500000000005,47.252500000000005,2.1448000000000005,0.4538
201411070ORL,ORL,240.0,36.8,82.6,0.4478,5.2,16.0,0.3385999999999999,12.8,19.0,0.6832,11.2,34.4,45.6,19.4,5.8,5.2,17.0,25.4,91.6,0.5058,0.4798,0.1944,0.2347999999999999,23.94,74.91999999999999,49.7,52.84,6.1,7.859999999999999,15.68,100.0,96.94,106.16,48.71249999999999,48.71249999999999,1.8824,0.4004,,ORL,240.0,36.2,83.2,0.4376,6.0,18.2,0.35,21.8,31.0,0.6950000000000001,12.6,33.6,46.2,20.0,8.4,8.4,12.0,19.8,100.2,0.5218,0.4746,0.2218,0.3737999999999999,25.08,76.06,50.3,55.4,8.819999999999999,11.94,11.2,100.0,106.16,96.94,48.66250000000001,48.66250000000001,2.0636,0.4124
201411070PHI,PHI,240.0,33.4,78.6,0.4301999999999999,7.4,22.8,0.3254,15.8,24.8,0.6382,8.6,29.4,38.0,21.2,10.4,7.2,17.6,21.2,90.0,0.5088,0.4785999999999999,0.2935999999999999,0.3182,18.96,69.32,44.56,63.36,10.78,12.2,16.580000000000002,100.0,93.3,104.74,49.69,49.69,1.813,0.4266,,PHI,240.0,37.2,83.0,0.4484,9.6,25.4,0.3631999999999999,17.0,24.0,0.7146000000000001,13.0,34.6,47.6,24.2,10.8,6.6,19.2,20.6,101.0,0.5406,0.5075999999999999,0.3102,0.294,30.68,81.03999999999999,55.44,65.62,11.14,10.78,17.0,100.0,104.73999999999998,93.3,50.3,50.3,2.01,0.4816000000000001
201411070PHO,PHO,240.0,37.8,83.2,0.4559999999999999,7.8,24.0,0.3102,18.0,22.2,0.8093999999999999,9.0,33.2,42.2,19.2,6.4,5.2,12.6,23.4,101.4,0.5484,0.504,0.291,0.2672,21.26,75.22,48.7,50.02,6.74,8.16,12.08,100.0,106.71999999999998,108.1,48.6725,48.6725,2.0836,0.3909999999999999,,PHO,240.0,37.2,84.0,0.4429999999999999,6.8,19.4,0.3602,21.6,27.8,0.7787999999999999,11.2,33.0,44.2,20.0,7.8,4.2,13.2,20.8,102.8,0.5346,0.484,0.2324,0.3279999999999999,24.779999999999998,78.74,51.3,54.0,8.18,6.82,12.16,100.0,108.1,106.71999999999998,49.6025,49.6025,2.0694000000000004,0.4048
201411070TOR,TOR,240.0,36.2,84.0,0.431,6.2,22.0,0.2888,27.2,35.2,0.7798,11.6,26.2,37.8,18.2,8.4,5.0,8.6,22.6,105.8,0.5317999999999999,0.4678,0.2623999999999999,0.422,25.4,70.44,45.5,50.84,9.06,9.5,7.960000000000001,100.0,114.46,107.96,48.86,48.86,2.165,0.3732,,TOR,240.0,37.4,74.8,0.501,9.0,22.6,0.3974,16.0,24.4,0.654,10.6,33.6,44.2,23.6,4.8,5.4,18.6,28.4,99.8,0.5842,0.5606,0.3041999999999999,0.3336,29.56,74.6,54.52,63.25999999999999,5.2,8.7,17.82,100.0,107.96,114.46,47.195,47.195,2.1142,0.5002
201411070UTA,UTA,240.0,38.2,81.2,0.4708,8.2,25.4,0.3078,18.6,22.8,0.8192,12.6,29.4,42.0,21.4,6.2,4.4,14.2,19.6,103.2,0.5654,0.5214000000000001,0.3126,0.28,31.2,78.42,54.04,56.36,6.739999999999999,8.08,13.52,100.0,113.32,115.16,46.815,46.815,2.2046,0.4602,,UTA,240.0,38.8,80.4,0.4818,9.0,23.6,0.3872,17.8,21.8,0.8058,7.8,27.8,35.6,18.8,7.4,5.6,12.0,19.8,104.4,0.5810000000000001,0.538,0.292,0.2782,21.58,68.8,45.96,46.74,8.16,10.06,11.779999999999998,100.0,115.16,113.32,47.4775,47.4775,2.2052,0.3982
201411080ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411080ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411080CHI,CHI,245.0,36.6,77.0,0.476,9.2,21.8,0.418,22.6,29.6,0.7632000000000001,9.0,32.2,41.2,22.4,5.0,8.0,15.6,21.8,105.0,0.5832,0.5347999999999999,0.2808,0.3952,22.660000000000004,66.3,46.9,61.05999999999999,5.38,10.56,14.7,100.0,111.88,108.44,48.83,49.934947916,2.1516,0.4589999999999999,,CHI,245.0,38.6,91.4,0.4234,5.6,17.2,0.3124,19.2,24.6,0.7572000000000001,16.4,30.4,46.8,22.6,8.0,3.8,11.2,25.2,102.0,0.499,0.4544,0.1886,0.2682,33.7,77.34,53.1,58.52,8.54,6.9,9.96,100.0,108.44,111.88000000000002,48.94250000000001,50.07453125000001,2.0806,0.4644
201411080HOU,HOU,240.0,34.6,73.6,0.4708,13.8,31.8,0.4344,20.6,28.8,0.7196,9.6,33.0,42.6,21.0,8.6,6.2,18.6,22.6,103.6,0.6026,0.5650000000000001,0.434,0.3925999999999999,27.68,74.02000000000001,53.66,61.54,9.34,10.3,17.720000000000002,100.0,113.12,97.86,48.14,48.14,2.161,0.438,,HOU,240.0,34.0,83.4,0.4112,5.8,22.6,0.2472,15.8,20.8,0.7756,11.6,25.2,36.8,17.6,9.8,4.2,13.8,21.4,89.6,0.4892,0.4493999999999999,0.2748,0.2562,25.98,72.32000000000001,46.34,52.04,10.56,9.9,13.12,100.0,97.86,113.12,47.74,47.74,1.887,0.3683999999999999
201411080IND,IND,245.0,34.2,82.2,0.4166,7.8,24.6,0.313,14.6,18.4,0.8122,13.0,34.2,47.2,19.6,3.8,6.4,16.8,20.4,90.8,0.504,0.4646,0.3006,0.2254,29.16,81.5,54.4,57.92,4.180000000000001,10.44,15.720000000000002,100.0,99.06,105.52,47.37,48.448125,1.9196,0.412,,IND,245.0,36.0,81.4,0.4458,7.4,20.8,0.3592,17.2,21.2,0.8288,7.8,31.6,39.4,23.2,9.2,4.6,11.4,20.8,96.6,0.5347999999999999,0.4913999999999999,0.2578,0.269,18.5,70.84,45.6,64.56,10.14,8.14,11.18,100.0,105.52,99.06,47.535,48.648802084,2.039,0.4882000000000001
201411080LAC,LAC,240.0,36.0,81.8,0.4427999999999999,9.0,27.2,0.3379999999999999,21.8,26.8,0.8108000000000001,8.2,25.6,33.8,23.8,8.8,4.2,11.4,21.8,102.8,0.5518000000000001,0.4987999999999999,0.3356,0.3369999999999999,18.16,76.62,44.06,65.97999999999999,9.32,8.100000000000001,10.86,100.0,108.86,110.16,48.865,48.865,2.1034,0.4871999999999999,,LAC,240.0,36.6,73.2,0.4984,8.2,20.6,0.3812,22.8,27.8,0.8295999999999999,7.8,35.2,43.0,24.2,5.0,4.0,19.0,25.2,104.2,0.6106,0.5536,0.2806,0.3862,23.380000000000003,81.84,55.96,67.02,5.28,7.26,18.24,100.0,110.16,108.86,48.80250000000001,48.80250000000001,2.1306000000000003,0.4948
201411080MIA,MIA,240.0,35.2,77.0,0.4568,9.2,25.2,0.3614,22.0,29.6,0.7466,10.2,28.2,38.4,22.0,8.8,3.0,13.8,22.4,101.6,0.564,0.5166,0.3284,0.3888,26.540000000000003,77.32000000000001,50.760000000000005,61.92,9.5,5.54,13.239999999999998,100.0,111.22,109.38,47.330000000000005,47.330000000000005,2.1446,0.4599999999999999,,MIA,240.0,35.6,74.2,0.4824,7.8,22.6,0.3214,20.4,29.0,0.7112,8.4,29.2,37.6,20.8,7.2,6.2,15.2,23.8,99.4,0.576,0.5372000000000001,0.3126,0.3906,22.68,73.46000000000001,49.24,58.78,7.88,11.779999999999998,14.96,100.0,109.38,111.22,47.3875,47.3875,2.1046,0.4402
201411080MIL,MIL,240.0,35.2,83.4,0.4238,6.6,20.4,0.3134,14.6,19.0,0.7787999999999999,13.4,30.8,44.2,21.6,10.6,5.6,16.8,23.2,91.6,0.5008,0.4634,0.246,0.2294,30.0,75.08,51.66,61.24,11.48,9.72,15.26,100.0,98.9,99.9,47.9125,47.9125,1.9144,0.4526,,MIL,240.0,34.8,77.0,0.4552,6.2,19.8,0.3132,16.8,26.2,0.6276,10.4,30.6,41.0,20.8,9.2,5.4,17.2,19.6,92.6,0.5252,0.4958,0.2558,0.3442,24.94,70.0,48.34,59.38,9.74,8.760000000000002,16.28,100.0,99.9,98.9,48.1225,48.1225,1.9246,0.4296
201411080SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201411080SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411090BRK,BRK,240.0,39.8,81.4,0.4896,9.4,22.6,0.4158,15.8,20.2,0.7852,8.8,33.8,42.6,19.6,6.4,4.8,14.0,22.2,104.8,0.5808,0.5478000000000001,0.2782,0.2516,22.58,73.38000000000001,50.00000000000001,49.12,6.859999999999999,7.220000000000001,13.26,100.0,112.62,105.28000000000002,48.09750000000001,48.09750000000001,2.1898,0.4096,,BRK,240.0,37.4,85.2,0.438,6.4,19.6,0.3208,17.4,24.4,0.7136,12.4,30.4,42.8,21.4,6.6,3.4,12.2,20.4,98.6,0.5132000000000001,0.475,0.2308,0.291,26.64,77.42,50.00000000000001,57.1,6.92,5.720000000000001,11.2,100.0,105.28,112.62,48.295,48.295,2.0366,0.4416
201411090DAL,DAL,240.0,42.4,86.8,0.4902,8.4,23.6,0.3546,14.6,18.4,0.8038000000000001,10.4,29.6,40.0,22.2,7.0,5.4,10.6,19.2,107.8,0.5694000000000001,0.539,0.2724,0.213,25.0,67.84,46.58,51.84,7.7,9.54,9.98,100.0,116.32,109.58,47.870000000000005,47.870000000000005,2.256,0.4649999999999999,,DAL,240.0,37.6,83.8,0.4493999999999999,10.6,28.6,0.3687999999999999,16.0,20.0,0.804,14.4,31.6,46.0,23.8,6.0,4.4,16.8,19.8,101.8,0.5523999999999999,0.5138,0.3481999999999999,0.243,32.160000000000004,75.0,53.42,63.34,6.38,7.040000000000001,15.62,100.0,109.58,116.32,47.85,47.85,2.1266000000000003,0.4958
201411090DET,DET,240.0,34.0,82.6,0.4138,7.2,22.0,0.3157999999999999,16.0,24.8,0.6294000000000001,12.6,32.8,45.4,18.2,4.4,4.4,12.0,21.2,91.2,0.4891999999999999,0.4574,0.2672,0.3058,27.64,74.61999999999999,50.82000000000001,53.66,4.92,7.040000000000001,11.36,100.0,101.48,106.3,46.89,46.89,1.9518,0.39,,DET,240.0,36.8,83.0,0.4448,6.2,20.0,0.3238,15.8,21.0,0.77,11.2,32.8,44.0,20.8,6.2,5.0,11.4,21.4,95.6,0.5196,0.4814,0.2389999999999999,0.2584,25.38,72.35999999999999,49.18000000000001,56.9,6.859999999999999,8.379999999999999,10.96,100.0,106.3,101.48,46.5875,46.5875,2.0592,0.4482
