,,teamAbbr,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3pAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ortg,Drtg,poss,pace,poss_per_poss,ass_per_poss
201802030SAS,0,SAS,240.0,38.8,84.4,0.457,7.8,24.2,0.3214,13.8,16.4,0.8602,10.2,34.2,44.4,27.2,6.0,5.4,12.2,14.6,99.2,0.5394,0.5024,0.2882,0.1986,24.62,79.4,52.52,69.6,6.62,9.7,11.66,100.0,109.36,107.52,47.095,47.095,2.1046,0.577
201802030DEN,1,DEN,240.0,42.8,87.4,0.4904,12.2,31.0,0.3994,14.6,18.2,0.8068,9.0,33.6,42.6,28.8,5.4,5.8,12.2,17.2,112.4,0.5894,0.5606,0.3542,0.2098,21.52,79.82,51.42,67.08,5.72,9.34,11.44,100.0,116.96,114.18,49.6225,49.6225,2.257,0.5776
201802030DEN,0,DEN,240.0,42.8,87.4,0.4904,12.2,31.0,0.3994,14.6,18.2,0.8068,9.0,33.6,42.6,28.8,5.4,5.8,12.2,17.2,112.4,0.5894,0.5606,0.3542,0.2098,21.52,79.82,51.42,67.08,5.72,9.34,11.44,100.0,116.96,114.18,49.6225,49.6225,2.257,0.5776
201802030MIN,1,MIN,240.0,42.2,88.6,0.479,5.8,18.2,0.3286,17.0,21.2,0.8052,10.0,31.2,41.2,23.4,9.0,4.8,9.8,15.8,107.2,0.5504,0.5124,0.2062,0.2408,22.72,74.58,48.72,55.54,9.46,9.34,9.2,100.0,113.68,111.3,49.235,49.235,2.1784,0.4754
201802030MIN,0,MIN,240.0,42.2,88.6,0.479,5.8,18.2,0.3286,17.0,21.2,0.8052,10.0,31.2,41.2,23.4,9.0,4.8,9.8,15.8,107.2,0.5504,0.5124,0.2062,0.2408,22.72,74.58,48.72,55.54,9.46,9.34,9.2,100.0,113.68,111.3,49.235,49.235,2.1784,0.4754
201802030SAC,1,SAC,240.0,40.8,88.4,0.4612,10.2,24.6,0.4078,10.2,13.4,0.77,8.4,31.2,39.6,21.2,8.0,4.8,12.0,18.2,102.0,0.5412,0.5196,0.2786,0.1516,18.68,79.96,46.8,52.14,8.16,9.32,11.28,100.0,106.38,108.96,49.1825,49.1825,2.0754,0.432
201802030SAC,0,SAC,240.0,40.8,88.4,0.4612,10.2,24.6,0.4078,10.2,13.4,0.77,8.4,31.2,39.6,21.2,8.0,4.8,12.0,18.2,102.0,0.5412,0.5196,0.2786,0.1516,18.68,79.96,46.8,52.14,8.16,9.32,11.28,100.0,106.38,108.96,49.1825,49.1825,2.0754,0.432
201802040TOR,1,TOR,240.0,42.4,90.0,0.473,11.8,31.2,0.369,18.2,22.6,0.8018,12.4,31.2,43.6,23.0,5.8,5.6,11.4,21.6,114.8,0.5756,0.5382,0.3464,0.2546,27.18,76.42,50.48,55.04,6.02,8.9,10.22,100.0,119.54,112.16,49.8675,49.8675,2.303,0.4642
201802040TOR,0,TOR,240.0,42.4,90.0,0.473,11.8,31.2,0.369,18.2,22.6,0.8018,12.4,31.2,43.6,23.0,5.8,5.6,11.4,21.6,114.8,0.5756,0.5382,0.3464,0.2546,27.18,76.42,50.48,55.04,6.02,8.9,10.22,100.0,119.54,112.16,49.8675,49.8675,2.303,0.4642
201802040NYK,1,NYK,240.0,37.8,86.4,0.439,7.6,22.8,0.3234,16.6,21.8,0.7584,10.4,35.6,46.0,23.8,6.6,5.8,13.8,18.2,99.8,0.5204,0.4832,0.2636,0.253,22.22,84.92,52.44,62.46,6.8,10.54,12.52,100.0,102.9,104.2,50.0775,50.0775,1.9938,0.4758
201802040NYK,0,NYK,240.0,37.8,86.4,0.439,7.6,22.8,0.3234,16.6,21.8,0.7584,10.4,35.6,46.0,23.8,6.6,5.8,13.8,18.2,99.8,0.5204,0.4832,0.2636,0.253,22.22,84.92,52.44,62.46,6.8,10.54,12.52,100.0,102.9,104.2,50.0775,50.0775,1.9938,0.4758
201802040BOS,1,BOS,240.0,40.8,88.2,0.463,13.4,30.8,0.4406,15.2,19.2,0.7926,8.6,36.0,44.6,24.6,7.2,3.4,11.2,23.0,110.2,0.57,0.5388,0.3476,0.219,20.84,79.08,51.52,60.08,7.34,5.82,10.32,100.0,113.4,103.86,49.96,49.96,2.2072,0.494
201802040BOS,0,BOS,240.0,40.8,88.2,0.463,13.4,30.8,0.4406,15.2,19.2,0.7926,8.6,36.0,44.6,24.6,7.2,3.4,11.2,23.0,110.2,0.57,0.5388,0.3476,0.219,20.84,79.08,51.52,60.08,7.34,5.82,10.32,100.0,113.4,103.86,49.96,49.96,2.2072,0.494
201802040BRK,1,BRK,240.0,36.6,83.4,0.441,9.6,32.4,0.2988,16.8,20.4,0.8228,9.4,33.4,42.8,18.8,4.8,5.8,13.6,20.6,99.6,0.5406,0.4994,0.3886,0.2472,21.34,76.52,48.58,51.38,5.04,9.0,12.8,100.0,105.88,116.22,48.645,48.645,2.0562,0.3882
201802040BRK,0,BRK,240.0,36.6,83.4,0.441,9.6,32.4,0.2988,16.8,20.4,0.8228,9.4,33.4,42.8,18.8,4.8,5.8,13.6,20.6,99.6,0.5406,0.4994,0.3886,0.2472,21.34,76.52,48.58,51.38,5.04,9.0,12.8,100.0,105.88,116.22,48.645,48.645,2.0562,0.3882
201802040OKC,1,OKC,240.0,41.6,92.0,0.4498,10.2,32.4,0.3158,19.2,24.8,0.7762,13.6,32.0,45.6,24.2,6.8,4.8,12.4,21.0,112.6,0.5466,0.5054,0.3542,0.2754,29.26,77.3,51.88,58.54,6.92,8.12,10.68,100.0,114.4,113.98,51.29,51.29,2.2006,0.471
201802040OKC,0,OKC,240.0,41.6,92.0,0.4498,10.2,32.4,0.3158,19.2,24.8,0.7762,13.6,32.0,45.6,24.2,6.8,4.8,12.4,21.0,112.6,0.5466,0.5054,0.3542,0.2754,29.26,77.3,51.88,58.54,6.92,8.12,10.68,100.0,114.4,113.98,51.29,51.29,2.2006,0.471
201802040PHO,1,PHO,240.0,36.6,86.2,0.4268,9.2,30.4,0.3038,16.6,21.8,0.7516,9.6,30.6,40.2,18.8,8.0,3.0,14.8,25.4,99.0,0.518,0.4802,0.3518,0.2564,21.44,74.8,46.62,51.12,8.2,5.6,13.36,100.0,101.46,114.04,50.8775,50.8775,1.946,0.37
201802040PHO,0,PHO,240.0,36.6,86.2,0.4268,9.2,30.4,0.3038,16.6,21.8,0.7516,9.6,30.6,40.2,18.8,8.0,3.0,14.8,25.4,99.0,0.518,0.4802,0.3518,0.2564,21.44,74.8,46.62,51.12,8.2,5.6,13.36,100.0,101.46,114.04,50.8775,50.8775,1.946,0.37
201802050DET,1,DET,240.0,41.4,86.4,0.4794,10.2,28.6,0.354,17.4,23.8,0.7432,9.0,35.6,44.6,25.6,7.2,4.6,11.2,20.2,110.4,0.5702,0.538,0.3316,0.2826,21.28,81.4,51.54,61.92,7.32,8.6,10.32,100.0,112.76,115.56,49.9525,49.9525,2.2088,0.5108
201802050DET,0,DET,240.0,41.4,86.4,0.4794,10.2,28.6,0.354,17.4,23.8,0.7432,9.0,35.6,44.6,25.6,7.2,4.6,11.2,20.2,110.4,0.5702,0.538,0.3316,0.2826,21.28,81.4,51.54,61.92,7.32,8.6,10.32,100.0,112.76,115.56,49.9525,49.9525,2.2088,0.5108
201802050IND,1,IND,240.0,41.6,81.2,0.512,8.4,24.2,0.3392,18.4,22.8,0.8106,7.2,29.2,36.4,23.8,11.4,4.4,11.8,20.4,110.0,0.6028,0.5644,0.3012,0.2864,19.58,69.34,46.02,57.72,12.16,8.26,11.5,100.0,116.8,113.28,48.315,48.315,2.2754,0.494
201802050IND,0,IND,240.0,41.6,81.2,0.512,8.4,24.2,0.3392,18.4,22.8,0.8106,7.2,29.2,36.4,23.8,11.4,4.4,11.8,20.4,110.0,0.6028,0.5644,0.3012,0.2864,19.58,69.34,46.02,57.72,12.16,8.26,11.5,100.0,116.8,113.28,48.315,48.315,2.2754,0.494
201802050MIA,1,MIA,240.0,37.2,84.2,0.4418,9.8,31.6,0.303,12.4,19.0,0.6656,10.2,35.0,45.2,23.0,7.4,6.0,13.8,19.6,96.6,0.5232,0.4998,0.3754,0.2284,23.32,76.44,50.54,61.52,7.86,10.4,12.98,100.0,103.46,103.6,48.4125,48.4125,2.0052,0.479
201802050MIA,0,MIA,240.0,37.2,84.2,0.4418,9.8,31.6,0.303,12.4,19.0,0.6656,10.2,35.0,45.2,23.0,7.4,6.0,13.8,19.6,96.6,0.5232,0.4998,0.3754,0.2284,23.32,76.44,50.54,61.52,7.86,10.4,12.98,100.0,103.46,103.6,48.4125,48.4125,2.0052,0.479
201802050NOP,1,NOP,240.0,41.8,87.0,0.4834,10.0,28.8,0.3616,14.8,19.6,0.7566,7.6,35.8,43.4,27.6,8.6,5.8,14.8,19.0,108.4,0.5696,0.5414,0.332,0.2296,16.0,77.56,48.0,65.8,8.46,9.22,13.48,100.0,106.92,109.98,51.755,51.755,2.0952,0.5344
201802050NOP,0,NOP,240.0,41.8,87.0,0.4834,10.0,28.8,0.3616,14.8,19.6,0.7566,7.6,35.8,43.4,27.6,8.6,5.8,14.8,19.0,108.4,0.5696,0.5414,0.332,0.2296,16.0,77.56,48.0,65.8,8.46,9.22,13.48,100.0,106.92,109.98,51.755,51.755,2.0952,0.5344
201802050DEN,1,DEN,240.0,41.0,89.6,0.4562,11.8,31.2,0.3822,15.6,19.2,0.8126,11.8,34.0,45.8,27.2,6.2,5.4,12.6,16.6,109.4,0.5566,0.522,0.348,0.2136,27.06,76.52,52.24,66.44,6.56,8.68,11.44,100.0,114.34,112.54,49.76,49.76,2.1924,0.545
201802050DEN,0,DEN,240.0,41.0,89.6,0.4562,11.8,31.2,0.3822,15.6,19.2,0.8126,11.8,34.0,45.8,27.2,6.2,5.4,12.6,16.6,109.4,0.5566,0.522,0.348,0.2136,27.06,76.52,52.24,66.44,6.56,8.68,11.44,100.0,114.34,112.54,49.76,49.76,2.1924,0.545
201802050SAC,1,SAC,240.0,40.8,87.4,0.4672,10.2,24.8,0.4054,9.0,12.0,0.7674,7.6,29.6,37.2,21.0,8.4,3.2,12.4,19.4,100.8,0.545,0.5262,0.2846,0.1364,17.3,79.66,45.74,51.68,8.66,6.5,11.84,100.0,105.9,111.28,48.95,48.95,2.0606,0.4302
201802050SAC,0,SAC,240.0,40.8,87.4,0.4672,10.2,24.8,0.4054,9.0,12.0,0.7674,7.6,29.6,37.2,21.0,8.4,3.2,12.4,19.4,100.8,0.545,0.5262,0.2846,0.1364,17.3,79.66,45.74,51.68,8.66,6.5,11.84,100.0,105.9,111.28,48.95,48.95,2.0606,0.4302
201802050LAC,1,LAC,240.0,38.8,85.6,0.4534,7.8,24.6,0.3124,21.0,28.0,0.7528,8.6,37.4,46.0,24.6,7.4,5.4,13.4,17.8,106.4,0.5436,0.4988,0.2878,0.3338,18.2,77.4,48.38,63.62,7.42,9.42,12.0,100.0,105.78,104.0,51.85,51.85,2.0522,0.4738
201802050LAC,0,LAC,240.0,38.8,85.6,0.4534,7.8,24.6,0.3124,21.0,28.0,0.7528,8.6,37.4,46.0,24.6,7.4,5.4,13.4,17.8,106.4,0.5436,0.4988,0.2878,0.3338,18.2,77.4,48.38,63.62,7.42,9.42,12.0,100.0,105.78,104.0,51.85,51.85,2.0522,0.4738
201802060ORL,1,ORL,240.0,40.6,80.4,0.5048,12.8,30.0,0.4226,17.0,22.4,0.78,7.8,28.6,36.4,23.4,9.0,4.8,13.8,20.8,111.0,0.614,0.5836,0.3732,0.2812,20.0,71.92,46.34,57.3,9.42,7.96,13.18,100.0,116.92,117.8,48.52,48.52,2.2876,0.4824
201802060ORL,0,ORL,240.0,40.6,80.4,0.5048,12.8,30.0,0.4226,17.0,22.4,0.78,7.8,28.6,36.4,23.4,9.0,4.8,13.8,20.8,111.0,0.614,0.5836,0.3732,0.2812,20.0,71.92,46.34,57.3,9.42,7.96,13.18,100.0,116.92,117.8,48.52,48.52,2.2876,0.4824
201802060ATL,1,ATL,240.0,37.0,82.2,0.4518,12.6,34.6,0.3692,19.0,22.4,0.839,8.0,29.0,37.0,24.6,5.4,4.6,14.0,15.8,105.6,0.5756,0.5286,0.4204,0.2742,19.88,74.88,47.24,66.46,5.64,7.46,13.12,100.0,111.0,119.32,49.42,49.42,2.1402,0.4994
201802060ATL,0,ATL,240.0,37.0,82.2,0.4518,12.6,34.6,0.3692,19.0,22.4,0.839,8.0,29.0,37.0,24.6,5.4,4.6,14.0,15.8,105.6,0.5756,0.5286,0.4204,0.2742,19.88,74.88,47.24,66.46,5.64,7.46,13.12,100.0,111.0,119.32,49.42,49.42,2.1402,0.4994
201802060BRK,1,BRK,240.0,37.4,83.6,0.449,9.8,31.4,0.3138,15.6,19.2,0.81,9.4,31.6,41.0,20.2,4.8,5.6,12.6,20.6,100.2,0.5454,0.5084,0.3766,0.2334,21.42,70.96,46.46,54.0,5.14,8.66,12.02,100.0,108.12,116.66,47.96,47.96,2.0948,0.4228
201802060BRK,0,BRK,240.0,37.4,83.6,0.449,9.8,31.4,0.3138,15.6,19.2,0.81,9.4,31.6,41.0,20.2,4.8,5.6,12.6,20.6,100.2,0.5454,0.5084,0.3766,0.2334,21.42,70.96,46.46,54.0,5.14,8.66,12.02,100.0,108.12,116.66,47.96,47.96,2.0948,0.4228
201802060TOR,1,TOR,240.0,43.2,88.8,0.4874,11.6,32.8,0.3514,18.4,22.2,0.834,11.2,30.8,42.0,22.6,6.4,4.4,11.4,22.0,116.4,0.5904,0.5518,0.3682,0.2526,25.9,75.22,49.86,52.84,6.7,7.46,10.34,100.0,121.56,110.14,49.7725,49.7725,2.3396,0.4568
201802060TOR,0,TOR,240.0,43.2,88.8,0.4874,11.6,32.8,0.3514,18.4,22.2,0.834,11.2,30.8,42.0,22.6,6.4,4.4,11.4,22.0,116.4,0.5904,0.5518,0.3682,0.2526,25.9,75.22,49.86,52.84,6.7,7.46,10.34,100.0,121.56,110.14,49.7725,49.7725,2.3396,0.4568
201802060NYK,1,NYK,240.0,37.0,88.8,0.4164,7.0,23.2,0.2906,14.4,20.0,0.7118,13.0,36.0,49.0,20.6,6.8,6.4,14.8,17.4,95.4,0.4884,0.4562,0.2614,0.2264,27.2,80.38,52.72,56.04,7.08,11.58,13.16,100.0,99.3,98.82,50.05,50.05,1.9072,0.4124
201802060NYK,0,NYK,240.0,37.0,88.8,0.4164,7.0,23.2,0.2906,14.4,20.0,0.7118,13.0,36.0,49.0,20.6,6.8,6.4,14.8,17.4,95.4,0.4884,0.4562,0.2614,0.2264,27.2,80.38,52.72,56.04,7.08,11.58,13.16,100.0,99.3,98.82,50.05,50.05,1.9072,0.4124
201802060PHI,1,PHI,240.0,37.0,81.2,0.4572,7.6,25.8,0.2982,20.4,25.4,0.7944,10.4,30.4,40.8,21.4,7.2,4.0,12.8,21.6,102.0,0.5538,0.5042,0.3172,0.3174,24.7,73.58,48.78,57.72,7.84,7.82,12.04,100.0,111.22,118.12,47.8325,47.8325,2.1394,0.448
201802060PHI,0,PHI,240.0,37.0,81.2,0.4572,7.6,25.8,0.2982,20.4,25.4,0.7944,10.4,30.4,40.8,21.4,7.2,4.0,12.8,21.6,102.0,0.5538,0.5042,0.3172,0.3174,24.7,73.58,48.78,57.72,7.84,7.82,12.04,100.0,111.22,118.12,47.8325,47.8325,2.1394,0.448
201802060LAL,1,LAL,240.0,40.2,88.6,0.4546,8.0,25.0,0.3092,18.4,25.8,0.705,12.0,34.2,46.2,21.6,6.6,4.2,14.6,20.0,106.8,0.5352,0.4996,0.2824,0.2916,25.28,78.18,50.82,53.64,6.58,7.22,12.76,100.0,106.74,111.0,51.7275,51.7275,2.0648,0.4174
201802060LAL,0,LAL,240.0,40.2,88.6,0.4546,8.0,25.0,0.3092,18.4,25.8,0.705,12.0,34.2,46.2,21.6,6.6,4.2,14.6,20.0,106.8,0.5352,0.4996,0.2824,0.2916,25.28,78.18,50.82,53.64,6.58,7.22,12.76,100.0,106.74,111.0,51.7275,51.7275,2.0648,0.4174
201802060GSW,1,GSW,240.0,42.4,84.8,0.5,12.2,30.6,0.3822,15.2,20.2,0.7462,10.0,34.0,44.0,27.2,9.0,7.6,16.6,18.4,112.2,0.6002,0.572,0.3608,0.2386,23.92,76.26,51.06,63.64,9.08,11.72,14.98,100.0,112.96,114.08,50.4975,50.4975,2.2232,0.5384
201802060GSW,0,GSW,240.0,42.4,84.8,0.5,12.2,30.6,0.3822,15.2,20.2,0.7462,10.0,34.0,44.0,27.2,9.0,7.6,16.6,18.4,112.2,0.6002,0.572,0.3608,0.2386,23.92,76.26,51.06,63.64,9.08,11.72,14.98,100.0,112.96,114.08,50.4975,50.4975,2.2232,0.5384
201802070DET,1,DET,240.0,42.4,87.2,0.4866,10.8,28.0,0.3812,15.4,21.4,0.7266,8.4,37.8,46.2,28.0,7.8,4.8,10.8,19.0,111.0,0.575,0.5478,0.3212,0.2526,20.0,82.62,52.16,65.98,7.94,8.92,10.02,100.0,113.34,109.22,49.8825,49.8825,2.2242,0.5606
201802070DET,0,DET,240.0,42.4,87.2,0.4866,10.8,28.0,0.3812,15.4,21.4,0.7266,8.4,37.8,46.2,28.0,7.8,4.8,10.8,19.0,111.0,0.575,0.5478,0.3212,0.2526,20.0,82.62,52.16,65.98,7.94,8.92,10.02,100.0,113.34,109.22,49.8825,49.8825,2.2242,0.5606
201802070MIA,1,MIA,240.0,37.6,85.8,0.4384,8.8,31.0,0.2674,15.4,22.4,0.692,11.4,34.2,45.6,22.2,7.6,5.8,13.8,18.6,99.4,0.5216,0.4902,0.3636,0.2612,25.1,78.62,51.54,58.86,8.0,10.22,12.7,100.0,104.86,106.26,49.42,49.42,2.02,0.4534
201802070MIA,0,MIA,240.0,37.6,85.8,0.4384,8.8,31.0,0.2674,15.4,22.4,0.692,11.4,34.2,45.6,22.2,7.6,5.8,13.8,18.6,99.4,0.5216,0.4902,0.3636,0.2612,25.1,78.62,51.54,58.86,8.0,10.22,12.7,100.0,104.86,106.26,49.42,49.42,2.02,0.4534
201802070CLE,1,CLE,240.0,35.6,83.6,0.4256,10.8,32.6,0.3244,20.4,26.4,0.768,6.4,36.4,42.8,22.0,4.2,4.0,13.2,19.2,102.4,0.5376,0.4902,0.3898,0.3182,13.42,81.9,46.6,61.86,4.12,6.9,12.14,100.0,101.72,110.1,51.47,51.47,1.991,0.428
201802070CLE,0,CLE,240.0,35.6,83.6,0.4256,10.8,32.6,0.3244,20.4,26.4,0.768,6.4,36.4,42.8,22.0,4.2,4.0,13.2,19.2,102.4,0.5376,0.4902,0.3898,0.3182,13.42,81.9,46.6,61.86,4.12,6.9,12.14,100.0,101.72,110.1,51.47,51.47,1.991,0.428
201802070MEM,1,MEM,240.0,37.8,84.2,0.4494,8.6,25.2,0.3444,14.0,16.6,0.841,11.6,30.4,42.0,22.2,6.8,4.8,18.2,23.8,98.2,0.537,0.5006,0.2984,0.199,28.9,77.04,52.36,58.84,7.26,8.64,16.62,100.0,104.08,111.74,49.3425,49.3425,1.9928,0.4496
201802070MEM,0,MEM,240.0,37.8,84.2,0.4494,8.6,25.2,0.3444,14.0,16.6,0.841,11.6,30.4,42.0,22.2,6.8,4.8,18.2,23.8,98.2,0.537,0.5006,0.2984,0.199,28.9,77.04,52.36,58.84,7.26,8.64,16.62,100.0,104.08,111.74,49.3425,49.3425,1.9928,0.4496
201802070PHO,1,PHO,240.0,38.2,84.6,0.4548,10.0,28.8,0.3474,15.8,21.2,0.7724,9.4,31.2,40.6,22.0,7.0,3.6,15.6,23.4,102.2,0.5494,0.5152,0.3412,0.2504,20.22,71.58,46.14,57.62,7.2,6.24,14.34,100.0,104.96,115.74,50.435,50.435,2.026,0.4366
201802070PHO,0,PHO,240.0,38.2,84.6,0.4548,10.0,28.8,0.3474,15.8,21.2,0.7724,9.4,31.2,40.6,22.0,7.0,3.6,15.6,23.4,102.2,0.5494,0.5152,0.3412,0.2504,20.22,71.58,46.14,57.62,7.2,6.24,14.34,100.0,104.96,115.74,50.435,50.435,2.026,0.4366
201802080ORL,1,ORL,240.0,41.4,82.6,0.5004,12.4,29.4,0.4132,16.6,21.4,0.7884,7.6,30.8,38.4,24.6,9.2,5.0,13.4,20.4,111.8,0.6072,0.5756,0.3582,0.2594,19.96,73.1,47.7,59.04,9.56,9.34,12.66,100.0,116.74,113.46,49.2825,49.2825,2.2672,0.4994
201802080ORL,0,ORL,240.0,41.4,82.6,0.5004,12.4,29.4,0.4132,16.6,21.4,0.7884,7.6,30.8,38.4,24.6,9.2,5.0,13.4,20.4,111.8,0.6072,0.5756,0.3582,0.2594,19.96,73.1,47.7,59.04,9.56,9.34,12.66,100.0,116.74,113.46,49.2825,49.2825,2.2672,0.4994
201802080TOR,1,TOR,240.0,42.0,86.4,0.4874,12.6,33.8,0.3684,17.4,20.6,0.8468,9.8,29.6,39.4,23.8,7.6,4.4,11.6,21.0,114.0,0.5978,0.56,0.3908,0.2408,23.26,75.94,49.2,57.34,8.0,7.58,10.86,100.0,120.88,107.62,48.9925,48.9925,2.3278,0.4882
201802080TOR,0,TOR,240.0,42.0,86.4,0.4874,12.6,33.8,0.3684,17.4,20.6,0.8468,9.8,29.6,39.4,23.8,7.6,4.4,11.6,21.0,114.0,0.5978,0.56,0.3908,0.2408,23.26,75.94,49.2,57.34,8.0,7.58,10.86,100.0,120.88,107.62,48.9925,48.9925,2.3278,0.4882
201802080WAS,1,WAS,240.0,42.0,86.8,0.4862,7.6,26.6,0.2842,18.8,21.6,0.8578,10.8,30.6,41.4,28.8,10.8,3.6,13.4,21.8,110.4,0.5756,0.5296,0.307,0.249,26.92,74.34,51.36,68.84,11.3,7.46,12.22,100.0,114.76,110.26,49.83,49.83,2.2214,0.5798
201802080WAS,0,WAS,240.0,42.0,86.8,0.4862,7.6,26.6,0.2842,18.8,21.6,0.8578,10.8,30.6,41.4,28.8,10.8,3.6,13.4,21.8,110.4,0.5756,0.5296,0.307,0.249,26.92,74.34,51.36,68.84,11.3,7.46,12.22,100.0,114.76,110.26,49.83,49.83,2.2214,0.5798
201802080POR,1,POR,240.0,38.4,87.6,0.445,11.6,29.4,0.3914,15.6,19.4,0.8204,10.0,36.8,46.8,20.2,6.4,5.6,12.0,17.2,104.0,0.5454,0.511,0.3352,0.2318,20.96,76.34,50.34,53.0,6.64,9.82,11.1,100.0,108.32,113.32,49.4075,49.4075,2.1024,0.409
201802080POR,0,POR,240.0,38.4,87.6,0.445,11.6,29.4,0.3914,15.6,19.4,0.8204,10.0,36.8,46.8,20.2,6.4,5.6,12.0,17.2,104.0,0.5454,0.511,0.3352,0.2318,20.96,76.34,50.34,53.0,6.64,9.82,11.1,100.0,108.32,113.32,49.4075,49.4075,2.1024,0.409
201802080LAL,1,LAL,240.0,39.8,87.0,0.4584,9.2,25.4,0.3522,18.8,25.4,0.732,12.4,35.4,47.8,20.8,6.8,5.0,15.6,19.6,107.6,0.5492,0.5112,0.2922,0.2926,26.48,78.76,52.08,52.16,6.82,8.32,13.74,100.0,108.12,109.44,51.1325,51.1325,2.1068,0.4064
201802080LAL,0,LAL,240.0,39.8,87.0,0.4584,9.2,25.4,0.3522,18.8,25.4,0.732,12.4,35.4,47.8,20.8,6.8,5.0,15.6,19.6,107.6,0.5492,0.5112,0.2922,0.2926,26.48,78.76,52.08,52.16,6.82,8.32,13.74,100.0,108.12,109.44,51.1325,51.1325,2.1068,0.4064
201802080GSW,1,GSW,240.0,40.2,82.2,0.4896,9.6,28.8,0.3258,18.0,23.4,0.7746,9.8,33.8,43.6,25.2,8.6,7.6,18.6,19.8,108.0,0.5856,0.5484,0.3512,0.2864,23.56,77.12,51.2,62.82,8.62,12.32,16.62,100.0,107.9,115.44,51.0575,51.0575,2.117,0.4928
201802080GSW,0,GSW,240.0,40.2,82.2,0.4896,9.6,28.8,0.3258,18.0,23.4,0.7746,9.8,33.8,43.6,25.2,8.6,7.6,18.6,19.8,108.0,0.5856,0.5484,0.3512,0.2864,23.56,77.12,51.2,62.82,8.62,12.32,16.62,100.0,107.9,115.44,51.0575,51.0575,2.117,0.4928
201802090PHI,1,PHI,240.0,38.4,82.4,0.467,8.2,25.6,0.3224,17.6,22.0,0.7904,10.4,31.4,41.8,23.0,7.6,3.8,13.4,19.2,102.6,0.5592,0.5166,0.309,0.27,24.9,74.6,49.62,59.72,8.28,7.34,12.58,100.0,111.86,113.74,47.925,47.925,2.1474,0.4814
201802090PHI,0,PHI,240.0,38.4,82.4,0.467,8.2,25.6,0.3224,17.6,22.0,0.7904,10.4,31.4,41.8,23.0,7.6,3.8,13.4,19.2,102.6,0.5592,0.5166,0.309,0.27,24.9,74.6,49.62,59.72,8.28,7.34,12.58,100.0,111.86,113.74,47.925,47.925,2.1474,0.4814
201802090DET,1,DET,240.0,43.2,86.6,0.498,9.8,25.6,0.3784,17.0,23.8,0.7168,8.6,38.2,46.8,25.8,8.8,4.2,11.0,16.8,113.2,0.5834,0.5542,0.2976,0.2796,20.28,81.14,51.96,59.58,8.88,7.96,10.18,100.0,114.6,105.28,50.1525,50.1525,2.2562,0.5146
201802090DET,0,DET,240.0,43.2,86.6,0.498,9.8,25.6,0.3784,17.0,23.8,0.7168,8.6,38.2,46.8,25.8,8.8,4.2,11.0,16.8,113.2,0.5834,0.5542,0.2976,0.2796,20.28,81.14,51.96,59.58,8.88,7.96,10.18,100.0,114.6,105.28,50.1525,50.1525,2.2562,0.5146
201802090ATL,1,ATL,240.0,37.4,82.8,0.4528,11.6,30.2,0.381,18.6,22.8,0.7974,7.6,30.6,38.2,25.2,6.8,4.6,13.4,17.0,105.0,0.5668,0.523,0.3658,0.2778,19.5,74.72,48.04,67.3,7.08,7.76,12.52,100.0,109.58,108.6,49.715,49.715,2.1178,0.509
201802090ATL,0,ATL,240.0,37.4,82.8,0.4528,11.6,30.2,0.381,18.6,22.8,0.7974,7.6,30.6,38.2,25.2,6.8,4.6,13.4,17.0,105.0,0.5668,0.523,0.3658,0.2778,19.5,74.72,48.04,67.3,7.08,7.76,12.52,100.0,109.58,108.6,49.715,49.715,2.1178,0.509
201802090BOS,1,BOS,245.0,38.4,84.8,0.4524,11.2,27.0,0.4158,16.0,22.2,0.7264,7.4,37.6,45.0,22.8,6.2,4.2,13.2,20.0,104.0,0.549,0.5182,0.3188,0.2624,17.52,81.58,50.84,59.7,6.22,7.18,12.12,100.0,105.74,100.54,50.5725,51.7303125,2.0574,0.4556
201802090BOS,0,BOS,245.0,38.4,84.8,0.4524,11.2,27.0,0.4158,16.0,22.2,0.7264,7.4,37.6,45.0,22.8,6.2,4.2,13.2,20.0,104.0,0.549,0.5182,0.3188,0.2624,17.52,81.58,50.84,59.7,6.22,7.18,12.12,100.0,105.74,100.54,50.5725,51.7303125,2.0574,0.4556
201802090MIA,1,MIA,240.0,38.6,88.4,0.4364,9.0,31.2,0.2712,14.4,21.0,0.7008,12.2,33.4,45.6,22.2,6.4,4.2,13.2,18.2,100.6,0.5158,0.487,0.3538,0.2378,26.12,81.32,52.2,57.14,6.64,7.76,11.92,100.0,106.06,110.86,49.6875,49.6875,2.0338,0.4504
201802090MIA,0,MIA,240.0,38.6,88.4,0.4364,9.0,31.2,0.2712,14.4,21.0,0.7008,12.2,33.4,45.6,22.2,6.4,4.2,13.2,18.2,100.6,0.5158,0.487,0.3538,0.2378,26.12,81.32,52.2,57.14,6.64,7.76,11.92,100.0,106.06,110.86,49.6875,49.6875,2.0338,0.4504
